from_node,to_node,distance,travel_time,highway,max_speed_mps,highway_group,peak_cv,offpeak_cv,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,from_lat,from_lon,from_h3_id,to_lat,to_lon,to_h3_id,mid_lat,mid_lon,mid_h3_id,same_origin_dest_hex
9,3375,207.1395888,10.42915969,trunk_link,21.81013333,group_2,0.397907306,0.6,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,29.540717025,14.2461019575,14.2461019575,32.49478872,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,14.2461019575,37.3790047,-122.0155135,87283470effffff,37.3780877,-122.0134731,87283470effffff,37.3785462,-122.0144933,87283470effffff,True
10,3123,287.8996015,20.26425424,primary,16.87712414,group_2,0.397907306,0.6,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,44.215813125,25.58785482,25.58785482,53.05897575,21.32321235,25.58785482,25.58785482,53.05897575,53.05897575,44.215813125,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,25.58785482,37.3691522,-122.0368711,87283470cffffff,37.3716558,-122.0360412,87283470cffffff,37.370404,-122.03645615,87283470cffffff,True
11,1450,195.2615128,18.04328622,primary_link,11.96245926,group_2,0.397907306,0.6,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,42.30884556,24.48428562,24.48428562,50.770614675,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,42.30884556,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,24.48428562,37.3774606,-122.0340477,872834708ffffff,37.3790685,-122.033176,872834708ffffff,37.37826455,-122.03361185,872834708ffffff,True
12,2539,94.09401367,5.744355373,primary,16.87712414,group_2,0.397907306,0.6,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,14.4510214755,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,8.3628596505,37.3752487,-122.0600673,87283470dffffff,37.3748607,-122.0591211,87283470dffffff,37.3750547,-122.0595942,87283470dffffff,True
13,10,17.73932739,1.248609718,primary,16.87712414,group_2,0.397907306,0.6,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,2.72441775,1.5766306425,1.5766306425,3.2693013,1.313858868,1.5766306425,1.5766306425,3.2693013,3.2693013,2.72441775,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,1.5766306425,37.3689966,-122.0369154,87283470cffffff,37.3691522,-122.0368711,87283470cffffff,37.3690744,-122.03689325,87283470cffffff,True
13,43,140.1966346,8.558879148,primary,16.87712414,group_2,0.397907306,0.6,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,21.53149281,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,12.460354632,37.3689966,-122.0369154,87283470cffffff,37.3687123,-122.0353702,87283470cffffff,37.36885445,-122.0361428,87283470cffffff,True
14,3782,134.3022256,12.03720632,primary,16.87712414,group_2,0.397907306,0.6,11.9364731025,11.9364731025,11.9364731025,11.9364731025,11.9364731025,11.9364731025,11.9364731025,24.75147063,11.9364731025,25.98904416,25.98904416,24.75147063,24.75147063,24.75147063,25.98904416,20.626225515,25.98904416,28.58794857,25.98904416,11.9364731025,11.9364731025,11.9364731025,11.9364731025,11.9364731025,37.3558065,-122.0179121,87283470cffffff,37.3549353,-122.0168597,872834701ffffff,37.3553709,-122.0173859,87283470cffffff,False
15,3,22.2425064,2.239968561,secondary,15.28876023,group_2,0.397907306,0.6,2.182241013,2.182241013,2.182241013,2.182241013,2.182241013,2.182241013,2.182241013,3.770912469,4.5250949625,4.5250949625,4.5250949625,4.5250949625,4.5250949625,4.5250949625,4.5250949625,4.5250949625,4.751349711,4.9776044595,4.751349711,2.182241013,2.182241013,2.182241013,2.182241013,2.182241013,37.35297,-122.014066,872834701ffffff,37.3531698,-122.0140781,872834701ffffff,37.3530699,-122.01407205,872834701ffffff,True
15,16,176.2514067,13.27624816,primary,16.87712414,group_2,0.397907306,0.6,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,34.106699055,34.106699055,32.482570530000004,15.66481989,15.66481989,15.66481989,27.06880878,34.106699055,15.66481989,34.106699055,15.66481989,15.66481989,15.66481989,15.66481989,15.66481989,37.35297,-122.014066,872834701ffffff,37.3523544,-122.0122361,872834701ffffff,37.3526622,-122.01315105,872834701ffffff,True
16,2844,168.7794976,14.41982537,primary,16.87712414,group_2,0.397907306,0.6,15.000733785,15.000733785,15.000733785,15.000733785,15.000733785,15.000733785,15.000733785,15.000733785,32.660797665,32.660797665,31.105521585,31.105521585,15.000733785,15.000733785,32.660797665,32.660797665,32.660797665,35.926877430000005,32.660797665,15.000733785,15.000733785,15.000733785,15.000733785,15.000733785,37.3523544,-122.0122361,872834701ffffff,37.3521258,-122.010351,872834701ffffff,37.3522401,-122.01129355,872834701ffffff,True
17,4019,222.5444849,12.1950229,motorway,28.84098113,group_1,0.6,0.4,11.574388746,11.574388746,11.574388746,11.574388746,11.574388746,11.574388746,11.574388746,25.200685125,25.200685125,25.200685125,25.200685125,24.0006525,24.0006525,24.0006525,25.200685125,25.200685125,24.0006525,27.720753645,25.200685125,11.574388746,11.574388746,11.574388746,11.574388746,11.574388746,37.3780709,-122.0675449,872834772ffffff,37.3800653,-122.0677522,872834772ffffff,37.3790681,-122.06764855,872834772ffffff,True
18,2836,214.1808374,11.64266329,trunk,21.02392057,group_2,0.397907306,0.6,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,33.271505085,15.281224785,33.271505085,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,31.68714771,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,15.281224785,37.3841716,-122.0311957,872834708ffffff,37.3847426,-122.0335107,872834708ffffff,37.384457100000006,-122.0323532,872834708ffffff,True
19,20,68.56170713,3.726948126,trunk,21.02392057,group_2,0.397907306,0.6,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,10.6505848785,4.8916927905,10.6505848785,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,10.143414171,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,4.8916927905,37.3870143,-122.0443537,872834709ffffff,37.3869806,-122.0451271,872834709ffffff,37.38699745,-122.0447404,872834709ffffff,True
20,3895,267.0805951,14.51824298,trunk,21.02392057,group_2,0.397907306,0.6,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,41.48911494,19.05547974,41.48911494,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,39.5134428,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,19.05547974,37.3869806,-122.0451271,872834709ffffff,37.3862593,-122.0480072,872834709ffffff,37.38661995,-122.04656715,872834709ffffff,True
21,4063,86.9021125,4.723914833,trunk,21.02392057,group_2,0.397907306,0.6,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,13.4996394345,6.200231221500001,13.4996394345,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,12.8567994615,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,6.200231221500001,37.3894618,-122.0623967,872834709ffffff,37.3897924,-122.063288,872834709ffffff,37.3896271,-122.06284235,872834709ffffff,True
22,2650,83.56143499,4.542318833,trunk,21.02392057,group_2,0.397907306,0.6,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,12.980688393,5.961882897,12.980688393,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,12.362560374,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,5.961882897,37.3914603,-122.0674461,872834772ffffff,37.3917914,-122.0682952,872834772ffffff,37.39162585,-122.06787065,872834772ffffff,True
