from_node,to_node,distance,travel_time,highway,max_speed_mps,highway_group,peak_cv,offpeak_cv,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23
1370,1369,101.8084375,8.99951503,tertiary,12.92855829,group_3,0.05,0.01,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,17.14541326,7.874693772,7.874693772,16.328965,17.14541326,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772,7.874693772
1371,1372,60.73380872,4.926266278,tertiary,12.92855829,group_3,0.05,0.01,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,6.764612308,4.697647436,4.697647436,8.11753477,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436
1371,1370,125.9553368,11.13401772,tertiary,12.92855829,group_3,0.05,0.01,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,21.21195801,9.742411638,9.742411638,20.20186477,21.21195801,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638,9.742411638
1372,1373,105.1300626,8.527353928,tertiary,12.92855829,group_3,0.05,0.01,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,11.70952606,8.131615316,8.131615316,14.05143127,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316
1372,1371,60.73380872,5.368659396,tertiary,12.92855829,group_3,0.05,0.01,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,10.22809381,4.697647436,4.697647436,9.741041724,10.22809381,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436,4.697647436
1373,1372,105.1300626,9.293135248,tertiary,12.92855829,group_3,0.05,0.01,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,17.7048034,8.131615316,8.131615316,16.86171752,17.7048034,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316,8.131615316
1373,980,82.04990883,6.65526677,tertiary,12.92855829,group_3,0.05,0.01,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,9.138827859,6.346408236,6.346408236,10.96659343,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236,6.346408236
1374,1646,89.1546463,8.095562322,residential,11.2146809,group_3,0.05,0.01,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,11.44773461,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701
1374,980,41.91687996,3.705307739,tertiary,12.92855829,group_3,0.05,0.01,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,7.059161767,3.242192905,3.242192905,6.723011207,7.059161767,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905,3.242192905
1375,1021,79.36631572,6.325048685,tertiary,12.92855829,group_3,0.05,0.01,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,10.60791083,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287,6.138837287
1376,1375,77.03785006,6.139483077,tertiary,12.92855829,group_3,0.05,0.01,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,10.29669371,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788,5.958734788
1377,1378,31.51714715,2.666425331,tertiary,12.92855829,group_3,0.05,0.01,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,5.307757648,2.437792864,2.437792864,2.437792864,5.055007284,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864
1377,2215,378.1851632,30.68682502,tertiary,12.92855829,group_3,0.05,0.01,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,63.68962211,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208,29.2519208
1377,1302,75.18002114,5.991424567,tertiary,12.92855829,group_3,0.05,0.01,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,10.04838077,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167,5.815035167
1378,1377,31.51714715,2.511739248,tertiary,12.92855829,group_3,0.05,0.01,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,4.21250607,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864,2.437792864
1378,1379,186.3839998,15.06135278,tertiary,12.92855829,group_3,0.05,0.01,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,29.89396446,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662
1378,1079,48.23795266,4.393364394,tertiary,12.92855829,group_3,0.05,0.01,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,6.447368709,8.123684573,3.731116151,8.123684573,3.731116151,3.731116151,3.731116151,8.123684573,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151,3.731116151
1379,1380,211.4768447,17.08906004,tertiary,12.92855829,group_3,0.05,0.01,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,33.91858359,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162
1379,1378,186.3839998,16.7054055,tertiary,12.92855829,group_3,0.05,0.01,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,24.91163705,31.38866268,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,31.38866268,14.41645662,14.41645662,24.91163705,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662,14.41645662
1380,1381,232.868294,18.89547578,tertiary,12.92855829,group_3,0.05,0.01,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,39.21701613,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054
1380,1379,211.4768447,18.95445127,tertiary,12.92855829,group_3,0.05,0.01,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,28.26548632,35.61451276,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,35.61451276,16.35734162,16.35734162,28.26548632,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162,16.35734162
1381,243,240.5943233,20.435243,tertiary,12.92855829,group_3,0.05,0.01,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,40.51814566,18.60952457,18.60952457,40.51814566,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457,18.60952457
1381,1380,232.868294,20.8717448,tertiary,12.92855829,group_3,0.05,0.01,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,31.12461598,39.21701613,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,39.21701613,18.01193054,18.01193054,31.12461598,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054,18.01193054
1381,1627,96.08448473,9.754544826,residential,11.2146809,group_3,0.05,0.01,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,17.76606836,18.65437178,17.76606836,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301,8.567741301
1382,3609,19.49744083,1.730021532,tertiary,12.92855829,group_3,0.05,0.01,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,3.283536107,3.283536107,1.508090878,3.283536107,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878,1.508090878
1382,243,167.1772225,14.53582489,tertiary,12.92855829,group_3,0.05,0.01,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,28.1540768,26.81340647,22.3445054,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803,12.93084803
1383,2935,19.59938329,2.00814258,tertiary,12.92855829,group_3,0.05,0.01,1.515975939,1.515975939,1.515975939,1.515975939,1.515975939,1.515975939,1.515975939,2.619606422,3.300704092,3.143527707,1.515975939,3.300704092,3.300704092,1.515975939,3.300704092,1.515975939,1.515975939,3.457880477,1.515975939,1.515975939,1.515975939,1.515975939,1.515975939,1.515975939
1383,3611,127.4639214,9.170953852,trunk,21.02392057,group_2,0.6,0.25,6.062804553,6.062804553,6.062804553,6.062804553,6.062804553,6.062804553,6.062804553,13.2004231,13.2004231,13.2004231,12.57183152,12.57183152,13.2004231,12.57183152,12.57183152,6.062804553,10.47652627,14.52046541,13.2004231,6.062804553,6.062804553,6.062804553,6.062804553,6.062804553
1383,3609,41.72090191,3.324921075,tertiary,12.92855829,group_3,0.05,0.01,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,5.576315384,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366,3.227034366
1384,673,231.0877209,23.37112356,residential,11.2146809,group_3,0.05,0.01,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,42.72823295,42.72823295,20.60582222,42.72823295,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222,20.60582222
1385,1384,261.7020758,25.42343298,residential,11.2146809,group_3,0.05,0.01,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,48.3888422,23.3356685,23.3356685,48.3888422,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685,23.3356685
1386,482,88.19777785,12.00310358,residential,11.2146809,group_3,0.05,0.01,7.864492858,7.864492858,7.864492858,7.864492858,7.864492858,7.864492858,7.864492858,17.12320301,17.12320301,16.30781239,13.58984366,17.12320301,17.12320301,17.12320301,11.32486972,17.12320301,16.30781239,16.30781239,17.12320301,7.864492858,7.864492858,7.864492858,7.864492858,7.864492858
1386,3398,119.9166877,13.98565268,residential,11.2146809,group_3,0.05,0.01,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,15.39767666,15.39767666,23.28128711,22.17265439,22.17265439,23.28128711,18.47721199,24.38991983,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101,10.69283101
1387,1304,121.3925693,11.3554082,residential,11.2146809,group_3,0.05,0.01,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,23.5678229,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365,10.82443365
1387,1734,289.7298792,24.79539639,tertiary,12.92855829,group_3,0.05,0.01,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,48.79299433,48.79299433,26.89208241,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868,22.41006868
1388,1577,79.2600381,7.628592297,residential,11.2146809,group_3,0.05,0.01,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,15.38798092,12.21268327,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042,7.067525042
1389,1388,49.75229008,4.788540934,residential,11.2146809,group_3,0.05,0.01,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,9.659183985,7.666019036,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609,4.436353609
1390,737,75.71377934,10.52091633,residential,11.2146809,group_3,0.05,0.01,6.751309289,6.751309289,6.751309289,6.751309289,6.751309289,6.751309289,6.751309289,14.69949069,9.721885376,13.99951494,13.99951494,14.69949069,14.69949069,14.69949069,14.69949069,14.69949069,14.69949069,16.16943976,14.69949069,6.751309289,6.751309289,6.751309289,6.751309289,6.751309289
1390,199,193.3492346,27.47123404,residential,11.2146809,group_3,0.05,0.01,17.24072547,17.24072547,17.24072547,17.24072547,17.24072547,17.24072547,17.24072547,35.75036833,37.53788675,37.53788675,37.53788675,37.53788675,37.53788675,37.53788675,37.53788675,37.53788675,37.53788675,41.29167543,37.53788675,17.24072547,17.24072547,17.24072547,17.24072547,17.24072547
1390,732,312.5810349,34.44630456,residential,11.2146809,group_3,0.05,0.01,27.87248587,27.87248587,27.87248587,27.87248587,27.87248587,27.87248587,27.87248587,40.13637965,27.87248587,27.87248587,60.68620602,48.16365558,40.13637965,48.16365558,57.79638669,27.87248587,27.87248587,27.87248587,57.79638669,27.87248587,27.87248587,27.87248587,27.87248587,27.87248587
1391,840,284.4385292,40.41328335,residential,11.2146809,group_3,0.05,0.01,25.36305149,25.36305149,25.36305149,25.36305149,25.36305149,25.36305149,25.36305149,52.59282358,55.22246476,55.22246476,55.22246476,55.22246476,55.22246476,55.22246476,55.22246476,55.22246476,55.22246476,60.74471123,55.22246476,25.36305149,25.36305149,25.36305149,25.36305149,25.36305149
1391,2183,102.7027556,13.57496462,residential,11.2146809,group_3,0.05,0.01,9.157884786,9.157884786,9.157884786,9.157884786,9.157884786,9.157884786,9.157884786,19.93927939,9.157884786,9.157884786,18.98978989,18.98978989,19.93927939,18.98978989,19.93927939,19.93927939,18.98978989,21.93320733,19.93927939,9.157884786,9.157884786,9.157884786,9.157884786,9.157884786
1391,2455,75.71975015,9.924793186,residential,11.2146809,group_3,0.05,0.01,6.7518417,6.7518417,6.7518417,6.7518417,6.7518417,6.7518417,6.7518417,14.00061895,9.722652048,6.7518417,9.722652048,14.7006499,14.7006499,14.00061895,14.00061895,14.00061895,14.7006499,16.17071489,14.7006499,6.7518417,6.7518417,6.7518417,6.7518417,6.7518417
1392,502,71.26540151,7.170844217,residential,11.2146809,group_3,0.05,0.01,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,13.83585808,6.354652633,13.83585808,6.354652633,6.354652633,6.354652633,6.354652633,10.98083975,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633,6.354652633
1392,1199,77.0729944,8.220986791,residential,11.2146809,group_3,0.05,0.01,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,14.9633762,14.9633762,14.9633762,6.872508909,14.9633762,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909,6.872508909
1393,965,90.55983793,8.471226305,residential,11.2146809,group_3,0.05,0.01,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,17.58178638,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997,8.075114997
1394,903,82.12398031,7.682112051,residential,11.2146809,group_3,0.05,0.01,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,15.94400246,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424,7.322899424
1395,1394,88.61040587,8.288870853,residential,11.2146809,group_3,0.05,0.01,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,17.20331289,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417,7.901286417
1396,2357,95.4933439,8.895935637,residential,11.2146809,group_3,0.05,0.01,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,17.65676613,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964,8.515029964
1397,2396,154.7218327,16.44379564,residential,11.2146809,group_3,0.05,0.01,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514,30.0385499,13.79636514,30.0385499,28.60814276,13.79636514,30.0385499,13.79636514,13.79636514,13.79636514,13.79636514,13.79636514
1398,1397,28.54221231,2.66992019,residential,11.2146809,group_3,0.05,0.01,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,5.54134251,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741,2.545075741
1399,1322,88.25940384,8.642086263,residential,11.2146809,group_3,0.05,0.01,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,17.13516742,7.869987976,17.13516742,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976,7.869987976
1400,1269,70.41059518,8.832948145,residential,11.2146809,group_3,0.05,0.01,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,9.040939993,13.66990127,13.66990127,13.66990127,13.66990127,13.01895359,13.01895359,13.01895359,15.0368914,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055,6.27843055
1400,1761,74.47343559,9.45100433,residential,11.2146809,group_3,0.05,0.01,6.640709286,6.640709286,6.640709286,6.640709286,6.640709286,6.640709286,6.640709286,6.640709286,13.77017477,6.640709286,13.77017477,14.45868351,11.47514565,6.640709286,14.45868351,14.45868351,14.45868351,15.90455186,14.45868351,6.640709286,6.640709286,6.640709286,6.640709286,6.640709286
1401,1548,110.8196382,8.194849388,secondary,15.28876023,group_2,0.6,0.25,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493,15.78188016,7.248438493,7.248438493,6.040365411,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493,17.36006818,12.52530172,7.248438493,7.248438493,7.248438493,7.248438493,7.248438493
1401,954,82.74910446,5.839995027,secondary,15.28876023,group_2,0.6,0.25,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,9.352651906,7.793876588,5.412414298,5.412414298,9.352651906,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298,5.412414298
1402,1401,43.02499833,3.952862354,residential,11.2146809,group_3,0.05,0.01,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859,6.629452748,3.836488859,3.836488859,3.836488859,3.836488859,3.836488859
1403,1912,93.11536977,8.830091134,secondary,15.28876023,group_2,0.6,0.25,6.090446077,6.090446077,6.090446077,6.090446077,6.090446077,6.090446077,6.090446077,6.090446077,13.26060643,8.770242351,10.52429082,12.62914899,13.26060643,12.62914899,13.26060643,12.62914899,12.62914899,12.62914899,10.52429082,6.090446077,6.090446077,6.090446077,6.090446077,6.090446077
1403,3932,40.71914469,4.05083142,secondary,15.28876023,group_2,0.6,0.25,2.663338562,2.663338562,2.663338562,2.663338562,2.663338562,2.663338562,2.663338562,5.522698843,5.798833785,5.798833785,5.798833785,4.602249035,5.522698843,5.522698843,5.522698843,5.522698843,5.522698843,5.522698843,4.602249035,2.663338562,2.663338562,2.663338562,2.663338562,2.663338562
1404,1403,81.02065646,9.507561127,residential,11.2146809,group_3,0.05,0.01,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325,15.72979708,14.98075913,7.224517325,15.72979708,15.72979708,15.72979708,7.224517325,7.224517325,14.98075913,12.48396594,7.224517325,7.224517325,7.224517325,7.224517325,7.224517325
1405,1188,64.94809412,6.695472293,secondary,15.28876023,group_2,0.6,0.25,4.24809423,4.24809423,4.24809423,4.24809423,4.24809423,4.24809423,4.24809423,8.808848196,8.808848196,8.808848196,8.808848196,8.808848196,9.249290605,9.249290605,9.249290605,9.249290605,9.249290605,10.17421967,9.249290605,4.24809423,4.24809423,4.24809423,4.24809423,4.24809423
1405,1206,56.45838213,7.663791085,residential,11.2146809,group_3,0.05,0.01,5.034328006,5.034328006,5.034328006,5.034328006,5.034328006,5.034328006,5.034328006,5.034328006,10.96114168,10.43918255,10.43918255,10.43918255,10.96114168,10.96114168,10.43918255,10.43918255,10.96114168,11.48310081,10.96114168,5.034328006,5.034328006,5.034328006,5.034328006,5.034328006
1405,3682,96.65266764,10.10043487,secondary,15.28876023,group_2,0.6,0.25,6.321811984,6.321811984,6.321811984,6.321811984,6.321811984,6.321811984,6.321811984,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,13.7643548,15.14079028,13.7643548,6.321811984,6.321811984,6.321811984,6.321811984,6.321811984
1406,2221,95.66236069,12.68123483,residential,11.2146809,group_3,0.05,0.01,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993,17.68801742,18.57241829,18.57241829,17.68801742,17.68801742,18.57241829,18.57241829,18.57241829,18.57241829,20.42966012,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993,8.530100993
1406,349,270.0707859,27.99410885,secondary,15.28876023,group_2,0.6,0.25,17.66466226,17.66466226,17.66466226,17.66466226,17.66466226,17.66466226,17.66466226,36.62944367,38.46091585,36.62944367,38.46091585,36.62944367,38.46091585,38.46091585,38.46091585,38.46091585,38.46091585,42.30700743,38.46091585,17.66466226,17.66466226,17.66466226,17.66466226,17.66466226
1406,1188,143.1499268,14.95950962,secondary,15.28876023,group_2,0.6,0.25,9.363082724,9.363082724,9.363082724,9.363082724,9.363082724,9.363082724,9.363082724,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,20.38605275,22.42465803,20.38605275,9.363082724,9.363082724,9.363082724,9.363082724,9.363082724
1407,1408,43.16930057,4.474701309,secondary,15.28876023,group_2,0.6,0.25,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,6.147761711,5.855011153,5.855011153,6.147761711,5.855011153,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.762537882,6.147761711,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199
1407,3571,10.63034192,1.107592062,secondary,15.28876023,group_2,0.6,0.25,0.695304378,0.695304378,0.695304378,0.695304378,0.695304378,0.695304378,0.695304378,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.513872316,1.585961474,1.513872316,0.695304378,0.695304378,0.695304378,0.695304378,0.695304378
1408,1407,43.16930057,4.497877395,secondary,15.28876023,group_2,0.6,0.25,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.147761711,6.440512268,6.147761711,2.823597199,2.823597199,2.823597199,2.823597199,2.823597199
1408,2220,94.59402412,13.03148835,residential,11.2146809,group_3,0.05,0.01,8.434838669,8.434838669,8.434838669,8.434838669,8.434838669,8.434838669,8.434838669,18.36500554,18.36500554,17.49048146,18.36500554,17.49048146,17.49048146,17.49048146,18.36500554,18.36500554,18.36500554,19.23952961,12.14616768,8.434838669,8.434838669,8.434838669,8.434838669,8.434838669
1408,544,454.3158725,46.83523632,secondary,15.28876023,group_2,0.6,0.25,29.71567777,29.71567777,29.71567777,29.71567777,29.71567777,29.71567777,29.71567777,61.61842943,61.61842943,61.61842943,61.61842943,61.61842943,64.6993509,64.6993509,64.6993509,64.6993509,64.6993509,71.16928599,64.6993509,29.71567777,29.71567777,29.71567777,29.71567777,29.71567777
1409,2846,129.7143208,15.73904164,residential,11.2146809,group_3,0.05,0.01,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451,19.98686796,11.56647451,23.98424155,23.98424155,25.18345363,23.98424155,25.18345363,25.18345363,11.56647451,25.18345363,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451,11.56647451
1409,752,318.2826205,39.34650852,residential,11.2146809,group_3,0.05,0.01,28.3808896,28.3808896,28.3808896,28.3808896,28.3808896,28.3808896,28.3808896,28.3808896,58.85061267,61.79314331,61.79314331,49.04217723,58.85061267,40.86848102,28.3808896,58.85061267,49.04217723,49.04217723,58.85061267,28.3808896,28.3808896,28.3808896,28.3808896,28.3808896
1409,2314,376.9124613,41.95190348,residential,11.2146809,group_3,0.05,0.01,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,69.691299,58.0760825,69.691299,73.17586395,33.60884404,73.17586395,58.0760825,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404,33.60884404
1410,2729,140.1839702,13.72637827,residential,11.2146809,group_3,0.05,0.01,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,27.2160891,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,27.2160891,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092,12.50004092
