node_index,is_stop_only,pos_x,pos_y,osmid,y,x
967,FALSE,589817.6632,4134212.443,65470463,37.3502706,-121.9858846
968,FALSE,587142.1604,4137004.23,65470600,37.3756868,-122.0157605
969,FALSE,584935.779,4130059.821,65471109,37.3133041,-122.0414735
970,FALSE,584891.0024,4130059.411,65471112,37.3133045,-122.0419788
971,FALSE,590544.6038,4134446.691,65471383,37.3523111,-121.9776494
972,FALSE,590544.467,4134541.957,65471386,37.3531697,-121.9776393
973,FALSE,590543.6736,4134586.598,65471387,37.3535721,-121.9776428
974,FALSE,590543.3252,4134599.144,65471389,37.3536852,-121.9776452
975,FALSE,590540.5917,4134714.166,65471390,37.3547221,-121.977662
976,FALSE,590537.2482,4134760.366,65471394,37.3551388,-121.9776941
977,FALSE,590533.5292,4134832.259,65471397,37.3557871,-121.9777273
978,FALSE,590528.9002,4134987.383,65471399,37.3571856,-121.9777606
979,FALSE,590558.7418,4135119.713,65471401,37.3583753,-121.9774075
980,FALSE,590686.0196,4135384.961,65471403,37.3607534,-121.975938
981,FALSE,590717.4077,4135658.424,65471404,37.3632149,-121.9755501
982,FALSE,590684.2065,4135862.338,65471407,37.3650559,-121.9759
983,FALSE,590563.0958,4136621.685,65471413,37.3719113,-121.9771746
984,FALSE,590517.2453,4136869.091,65471414,37.3741455,-121.9776621
985,FALSE,585300.6454,4137496.303,65471451,37.3802929,-122.0365003
986,FALSE,589673.705,4130395.491,65471667,37.3158842,-121.9879714
987,FALSE,583479.7479,4131338.042,65471826,37.3249563,-122.0577594
988,FALSE,585707.3347,4133024.494,65471827,37.3399528,-122.0324248
989,FALSE,585604.3278,4133022.973,65471832,37.3399486,-122.0335877
990,FALSE,584090.0776,4134764.468,65472058,37.3557825,-122.0504827
991,FALSE,588109.3207,4132595.078,65472755,37.3358578,-122.0053628
992,FALSE,588217.0425,4130345.345,65472805,37.3155717,-122.0044145
993,FALSE,588095.3263,4129965.86,65472806,37.3121631,-122.005833
994,FALSE,585274.8177,4130684.081,65472861,37.3188993,-122.0375761
995,FALSE,585275.8703,4130645.989,65472865,37.3185559,-122.0375686
996,FALSE,585278.8896,4130399.112,65472867,37.3163306,-122.0375629
997,FALSE,585280.1954,4130318.75,65472870,37.3156062,-122.0375574
998,FALSE,588165.055,4129963.431,65472894,37.3121346,-122.0050465
999,FALSE,586996.3972,4129870.146,65473328,37.311404,-122.0182441
1000,FALSE,589731.3935,4134575.823,65473381,37.3535539,-121.9868145
1001,FALSE,589737.8608,4131119.472,65473531,37.3224029,-121.9871599
1002,FALSE,590881.4795,4134681.836,65473732,37.3543974,-121.9738174
1003,FALSE,589741.3037,4132582.574,65473789,37.3355888,-121.986944
1004,FALSE,586122.2407,4132907.613,65473831,37.338861,-122.027755
1005,FALSE,588843.0357,4129850.386,65474068,37.3110512,-121.99741
1006,FALSE,588919.2807,4129849.542,65474072,37.3110363,-121.9965498
1007,FALSE,586446.0812,4132031.163,65474590,37.3309318,-122.0242018
1008,FALSE,586445.1094,4132088.362,65474592,37.3314474,-122.0242061
1009,FALSE,587989.0022,4128398.98,65474725,37.2980515,-122.0072184
1010,FALSE,586871.6084,4134386.881,65474828,37.3521232,-122.019123
1011,FALSE,589912.3434,4132165.092,65474917,37.3318097,-121.9850641
1012,FALSE,589818.4974,4132181.505,65474919,37.3319667,-121.9861213
1013,FALSE,585547.067,4128849.367,65474945,37.3023386,-122.0347153
1014,FALSE,585487.0292,4128845.537,65474947,37.3023096,-122.0353931
1015,FALSE,585778.8173,4128771.861,65474952,37.3016187,-122.0321096
1016,FALSE,591043.8467,4132141.386,65475388,37.3314858,-121.9722964
1017,FALSE,592072.3506,4134044.304,65475644,37.3485343,-121.960452
1018,FALSE,590630.2744,4131679.266,65476369,37.3273614,-121.9770206
1019,FALSE,590271.6415,4134935.759,65476471,37.3567454,-121.9806714
1020,FALSE,590270.7531,4135030.351,65476473,37.357598,-121.9806699
1021,FALSE,590242.672,4135232.579,65476479,37.3594233,-121.9809623
1022,FALSE,590093.4668,4135578.678,65476483,37.362557,-121.9826048
1023,FALSE,590389.1807,4130407.278,65476491,37.3159211,-121.9798965
1024,FALSE,592797.4513,4131991.89,65476530,37.3299649,-121.9525234
1025,FALSE,586692.8031,4131947.236,65476824,37.3301524,-122.021427
1026,FALSE,586691.5302,4132065.846,65476827,37.3312215,-122.0214275
1027,FALSE,586690.9031,4132095.598,65476831,37.3314897,-122.0214311
1028,FALSE,584337.9175,4128293.799,65477091,37.2974419,-122.0484203
1029,FALSE,582044.8222,4130534.508,65480067,37.3178421,-122.0740424
1030,FALSE,591369.6618,4132503.64,65480124,37.3347186,-121.9685745
1031,FALSE,591295.5304,4132651.503,65480144,37.3360585,-121.969393
1032,FALSE,591152.7731,4132941.066,65480146,37.3386822,-121.9709687
1033,FALSE,584251.9053,4131889.178,65480612,37.3298538,-122.0489825
1034,FALSE,584392.9334,4131890.987,65480613,37.3298573,-122.0473906
1035,FALSE,584475.4931,4131891.876,65480615,37.3298578,-122.0464587
1036,FALSE,583760.1404,4129373.744,65480682,37.3072274,-122.0548167
1037,FALSE,583760.9229,4129312.328,65480684,37.3066738,-122.0548148
1038,FALSE,585044.0097,4128658.153,65480733,37.3006614,-122.0404128
1039,FALSE,585045.5693,4128574.365,65480735,37.2999061,-122.0404048
1040,FALSE,585047.0944,4128494.837,65480738,37.2991892,-122.0403967
1041,FALSE,585046.5786,4128451.338,65480742,37.2987972,-122.0404075
1042,FALSE,585056.3567,4128323.728,65480748,37.2976462,-122.0403118
1043,FALSE,585060.4229,4128237.514,65480751,37.2968688,-122.0402758
1044,FALSE,585087.1899,4128155.724,65480754,37.2961292,-122.0399832
1045,FALSE,589465.9767,4131776.321,65481174,37.328349,-121.9901489
1046,FALSE,589493.2938,4131752.291,65481175,37.3281298,-121.9898435
1047,FALSE,583088.2045,4129979.152,65481330,37.3127441,-122.0623304
1048,FALSE,586548.102,4130710.859,65481364,37.3190229,-122.0232044
1049,FALSE,586647.0408,4130725.497,65481365,37.3191456,-122.0220862
1050,FALSE,591857.8587,4133794.809,65481384,37.346307,-121.9629043
1051,FALSE,587653.236,4130404.145,65481748,37.316155,-122.0107696
1052,FALSE,587511.486,4130198.371,65481754,37.3143138,-122.0123934
1053,FALSE,589624.8141,4136150.097,65482081,37.3677523,-121.9878272
1054,FALSE,589475.6914,4136149.021,65482083,37.367757,-121.9895112
1055,FALSE,589394.4982,4136146.71,65482085,37.367744,-121.9904283
1056,FALSE,587338.7353,4130939.272,65482310,37.3210075,-122.0142555
1057,FALSE,587345.5381,4130879.227,65482312,37.3204657,-122.0141858
1058,FALSE,587403.1428,4130686.865,65482321,37.3187266,-122.0135584
1059,FALSE,587426.5306,4130413.381,65482323,37.3162596,-122.0133267
1060,FALSE,587431.6144,4130313.508,65482325,37.315359,-122.0132811
1061,FALSE,587427.9706,4130191.418,65482326,37.314259,-122.0133366
1062,FALSE,587425.1274,4130088.555,65482327,37.3133322,-122.0133808
1063,FALSE,587384.4474,4129659.798,65482328,37.3094718,-122.0138903
1064,FALSE,587339.8007,4129483.501,65482331,37.3078871,-122.0144148
1065,FALSE,587311.5245,4129378.397,65482333,37.3069425,-122.0147462
1066,FALSE,587284.9757,4129174.64,65482334,37.3051086,-122.0150697
1067,FALSE,587285.4318,4129098.54,65482336,37.3044227,-122.0150735
1068,FALSE,587287.7386,4129014.094,65482338,37.3036614,-122.0150574
1069,FALSE,587295.7996,4128583.249,65482345,37.2997776,-122.0150171
1070,FALSE,587299.2222,4128359.388,65482349,37.2977597,-122.0150048
1071,FALSE,587301.352,4128245.992,65482351,37.2967375,-122.0149941
1072,FALSE,587304.7947,4128065.293,65482352,37.2951086,-122.0149765
1073,FALSE,587306.1913,4127986.54,65482354,37.2943987,-122.01497
1074,FALSE,587307.0437,4127888.554,65482356,37.2935155,-122.0149719
1075,FALSE,587338.0868,4130194.32,65483209,37.3142936,-122.0143505
1076,FALSE,587263.6937,4130196.418,65483212,37.3143195,-122.0151897
1077,FALSE,587954.7156,4127965.749,65483280,37.2941502,-122.0076565
1078,FALSE,584405.7665,4129554.135,65483624,37.3087948,-122.0475116
1079,FALSE,589948.7782,4135053.334,65483806,37.3578364,-121.9843023
1080,FALSE,590946.2618,4131613.611,65483843,37.3267388,-121.9734625
1081,FALSE,590828.7498,4131611.148,65483846,37.3267281,-121.974789
1082,FALSE,590721.3639,4131602.316,65483849,37.326659,-121.976002
1083,FALSE,590453.4219,4131614.606,65483850,37.3267959,-121.9790244
1084,FALSE,590356.9377,4131629.287,65483853,37.3269376,-121.9801115
1085,FALSE,590276.515,4131635.254,65483855,37.3269992,-121.9810184
1086,FALSE,589772.315,4131676.245,65483864,37.3274175,-121.9867037
1087,FALSE,589515.5655,4131673.118,65483869,37.3274141,-121.9896017
1088,FALSE,589426.8774,4131672.425,65483875,37.3274164,-121.9906027
1089,FALSE,589032.4273,4131456.582,65483883,37.325509,-121.9950803
1090,FALSE,589022.6205,4131372.217,65483886,37.3247496,-121.9952011
1091,FALSE,589023.725,4131330.01,65483888,37.3243691,-121.9951937
1092,FALSE,584476.0812,4132192.636,65484531,37.3325684,-122.0464178
1093,FALSE,584398.6089,4132185.707,65484533,37.332513,-122.047293
1094,FALSE,584320.7852,4132167.925,65484536,37.3323598,-122.0481734
1095,FALSE,584242.1473,4132146.495,65484539,37.3321738,-122.0490634
1096,FALSE,584166.7771,4132145.459,65484540,37.3321713,-122.0499142
1097,FALSE,589411.2495,4134827.096,65484563,37.3558494,-121.9903985
1098,FALSE,589358.3401,4134882.22,65484565,37.3563513,-121.9909892
1099,FALSE,589308.8508,4134937.292,65484567,37.3568524,-121.9915413
1100,FALSE,589254.6413,4134994.023,65484570,37.3573689,-121.9921465
1101,FALSE,588926.5574,4135020.385,65484576,37.357638,-121.9958475
1102,FALSE,588926.8546,4133256.229,65484939,37.3417385,-121.9960559
1103,FALSE,586491.8585,4132624.694,65485040,37.3362768,-122.0236159
1104,FALSE,586517.9866,4132627.993,65485041,37.3363041,-122.0233206
1105,FALSE,583447.2339,4129236.966,65485414,37.3060228,-122.0583626
1106,FALSE,583442.1324,4129192.123,65485415,37.3056191,-122.0584252
1107,FALSE,583446.0488,4129134.388,65485416,37.3050984,-122.0583875
1108,FALSE,584048.4553,4131297.165,65485987,37.3245366,-122.0513458
1109,FALSE,584043.7903,4131496.159,65485992,37.3263305,-122.0513759
1110,FALSE,587224.4051,4130081.802,65487187,37.3132902,-122.0156465
1111,FALSE,591907.4858,4132757.621,65487229,37.3369545,-121.9624727
1112,FALSE,591722.9721,4133205.585,65487233,37.34101,-121.9644999
1113,FALSE,591415.2829,4131812.396,65487366,37.3284843,-121.9681448
1114,FALSE,591437.7567,4131718.816,65487380,37.3276387,-121.9679027
1115,FALSE,583339.1419,4131865.172,65487420,37.3297198,-122.059287
1116,FALSE,583251.039,4131966.395,65487422,37.33064,-122.06027
1117,FALSE,586454.3087,4129638.894,65487436,37.3093704,-122.0243877
1118,FALSE,589375.9886,4132768.544,65487737,37.3373001,-121.9910449
1119,FALSE,585976.9838,4133168.041,65488338,37.3412216,-122.0293644
1120,FALSE,585968.6512,4133092.672,65488341,37.3405431,-122.0294672
1121,FALSE,585950.3227,4133010.665,65488343,37.3398057,-122.0296836
1122,FALSE,585944.2039,4132930.182,65488346,37.3390809,-122.029762
1123,FALSE,584396.8501,4132264.345,65488460,37.3332219,-122.0473039
1124,FALSE,582178.6887,4130638.919,65488470,37.3187713,-122.0725202
1125,FALSE,582055.7011,4130663.232,65488472,37.3190013,-122.0739054
1126,FALSE,593224.2601,4132844.643,65488626,37.3376075,-121.9475992
1127,FALSE,585354.9016,4130647.383,65488729,37.3185612,-122.0366766
1128,FALSE,585358.0859,4130400.197,65488733,37.3163331,-122.0366691
1129,FALSE,588819.7289,4131948.544,65488975,37.3299632,-121.9974218
1130,FALSE,588737.1693,4131945.904,65488976,37.3299473,-121.9983539
1131,FALSE,590091.4788,4136858.265,65489063,37.3740894,-121.9824715
1132,FALSE,590175.0081,4135790.621,65489180,37.3644592,-121.9816583
1133,FALSE,589742.2486,4135606.068,65489185,37.3628379,-121.9865671
1134,FALSE,583876.654,4130709.68,65489753,37.3192573,-122.0533511
1135,FALSE,583776.3454,4130710.229,65489759,37.3192713,-122.054483
1136,FALSE,583677.8345,4130905.966,65489883,37.3210443,-122.0555726
1137,FALSE,584566.3215,4137796.13,65490074,37.3830624,-122.0447594
1138,FALSE,584664.4683,4128686.919,65490310,37.3009553,-122.0446915
1139,FALSE,583940.8948,4132847.354,65490843,37.3385177,-122.0523842
1140,FALSE,594599.907,4133621.75,65490879,37.3444719,-121.9319729
1141,FALSE,594644.1679,4133756.245,65490881,37.3456795,-121.9314561
1142,FALSE,588792.3921,4129953.471,65490893,37.3119851,-121.9979691
1143,FALSE,588912.2923,4129996.917,65490896,37.3123652,-121.996611
1144,FALSE,590165.2712,4135609.499,65491147,37.3628278,-121.9817903
1145,FALSE,582880.201,4131905.318,65491298,37.3301227,-122.0644623
1146,FALSE,589704.8228,4132478.937,65491545,37.3346583,-121.9873683
1147,FALSE,586937.6043,4132693.457,65491849,37.3368549,-122.0185766
1148,FALSE,586978.7679,4132680.448,65491852,37.3367338,-122.0181135
1149,FALSE,587122.6658,4132682,65491853,37.3367343,-122.0164891
1150,FALSE,589790.3358,4132463.466,65491953,37.3345106,-121.986405
1151,FALSE,586277.9502,4133172.282,65492020,37.3412319,-122.0259666
1152,FALSE,586283.0851,4132914.03,65492023,37.3389039,-122.0259387
1153,FALSE,581933.8962,4134340.01,65492202,37.3521499,-122.0748736
1154,FALSE,585822.8238,4137345.347,65492286,37.3788842,-122.0306204
1155,FALSE,585865.8969,4137510.315,65492288,37.380367,-122.0301148
1156,FALSE,591505.3844,4134032.235,65492326,37.3484816,-121.9668539
1157,FALSE,580762.0418,4134122.803,65492529,37.350295,-122.0881273
1158,FALSE,586321.4401,4129022.955,65492565,37.3038315,-122.0259585
1159,FALSE,585999.4693,4129018.689,65492567,37.3038229,-122.0295916
1160,FALSE,585147.8698,4133106.747,65492579,37.3407456,-122.0387305
1161,FALSE,585144.983,4133020.439,65492582,37.339968,-122.038773
1162,FALSE,592790.2727,4134868.127,65492862,37.3558874,-121.9522443
1163,FALSE,592464.9025,4134890.631,65492871,37.3561227,-121.9559149
1164,FALSE,592338.282,4134897.398,65492882,37.3561963,-121.9573436
1165,FALSE,592142.9653,4134847.765,65492888,37.3557684,-121.9595549
1166,FALSE,591745.4771,4134844.703,65492917,37.3557802,-121.9640429
1167,FALSE,591663.3338,4134843.858,65492923,37.3557807,-121.9649704
1168,FALSE,590443.2815,4134832.237,65492952,37.3557957,-121.9787462
1169,FALSE,589997.0831,4134662.618,65492957,37.3543104,-121.9838044
1170,FALSE,589965.9284,4134662.038,65492960,37.3543082,-121.9841562
1171,FALSE,589736.5486,4134656.722,65492963,37.3542825,-121.9867465
1172,FALSE,589658.3523,4134655.24,65492965,37.3542767,-121.9876295
1173,FALSE,589576.3504,4134652.652,65492967,37.3542613,-121.9885556
1174,FALSE,589363.6331,4134648.013,65492969,37.35424,-121.9909577
1175,FALSE,589286.0814,4134647.551,65492972,37.3542433,-121.9918333
1176,FALSE,589209.8606,4134646.049,65492974,37.3542371,-121.992694
1177,FALSE,589196.2652,4134645.139,65492975,37.3542302,-121.9928476
1178,FALSE,588933.7674,4134638.936,65492976,37.3541995,-121.9958119
1179,FALSE,586222.5994,4131953.896,65493116,37.3302562,-122.0267331
1180,FALSE,586151.2195,4131317.853,65493128,37.3245304,-122.0276126
1181,FALSE,586149.9733,4131389.007,65493132,37.3251718,-122.0276184
1182,FALSE,592877.4623,4134674.629,65493370,37.3541348,-121.9512842
1183,FALSE,592979.907,4134720.306,65493374,37.3545362,-121.9501219
1184,FALSE,593303.6978,4134869.513,65493377,37.3558484,-121.9464476
1185,FALSE,585416.8715,4131590.5,65493382,37.3270555,-122.0358687
1186,FALSE,585327.1131,4131589.674,65493388,37.3270563,-122.0368818
1187,FALSE,585016.4392,4131580.421,65493390,37.3270014,-122.0403891
1188,FALSE,584919.0972,4131579.488,65493393,37.3270019,-122.0414878
1189,FALSE,589973.6178,4131996.386,65493415,37.3302833,-121.984393
1190,FALSE,592269.4528,4131357.865,65493665,37.3243034,-121.9585613
1191,FALSE,588101.0095,4133314.521,65493766,37.3423426,-122.0053711
1192,FALSE,588104.719,4133233.151,65493769,37.3416089,-122.0053389
1193,FALSE,588090.518,4133149.019,65493770,37.340852,-122.0055092
1194,FALSE,588093.4107,4133066.12,65493771,37.3401046,-122.0054864
1195,FALSE,588095.5057,4132979.896,65493772,37.3393273,-122.005473
1196,FALSE,588099.4079,4132892.004,65493774,37.3385348,-122.0054394
1197,FALSE,588103.7975,4132805.782,65493776,37.3377573,-122.0054001
1198,FALSE,589462.8792,4132142.356,65494541,37.3316482,-121.9901397
1199,FALSE,589034.7502,4131751.351,65494555,37.3281654,-121.9950187
1200,FALSE,593683.635,4132943.246,65495270,37.3384499,-121.9424017
1201,FALSE,585813.4396,4137658.968,65495331,37.3817116,-122.03069
1202,FALSE,593858.2641,4131139.542,65495541,37.3221766,-121.9406589
1203,FALSE,581412.7364,4133270.549,65495661,37.342557,-122.0808749
1204,FALSE,581381.7501,4133073.704,65495663,37.3407856,-122.0812463
1205,FALSE,581338.8728,4133026.353,65495666,37.3403626,-122.0817355
1206,FALSE,584861.1298,4131514.069,65496052,37.3264176,-122.0421495
1207,FALSE,584784.5165,4131631.682,65496054,37.3274846,-122.0430007
1208,FALSE,584568.2445,4131619.797,65496063,37.3273972,-122.0454429
1209,FALSE,590935.1443,4135717.967,65496430,37.3637302,-121.9730843
1210,FALSE,585892.5554,4131384.83,65496632,37.325158,-122.030524
1211,FALSE,585888.9042,4131542.915,65496633,37.3265831,-122.0305469
1212,FALSE,585897.7701,4131670.194,65496636,37.3277294,-122.0304321
1213,FALSE,591576.3707,4135207.846,65496670,37.3590697,-121.9659072
1214,FALSE,584821.5897,4132093.242,65496731,37.3316411,-122.0425295
1215,FALSE,584759.7901,4132093.315,65496734,37.3316474,-122.043227
1216,FALSE,584514.8759,4129979.192,65496816,37.3126158,-122.0462321
1217,FALSE,584465.9692,4129961.201,65496817,37.3124581,-122.046786
1218,FALSE,582780.6328,4129938.77,65496852,37.3124076,-122.0658055
1219,FALSE,590046.094,4132274.059,65497075,37.3327788,-121.9835413
1220,FALSE,593919.2046,4133239.683,65497144,37.3410977,-121.9397052
1221,FALSE,586622.6418,4131325.303,65497328,37.3245537,-122.0222915
1222,FALSE,586619.5897,4131418.174,65497329,37.325391,-122.0223151
1223,FALSE,582771.5393,4130945.632,65497437,37.321483,-122.0657958
1224,FALSE,592565.3183,4131351.412,65497537,37.3242158,-121.9552232
1225,FALSE,592886.2192,4131440.626,65497553,37.3249878,-121.9515906
1226,FALSE,582533.8776,4132041.587,65497843,37.3313817,-122.0683559
1227,FALSE,582550.2028,4132135.394,65497845,37.3322257,-122.0681612
1228,FALSE,588770.4024,4129625.862,65498244,37.3090346,-121.9982564
1229,FALSE,588898.849,4130920.874,65498352,37.3206937,-121.996652
1230,FALSE,588877.3493,4130700.652,65498356,37.318711,-121.996921
1231,FALSE,588832.4891,4130646.573,65498359,37.3182279,-121.9974337
1232,FALSE,588843.7945,4130569.113,65498361,37.3175287,-121.9973154
1233,FALSE,588878.8428,4130491.482,65498365,37.3168257,-121.9969292
1234,FALSE,588910.1899,4130411.96,65498367,37.316106,-121.996585
1235,FALSE,588889.1216,4130325.446,65498370,37.3153283,-121.9968331
1236,FALSE,581370.1068,4135924.115,65498586,37.3664766,-122.0810646
1237,FALSE,584239.7021,4132221.298,65498905,37.3328482,-122.0490825
1238,FALSE,585113.891,4129540.131,65498962,37.308604,-122.0395233
1239,FALSE,590999.5192,4133540.854,65498994,37.3441028,-121.9726249
1240,FALSE,580713.4268,4134304.909,65499238,37.3519405,-122.0886563
1241,FALSE,580792.7512,4134373.157,65499545,37.3525487,-122.0877533
1242,FALSE,583684.0047,4130402.073,65499705,37.3165023,-122.0555598
1243,FALSE,592997.6771,4132320.74,65499735,37.3329086,-121.9502224
1244,FALSE,592936.365,4133451.767,65499773,37.343108,-121.9507726
1245,FALSE,592986.6913,4133346.694,65499775,37.342156,-121.9502177
1246,FALSE,592609.4541,4134178.89,65499781,37.3496938,-121.9543719
1247,FALSE,592574.6726,4134252.903,65499783,37.3503643,-121.9547553
1248,FALSE,590757.3154,4135894.144,65500406,37.3653354,-121.9750706
1249,FALSE,589748.3981,4131335.085,65500503,37.3243451,-121.9870149
1250,FALSE,589778.362,4131769.214,65500505,37.3282548,-121.9866242
1251,FALSE,589818.2502,4132013.824,65500507,37.3304555,-121.9861444
1252,FALSE,587013.9971,4131896.989,65501229,37.3296695,-122.0178078
1253,FALSE,586932.2865,4131905.571,65501233,37.3297545,-122.018729
1254,FALSE,586844.5226,4131914.324,65501235,37.3298416,-122.0197185
1255,FALSE,586766.7958,4131938.649,65501236,37.3300681,-122.0205929
1256,FALSE,586532.2729,4131955.772,65501237,37.3302443,-122.0232378
1257,FALSE,586456.8675,4131954.493,65501239,37.3302398,-122.024089
1258,FALSE,586360.0804,4131955.114,65501241,37.3302544,-122.0251813
1259,FALSE,586272.1477,4131954.584,65501243,37.3302578,-122.0261738
1260,FALSE,583973.7076,4131543.355,65501585,37.3267622,-122.0521615
1261,FALSE,586115.8948,4129975.929,65501658,37.3124394,-122.028167
1262,FALSE,585320.3777,4132137.39,65502013,37.3319933,-122.0368948
1263,FALSE,585332.4908,4131375.918,65502020,37.3251293,-122.0368457
1264,FALSE,585326.8786,4131682.208,65502022,37.3278903,-122.0368738
1265,FALSE,585324.4302,4131771.158,65502024,37.3286922,-122.0368912
1266,FALSE,585323.2557,4131861.164,65502026,37.3295035,-122.0368941
1267,FALSE,586177.2423,4131954.039,65502473,37.3302617,-122.027245
1268,FALSE,586173.9234,4132362.399,65502475,37.3339424,-122.027235
1269,FALSE,585532.2691,4130486.655,65503033,37.3170963,-122.0346936
1270,FALSE,585440.7379,4130485.576,65503035,37.317095,-122.0357266
1271,FALSE,582681.4287,4129749.358,65503229,37.3107093,-122.066946
1272,FALSE,582676.6977,4129835.389,65503235,37.3114851,-122.0669898
1273,FALSE,582704.1299,4129906.859,65503238,37.3121268,-122.0666723
1274,FALSE,584533.5434,4129545.06,65503431,37.3087014,-122.0460709
1275,FALSE,584592.417,4129599.623,65503436,37.3091878,-122.0454004
1276,FALSE,582200.7572,4131464.344,65503622,37.3262087,-122.0721797
1277,FALSE,590560.1725,4133291.714,65503717,37.3419004,-121.9776148
1278,FALSE,583360.7783,4130151.166,65504043,37.31427,-122.0592354
1279,FALSE,583366.0921,4130095.42,65504045,37.3137671,-122.0591817
1280,FALSE,585767.3442,4129265.692,65504285,37.3060705,-122.032182
1281,FALSE,585618.4034,4129263.636,65504296,37.3060657,-122.0338627
1282,FALSE,585482.0788,4129278.554,65504299,37.3062127,-122.0353991
1283,FALSE,594384.0281,4133404.051,65504475,37.3425319,-121.9344375
1284,FALSE,594193.463,4133274.023,65504479,37.3413794,-121.9366051
1285,FALSE,593955.1092,4133163.325,65504481,37.3404059,-121.9393096
1286,FALSE,591781.2638,4132539.401,65504810,37.3350003,-121.9639244
1287,FALSE,591746.6836,4132690.524,65504816,37.3363657,-121.964296
1288,FALSE,591731.1559,4132753.256,65504818,37.3369326,-121.9644635
1289,FALSE,591702.6619,4132818.053,65504821,37.3375194,-121.9647771
1290,FALSE,591597.9095,4133075.915,65504823,37.3398537,-121.9659276
1291,FALSE,591570.0921,4133143.838,65504825,37.3404686,-121.9662332
1292,FALSE,586549.7794,4130603.45,65505047,37.3180547,-122.023198
1293,FALSE,592625.576,4131990.242,65505056,37.3299672,-121.9544634
1294,FALSE,582523.8669,4130624.905,65505318,37.3186144,-122.0686265
1295,FALSE,582526.0265,4130538.848,65505320,37.3178386,-122.0686117
1296,FALSE,582525.9206,4130421.913,65505324,37.3167847,-122.0686259
1297,FALSE,582527.7541,4130320.397,65505326,37.3158696,-122.0686165
1298,FALSE,582528.8042,4130286.677,65505329,37.3155656,-122.0686084
1299,FALSE,582530.5069,4130174.154,65505334,37.3145513,-122.0686017
1300,FALSE,582531.177,4130113.357,65505337,37.3140033,-122.0686009
1301,FALSE,590047.373,4135091.433,65505501,37.3581702,-121.9831845
1302,FALSE,590027.1961,4135140.003,65505504,37.3586099,-121.9834064
1303,FALSE,583837.1154,4129146.959,65505508,37.3051765,-122.0539738
1304,FALSE,586003.8365,4128761.618,65506041,37.3015056,-122.0295721
1305,FALSE,585922.0384,4128760.335,65506042,37.3015016,-122.0304951
1306,FALSE,594562.9011,4133103.908,65506216,37.3398087,-121.9324567
1307,FALSE,586813.3995,4129963.824,65506274,37.3122654,-122.020298
1308,FALSE,586739.5746,4129989.611,65506276,37.3125047,-122.021128
1309,FALSE,586633.6061,4130027.437,65506278,37.3128555,-122.0223193
1310,FALSE,586558.3212,4130041.971,65506281,37.3129935,-122.0231671
1311,FALSE,586330.7257,4130049.141,65506283,37.3130793,-122.0257344
1312,FALSE,586251.4935,4130076.153,65506284,37.3133301,-122.0266253
1313,FALSE,588785.6861,4129765.096,65506300,37.310288,-121.9980673
1314,FALSE,588455.436,4129804.564,65506301,37.3106752,-122.0017889
1315,FALSE,588378.883,4129842.136,65506304,37.3110211,-122.0026482
1316,FALSE,588362.2468,4129806.121,65506311,37.3106981,-122.0028402
1317,FALSE,588281.5803,4129824.521,65506314,37.3108716,-122.0037482
1318,FALSE,584150.4808,4129229.866,65506323,37.3058954,-122.0504288
1319,FALSE,581495.9293,4139147.389,65506334,37.3955159,-122.0792887
1320,FALSE,581426.4415,4139008.084,65506337,37.3942665,-122.080089
1321,FALSE,592998.9349,4132154.927,65506875,37.3314141,-121.950229
1322,FALSE,591221.6638,4131915.349,65506946,37.3294312,-121.9703173
1323,FALSE,592133.9671,4132873.299,65507249,37.3379746,-121.959902
1324,FALSE,592057.4729,4132837.961,65507254,37.3376637,-121.9607698
1325,FALSE,591967.2287,4132788.047,65507255,37.3372228,-121.9617946
1326,FALSE,591835.2853,4132723.208,65507257,37.3366515,-121.9632919
1327,FALSE,591514.8708,4132569.693,65507258,37.3352996,-121.9669274
1328,FALSE,591093.2253,4132373.336,65507269,37.3335714,-121.9717106
1329,FALSE,590896.0519,4132279.774,65507276,37.3327475,-121.9739475
1330,FALSE,590217.9942,4132277.63,65507286,37.3327943,-121.9816007
1331,FALSE,590075.0583,4132339.846,65507288,37.3333689,-121.9832064
1332,FALSE,589626.0116,4132506.509,65507292,37.3349144,-121.9882545
1333,FALSE,589547.9369,4132528.22,65507295,37.3351176,-121.9891331
1334,FALSE,591501.5652,4134118.174,65507333,37.3492565,-121.9668864
1335,FALSE,588946.4621,4129256.138,65507552,37.3056856,-121.9963142
1336,FALSE,584149.1159,4129336.623,65507795,37.3068577,-122.0504321
1337,FALSE,582930.7389,4130430.35,65507875,37.3168247,-122.0640568
1338,FALSE,582738.2448,4130425.805,65507878,37.3168009,-122.0662295
1339,FALSE,588434.9096,4133557.621,65508066,37.3445018,-122.001573
1340,FALSE,588436.4072,4133493.049,65508067,37.3439197,-122.0015638
1341,FALSE,582686.5031,4131534.569,65508284,37.3267985,-122.0666898
1342,FALSE,582698.6846,4131446.847,65508286,37.3260068,-122.0665621
1343,FALSE,582382.3412,4131674.678,65508307,37.3280883,-122.070107
1344,FALSE,584939.9811,4129760.829,65508425,37.310609,-122.0414603
1345,FALSE,584863.7788,4129760.179,65508427,37.3106101,-122.0423202
1346,FALSE,582882.4497,4131859.86,65509056,37.3297128,-122.064442
1347,FALSE,582641.8475,4131735.421,65509059,37.3286127,-122.0671714
