from_node,to_node,distance,travel_time,shape,loc,scale
0,3057,811.8680089,53.22526522652826,0.310792965535836,0,50.52811748383514
1,2596,302.3705313,30.059993694365442,0.3102500735461103,0,28.54162692492856
1,3336,752.9087789,46.089730703227126,0.3592558975278045,0,43.03668409681442
2,3463,121.237271,13.566262174731962,0.2992220800026691,0,12.925171580152364
3,1348,14.36982408,1.6079609777558364,0.2992220800026691,0,1.5319747815572768
4,2573,59.00546859,3.621118607458659,0.3318378264255869,0,3.414030956048603
5,4,842.8680448,47.464552449824694,0.3570991189938278,0,44.35531542773999
6,2520,902.8083695,38.32992890199958,0.3048987494779339,0,36.45488922292344
7,2527,612.3060364,24.342144706551608,0.2563571901775864,0,23.474758244692985
8,2667,609.2651384,31.372425335861738,0.2056904824856334,0,30.61731716152921
9,3375,207.1395888,10.947404395872102,0.2646818911873232,0,10.534023900347748
10,3123,287.8996015,22.197186180393764,0.3252394909149474,0,20.97400486258133
11,1450,195.2615128,19.0635332943993,0.2461153435952446,0,18.43247593015194
12,2539,94.09401367,5.853847557732367,0.1364369599492449,0,5.782289059205681
13,10,17.73932739,1.3677099607902512,0.3252394909149474,0,1.2923419723151042
13,43,140.1966346,8.722018493316371,0.1364369599492449,0,8.615398950981469
14,3782,134.3022256,14.633237798331743,0.3369692240032984,0,13.772292421127297
15,3,22.2425064,2.737031358340388,0.2973910974742981,0,2.609140368835796
15,16,176.2514067,15.001800868459032,0.3622778288959035,0,13.992517881035962
16,2844,168.7794976,17.22828628864171,0.3822636003794818,0,15.947921427655396
17,4019,222.5444849,15.041755709673613,0.3098205552353304,0,14.2839152566295
18,2836,214.1808374,12.47439157456947,0.3048987494779339,0,11.86416400972182
19,20,68.56170713,3.9931937528292707,0.3048987494779338,0,3.7978530113440128
20,3895,267.0805951,15.55539685898178,0.3048987494779337,0,14.79445137408563
21,4063,86.9021125,5.061381743005523,0.3048987494779337,0,4.813786929476095
22,2650,83.56143499,4.866812892441597,0.3048987494779339,0,4.628736080264384
23,24,17.44030793,1.1252879689512463,0.2178608876967316,0,1.0953245832290044
23,2571,352.8930319,22.5126895399151,0.1940863518100912,0,22.02278591444137
24,13,17.1956148,1.228986008462804,0.2761033094657299,0,1.178865504387279
24,3840,511.7234601,33.01755080086895,0.2178608876967314,0,32.13838241237887
25,2525,389.9413971,16.555480135449606,0.3048987494779338,0,15.745612153708963
26,2651,722.559967,28.725274991642728,0.2563571901775862,0,27.70170394064117
27,58,140.628584,7.023243989509158,0.136436959949245,0,6.937390576054275
28,30,21.65750617,1.7436685709847373,0.3112305565381001,0,1.6550801638346853
28,3049,206.1928693,12.827825885066217,0.136436959949245,0,12.671016205510316
29,2793,114.7885917,12.106486740810235,0.3637640384897497,0,11.285790767636229
30,492,153.7231007,12.406952625122033,0.3501920886069383,0,11.623092345253957
30,1679,121.5339027,9.784822163696642,0.3112305565381001,0,9.287696836009584
31,4061,551.4479183,27.540299182947898,0.1364369599492451,0,27.20364155066905
32,14,188.8053654,20.57176489772008,0.3369692240032986,0,19.3614267528942
33,2578,1059.073725,72.6464330898441,0.3152891538993856,0,68.86635579885696
34,3388,87.57969207,11.027865535415582,0.3087044280676424,0,10.475936410503763
34,3390,191.3883146,14.63674561157406,0.364959778515523,0,13.638471600784229
35,3798,702.9274663,37.41308718362842,0.21946009430618,0,36.40391187614596
36,3642,138.7330118,8.41228663852058,0.3169648195837524,0,7.97026192010348
37,964,20.94585036,1.224299383165068,0.3169648195837525,0,1.1599684095123513
38,355,74.4122279,3.960566777323329,0.2194600943061799,0,3.8537350107895287
39,71,471.6481435,47.076980466303226,0.3126345040986863,0,44.66527490542836
39,3931,655.7895104,44.48921891418108,0.31124770635512,0,42.228680791368525
40,2565,17.23540524,2.2287126029040984,0.2551316730390017,0,2.14998272420944
40,3303,173.5536589,18.909976741483582,0.3369692240032984,0,17.79740977011379
41,40,94.14958868,12.174496156632427,0.2551316730390017,0,11.744428769598631
41,106,205.9274822,25.95629629728946,0.3042740806175778,0,24.69133882977749
42,3037,78.84028071,4.196248456874345,0.2194600943061799,0,4.083059446142506
43,3785,133.4349246,8.30135390352878,0.1364369599492449,0,8.199876641742128
44,2574,180.9414023,11.256862629400691,0.136436959949245,0,11.1192566907532
45,3329,354.0884558,34.82237580877305,0.3068429247130869,0,33.09887022558119
46,2738,650.9610806,23.69860885024211,0.136436959949245,0,23.408912740159
47,3385,305.2274014,16.288742642069728,0.1364369599492449,0,16.089626085846042
48,2672,20.39201609,3.249803316330425,0.3659539231356524,0,3.0270359294320226
48,1343,73.75740727,9.450839743522248,0.3382392719959281,0,8.890917382651551
48,2734,252.1825724,32.034741701516865,0.3083524904359422,0,30.43481315957202
49,3116,32.50099913,4.128600569345667,0.3083524904359421,0,3.9224036238315696
49,3134,12.0810238,1.1448288181475488,0.2964980117003578,0,1.0916301204137828
50,49,68.3035197,8.501344876535027,0.3027460161580628,0,8.09085957139073
51,2608,15.61305679,0.8252392243779378,0.2644951135023526,0,0.79411766434393
51,3251,54.9156453,2.6952225728030963,0.0909579732994966,0,2.676331363762781
52,3261,25.83894377,1.6408425505160964,0.336407183194132,0,1.5446013312056135
53,3262,417.0864173,26.486111303663932,0.3364071831941321,0,24.93260719331768
54,2602,80.36115879,7.14996309365269,0.341794708164842,0,6.7180823598017785
55,2591,9.775329937,0.7893366308521541,0.3375901151867921,0,0.7427376638594677
56,71,569.7350869,34.55233011907865,0.3327403792162003,0,32.56637409937888
56,130,188.598512,16.58320232117232,0.3846840670689508,0,15.336275698784696
57,8,614.568568,31.645510795622112,0.2056904824856336,0,30.88382968149456
58,2568,192.8435579,9.63095353760542,0.1364369599492449,0,9.513223007772783
59,3902,762.1981511,28.453821630977355,0.1940863518100912,0,27.834631713625026
60,3101,444.9842759,16.611826198383007,0.1940863518100912,0,16.250332567606538
61,62,241.1888427,22.69559844872803,0.3152891538993856,0,21.51465793103876
62,3223,104.6643268,9.848795269812857,0.3152891538993856,0,9.336324033999276
63,2700,102.4418121,11.964163966328272,0.3139814831665301,0,11.346374819650666
64,418,13.3681861,1.4528358299329849,0.3185593537203008,0,1.3757863227510003
64,2694,41.55008843,4.715411310556996,0.310451985958811,0,4.476944464843578
65,2629,111.2175321,13.036858183649654,0.3152891538993857,0,12.358499598515994
65,2767,123.5821534,11.004640602931287,0.3083524904359421,0,10.455029847254703
66,65,28.99237736,2.591297246263267,0.3098205552353304,0,2.4607413512611185
66,3656,223.5096241,24.091401781369605,0.3720149696587143,0,22.38893752045665
67,3226,128.0736806,11.532032479574871,0.3126345040986863,0,10.941258250138311
68,2666,100.980186,5.8813215818032,0.3048987494779337,0,5.593616604330297
69,3559,78.74000955,6.3394408775073705,0.3112305565381,0,6.017360764975929
69,2606,169.9812521,14.499177947455305,0.3388600405173055,0,13.63724396247454
69,1471,54.06578246,5.426023437213701,0.3335284089359761,0,5.112786176668412
70,2621,575.5622494,27.329673471535973,0.3229318625647769,0,25.84333963944999
71,3272,529.1314036,36.029463396307655,0.3126345040986863,0,34.18371083597919
72,2828,59.82230477,3.7482109296960853,0.3493761974299409,0,3.5124229150569786
73,3233,83.8566713,4.62248740665791,0.272534372789187,0,4.438395939376895
74,3377,28.2407436,1.492533814547796,0.2646818911873232,0,1.4361748507666403
75,797,72.96281787,4.000315668761678,0.2646818911873232,0,3.8492613719066098
76,3915,211.4044589,20.38132101787129,0.3813899985050377,0,18.87303994396144
77,3588,210.8887098,14.85127719649314,0.1940863518100911,0,14.528095262651895
78,60,154.9585276,5.784797954295773,0.1940863518100912,0,5.658913684208104
79,3333,692.0183857,25.833922169101626,0.1940863518100911,0,25.27174446446044
80,44,113.762371,7.077470200392695,0.1364369599492449,0,6.990953915861423
81,2653,105.2974908,13.209162586373745,0.3071023196279121,0,12.554367625312452
81,3389,390.7939572,39.00661911301524,0.3126345040986863,0,37.00834991023318
82,183,103.9923635,12.458758336279995,0.3349672591363304,0,11.733782387642291
82,3390,377.2365942,31.437110099182725,0.3884212810475091,0,29.030547186603314
83,3469,78.52832295,5.8573313002614285,0.2479096468909306,0,5.6608813313429724
83,2118,151.4523185,15.694845952072345,0.3710394504550573,0,14.591124406525896
83,15,91.59614087,11.271279654180601,0.2973910974742982,0,10.744615937463015
83,3916,207.0609634,24.046791305894683,0.3592925505451717,0,22.453597956257493
84,107,95.66282859,6.068802219034031,0.1819159465989933,0,5.950586492403063
84,106,135.266589,17.491341079109972,0.2551316730390016,0,16.873454699515392
85,3610,559.8246432,51.45466181096602,0.3102641669174996,0,48.85540684304171
86,2576,131.6639121,6.463483513139053,0.1819159465989932,0,6.337579690194131
86,87,99.79758839,5.453876786316645,0.2286906413613232,0,5.295598947352238
87,2835,17.03029586,1.1886644001337108,0.3539690276033811,0,1.1120586915634647
87,2576,54.47888766,5.6079048074231315,0.3705303126834526,0,5.214537873182941
88,2523,536.0006204,22.75661853053243,0.3048987494779338,0,21.64340063713525
89,3086,144.1269493,7.671110289089442,0.2194600943061799,0,7.46419084812678
90,1784,259.841945,18.29867875172016,0.1940863518100912,0,17.900477148755197
91,6,412.0520593,17.49421767808155,0.3048987494779338,0,16.63842813605903
