node_index,is_stop_only,pos_x,pos_y
282.0,False,587599.1083205601,4130132.0924827876
283.0,False,582353.1833703775,4131355.6757200253
284.0,False,582353.1585013525,4131303.260810609
285.0,False,582514.9998677077,4130035.497118319
286.0,False,585222.1150759156,4137531.9951108047
287.0,False,591295.2359468479,4133789.0823051366
288.0,False,591005.6381169312,4133172.1757407584
289.0,False,583557.4336421528,4131106.023305834
290.0,False,585321.4773247202,4132022.5741406316
291.0,False,585468.1155188844,4132024.0481313365
292.0,False,582763.7290654775,4129653.917923418
293.0,False,582769.1999284785,4129689.5215979763
294.0,False,588616.8520212739,4130250.0502160043
295.0,False,588547.1224030363,4130253.6066251164
296.0,False,588314.41910008,4130260.425239049
297.0,False,588195.9489310179,4130263.060153247
298.0,False,582620.54545933,4130706.688276836
299.0,False,582625.7040922777,4130755.9472729205
300.0,False,591189.8804095901,4135347.1571271955
301.0,False,591274.9888804705,4135292.5513831866
302.0,False,584935.5020260514,4129995.375227254
303.0,False,584848.6577435705,4129993.0303321537
304.0,False,584726.057407558,4129983.3565822337
305.0,False,583466.1946440752,4131806.844325964
306.0,False,588287.063357215,4129557.4196697134
307.0,False,586429.8355234875,4130612.107822148
308.0,False,588254.5833527851,4131989.36729035
309.0,False,588590.4172526184,4131988.388295082
310.0,False,588494.9040901806,4131988.287687555
311.0,False,588419.2237834985,4131952.636444696
312.0,False,588355.1068751935,4131937.0135268336
313.0,False,583121.1180446206,4128773.465112354
314.0,False,583203.1483775463,4128938.712970151
315.0,False,583832.931769156,4128823.685163826
316.0,False,583782.5633197429,4128915.5949675688
317.0,False,583741.4364550485,4128962.6721228906
318.0,False,583688.1082210059,4128978.405103302
319.0,False,583402.6678854069,4128891.8216411048
320.0,False,582143.9489582231,4130316.7009282047
321.0,False,590119.2524591311,4132840.8051961195
322.0,False,590098.9747464781,4132945.962806973
323.0,False,590103.9233618327,4133082.049568288
324.0,False,590101.3987412261,4133151.126505764
325.0,False,590127.1874214879,4133282.7332157027
326.0,False,585205.8749764333,4130768.525545045
327.0,False,585167.2518214255,4130768.132586026
328.0,False,584922.008167772,4130770.1352604073
329.0,False,590394.7487420875,4128954.2938040635
330.0,False,589551.4295329709,4135574.2961737355
331.0,False,588118.8587595338,4131165.5746482713
332.0,False,588122.8580516505,4130779.711633411
333.0,False,588129.1643300436,4130442.3830619166
334.0,False,585709.6071279333,4132768.0658596684
335.0,False,585717.9032285775,4131945.982552523
336.0,False,585723.4343811792,4131536.536556904
337.0,False,585724.5810875606,4131373.510686747
338.0,False,585727.2395984973,4131141.5860747416
339.0,False,582598.2955358333,4130936.520754579
340.0,False,590692.64819971,4132802.351371827
341.0,False,585987.246949888,4137171.2381783896
342.0,False,585936.0837724356,4137002.546460483
343.0,False,585886.8742110428,4136808.122298609
344.0,False,585840.6852457662,4136628.886188084
345.0,False,585801.6851645579,4136466.86696167
346.0,False,585734.8531119208,4136149.1684883903
347.0,False,585321.8309131453,4131993.9735007063
348.0,False,585010.8457302564,4131990.6758242
349.0,False,584917.2357191307,4131991.7781962412
350.0,False,584823.0943424458,4131991.988588945
351.0,False,584563.9986184912,4131943.5756282713
352.0,False,584479.7187706375,4131942.8576599597
353.0,False,585322.7251112306,4131941.0237139044
354.0,False,585515.7331688815,4131943.958839337
355.0,False,590109.6974093983,4137273.432665288
356.0,False,581793.170076187,4131673.715466632
357.0,False,581732.459032017,4131719.0573167168
358.0,False,584139.1423912615,4129921.8292257166
359.0,False,584280.1511050147,4129923.568800615
360.0,False,586362.8692923287,4132830.9819960427
361.0,False,586362.8226721089,4132775.4149010004
362.0,False,592138.6957531404,4135031.054050889
363.0,False,591987.5031259381,4135027.7804287504
364.0,False,591836.905818867,4135025.9474420757
365.0,False,591660.4404065247,4135026.9958564783
366.0,False,586271.612499966,4130689.287662671
367.0,False,586436.3850094031,4130531.3444646792
368.0,False,592147.4140936168,4134588.726231723
369.0,False,592060.8601328178,4134588.394295547
370.0,False,591967.0238870203,4134587.372894564
371.0,False,591895.234102554,4134587.1939596413
372.0,False,591819.7546475857,4134586.653349102
373.0,False,591747.0295889097,4134586.9536324576
374.0,False,591669.211614026,4134564.6076615984
375.0,False,592149.3316667161,4131730.503067399
376.0,False,592146.5877838001,4131904.8873416106
377.0,False,592145.4621718546,4131983.7881139
378.0,False,584154.8310169529,4128847.971441314
379.0,False,584088.3071442381,4128847.4477344938
380.0,False,585995.9222128284,4132638.134308724
381.0,False,583562.1524157536,4128773.957772923
382.0,False,589578.1136501116,4134559.1562631587
383.0,False,589401.8671946756,4134554.7514705076
384.0,False,592705.9953201384,4133702.106707573
385.0,False,584072.683324613,4129452.157907736
386.0,False,584067.2150252085,4129370.906689629
387.0,False,585702.507032377,4133364.312372976
388.0,False,585549.6213733725,4133362.7253487883
389.0,False,585472.0269221918,4133361.9322140943
390.0,False,585365.0513369218,4133360.817748188
391.0,False,585160.0140254135,4133359.271719006
392.0,False,584982.2968973008,4133356.8764547654
393.0,False,584898.5021303801,4133356.01456234
394.0,False,592075.0422026435,4133958.3192681293
395.0,False,588054.5637557589,4128737.7835646905
396.0,False,582197.0786686433,4131145.0266100266
397.0,False,582233.5531037122,4131375.6697026077
398.0,False,593024.1290422349,4131250.4107475993
399.0,False,592833.6966323508,4131254.7102209125
400.0,False,592721.0650570414,4131252.7407646775
401.0,False,592640.0266937007,4131251.322099682
402.0,False,592362.5090661059,4131246.546940788
403.0,False,592280.5173880667,4131245.5983582977
404.0,False,592158.8760188938,4131235.3928678436
405.0,False,591949.1231646367,4131239.233485519
406.0,False,591895.9673443611,4131236.5527229006
407.0,False,591768.7317002842,4131227.37889346
408.0,False,591598.8670848961,4131224.431203381
409.0,False,591398.1763639539,4131220.4735190426
410.0,False,591269.4016281626,4131217.504104411
411.0,False,591107.0627262741,4131222.470934721
412.0,False,590773.8599774722,4131209.653041168
413.0,False,590158.6755802087,4131204.159175004
414.0,False,590029.8372088893,4131202.994558635
415.0,False,589722.5412522767,4131203.6566673038
416.0,False,589528.8683230928,4131192.307267766
417.0,False,589449.5962531563,4131190.627716395
418.0,False,589260.7859525832,4131192.7400394366
419.0,False,588210.7399762317,4131166.4424077417
420.0,False,587669.0785126995,4131168.6304820566
421.0,False,587332.1245716235,4131164.3985628346
422.0,False,586862.0972155991,4131157.3338221987
423.0,False,586544.2418231171,4131152.8657924337
424.0,False,586284.928554629,4131150.4443269446
425.0,False,585295.4259162393,4131136.7538140183
426.0,False,584927.6172758733,4131132.681646845
427.0,False,584682.1046536106,4131127.320924608
428.0,False,584513.3679558481,4131123.3523564944
429.0,False,583980.6508149382,4131120.6211741883
430.0,False,583870.8127135795,4131111.4314906946
431.0,False,583773.0425342694,4131111.162691494
432.0,False,583674.4267195803,4131116.600734719
433.0,False,583265.6590952195,4131118.3059088863
434.0,False,583043.305815511,4131072.226065606
435.0,False,582419.9055742554,4130995.576586176
436.0,False,582316.5202979029,4130994.037963301
437.0,False,582200.0001131763,4130990.9736267817
438.0,False,582093.6708486485,4130992.360225282
439.0,False,582043.0473975794,4130994.1607320807
440.0,False,581855.6909556728,4131002.0352826556
441.0,False,582305.4316922368,4130537.3426530436
442.0,False,582303.8121606129,4130673.2562922947
443.0,False,590493.3739335677,4136392.92260694
444.0,False,590423.6994528162,4136391.0589021724
445.0,False,590344.7311996998,4136390.393515321
446.0,False,590266.4152204748,4136389.1922263205
447.0,False,590188.4042461261,4136388.449889765
448.0,False,590112.7020773191,4136386.3018201874
449.0,False,589392.3925298195,4136380.008815876
450.0,False,589310.1336690754,4136378.186244337
451.0,False,589216.325790065,4136376.4742011344
452.0,False,588912.7979906993,4136342.238124099
453.0,False,585771.8465280784,4137136.7803368093
454.0,False,590843.6984498359,4132525.3537770985
455.0,False,590733.4517914625,4132472.5736169824
456.0,False,583280.7488794607,4132356.174420242
457.0,False,583010.4528683992,4132491.438492649
458.0,False,593461.9626438029,4134696.0097161788
459.0,False,588439.2824850187,4133117.9796786774
460.0,False,589939.1730905849,4131337.9088179995
461.0,False,586040.9928371755,4130182.7010763115
462.0,False,592610.2126603887,4134432.760373917
463.0,False,592413.0045960576,4134343.398899901
464.0,False,592153.9435510846,4134336.201820585
465.0,False,587097.394668506,4130535.5864671473
466.0,False,587024.8241767832,4130546.7929422343
467.0,False,586952.886931068,4130557.6293677837
468.0,False,586859.90054304,4130572.1425676937
469.0,False,586771.1029918493,4130585.2466814383
470.0,False,586698.0272321615,4130596.5616835235
471.0,False,586626.3662855843,4130607.337177607
472.0,False,586549.8835781913,4130618.2298713797
473.0,False,588589.4573352527,4131684.790415587
474.0,False,588589.1610920142,4131720.3155018473
475.0,False,588588.1812063515,4131796.154894646
476.0,False,588636.9949822301,4132133.2135620094
477.0,False,584625.9888081572,4130167.9829473556
478.0,False,584598.3081665663,4130167.5368410912
479.0,False,592076.3181046421,4133879.431020315
480.0,False,589783.9016751241,4130397.415592686
481.0,False,586250.032761785,4128934.6759800515
482.0,False,585999.3196669377,4128931.3774266234
483.0,False,585771.5240153067,4128927.555385373
484.0,False,589454.7096511575,4132768.9862746457
485.0,False,582045.7352574248,4139685.4808140905
486.0,False,582369.0221265275,4132119.6171512343
487.0,False,582415.5852691806,4132127.2875768445
488.0,False,593165.1749680294,4134054.5971799744
489.0,False,593060.3908282421,4134005.9404218583
490.0,False,592957.7117955782,4133958.2626542556
491.0,False,592853.101183886,4133912.118160045
492.0,False,594109.849703481,4134454.2729406455
493.0,False,593942.5769196253,4134414.0004596533
494.0,False,593578.1295711922,4134245.7066548015
495.0,False,587763.0169316499,4129884.1692753276
496.0,False,587681.0038833582,4129886.650041331
497.0,False,583627.1911058128,4132898.647075644
498.0,False,583820.5201982977,4133027.3030865877
499.0,False,583797.0486011689,4132921.561061595
500.0,False,583961.8518254065,4133054.3174862545
501.0,False,590146.4974732312,4131484.1941557806
502.0,False,589034.3276899926,4131899.3516103583
503.0,False,589096.8607594742,4132032.055380998
504.0,False,589053.6368028978,4132110.651918365
505.0,False,589075.1914237107,4132489.609580019
506.0,False,589151.6964361997,4132538.6238800567
507.0,False,589201.3069692998,4132594.6975080157
508.0,False,589288.1159285763,4132766.4191124756
509.0,False,586548.3266266306,4134396.5000193375
510.0,False,592529.635443122,4133889.6152174617
511.0,False,592429.1531707812,4134129.350208385
512.0,False,584116.4484219005,4131973.0733063333
513.0,False,584236.9591027639,4131970.9456077414
514.0,False,582834.1688085076,4131124.887870778
515.0,False,589796.3956514574,4132834.182915797
516.0,False,589793.7421340914,4133233.311285915
517.0,False,589807.8331812851,4133346.716435956
518.0,False,586469.8582372001,4130298.5507356413
519.0,False,586473.1968339039,4130040.447743653
520.0,False,586476.7401235976,4129960.785170328
521.0,False,586478.0909990354,4129884.029186822
522.0,False,587222.0126339721,4130237.481026858
523.0,False,587210.3752512361,4130210.386527824
524.0,False,587105.2939007457,4130059.8579882625
525.0,False,587043.986288889,4129970.1566023286
526.0,False,587040.9598539498,4129874.215255541
527.0,False,587038.1207215191,4129781.5601532315
528.0,False,587031.1394577229,4129630.3552420423
529.0,False,585092.8009320758,4129299.000437612
530.0,False,585037.6329654567,4129298.573361938
531.0,False,584944.6672221628,4129297.852042052
532.0,False,589204.1224681534,4135427.947441659
533.0,False,589231.0197737938,4135429.6547354995
534.0,False,588075.942048343,4127862.4912337926
535.0,False,586281.9766947478,4131373.2234455394
536.0,False,586248.3892557581,4131372.8218485843
537.0,False,585984.9838851647,4131543.4576290236
538.0,False,590260.7146241639,4131797.280618245
539.0,False,590047.6592622324,4131841.166067715
540.0,False,589970.3530980239,4131849.2223781035
541.0,False,589811.279376628,4131854.2490483746
542.0,False,584888.0657918769,4134376.431490959
543.0,False,584899.2616744657,4133267.2025945517
544.0,False,584910.1454934214,4132748.1647703275
545.0,False,588303.2676953453,4130018.634456633
546.0,False,588179.3531430362,4130048.995656888
547.0,False,590150.8303501318,4132306.831470428
548.0,False,590201.7363551037,4132536.517490381
549.0,False,591674.6436971887,4132886.3625264918
550.0,False,586618.3660174141,4131950.837111522
551.0,False,588901.4329674314,4130801.867256387
552.0,False,588774.2124800776,4130799.69632924
553.0,False,585987.2956253805,4131671.2020818666
554.0,False,586449.9713737915,4131488.9301399784
555.0,False,582988.9623891191,4131272.3034658916
556.0,False,588193.7624380544,4131944.3214822463
557.0,False,588447.9695248876,4132065.5608621305
558.0,False,588510.6801995059,4132183.8819852336
559.0,False,588599.7938136285,4132379.841982753
560.0,False,588609.6071536544,4132402.758536372
561.0,False,592230.4753133175,4132685.101670939
562.0,False,593387.9073771861,4134660.785141468
563.0,False,592970.3720378736,4134470.510089016
564.0,False,592764.1380468064,4134375.9246728965
565.0,False,592660.5572983521,4134327.5635902644
566.0,False,583085.421482317,4132548.6472305986
567.0,False,585511.4607771307,4128663.665200158
568.0,False,585520.7104499004,4128488.6398744504
569.0,False,585521.2852412772,4128401.0581538025
570.0,False,585518.2609599532,4128324.7903698734
571.0,False,585515.3727859568,4127994.5600602683
572.0,False,582569.433153056,4132233.7334278747
573.0,False,582794.1180855155,4132222.1061681956
574.0,False,583044.563714536,4132018.0793367038
575.0,False,583140.3872922084,4131942.9603628
576.0,False,583174.2423378163,4131695.0474351267
577.0,False,583198.9331369621,4131625.835399026
578.0,False,583680.5053200646,4130705.2315142034
579.0,False,583422.0035911155,4130700.266490589
580.0,False,584152.777100804,4128997.7390037547
581.0,False,584117.1153592577,4128986.729255179
582.0,False,583985.7989427984,4128880.39367272
583.0,False,583350.5056937276,4128283.375173624
584.0,False,584377.5089751836,4128770.4128137403
585.0,False,590167.7581651259,4128624.270992943
586.0,False,590547.9531553263,4136066.642920691
587.0,False,590520.2434616822,4136227.6422253377
588.0,False,586562.9048424858,4133180.2963697077
589.0,False,586559.3906597733,4133102.10272356
590.0,False,586558.7406782343,4133023.639141116
591.0,False,586562.5454503582,4132945.3104202794
592.0,False,581901.9362535356,4130534.673330836
593.0,False,581897.2643271614,4130493.1864327313
594.0,False,589919.1475866149,4133333.3545669587
595.0,False,581214.1495097784,4133028.9253455484
596.0,False,589203.6033503026,4132492.308930056
597.0,False,582043.3505135905,4134338.0654264693
598.0,False,585026.0048309849,4131027.6850904673
599.0,False,590329.445067918,4132981.0137383137
600.0,False,585515.7089757582,4129787.7691030176
601.0,False,585271.4337910827,4129778.8320885343
602.0,False,583389.437773024,4133137.778027339
603.0,False,583883.2871348645,4131542.270883549
604.0,False,591758.4324268013,4134331.5756373857
605.0,False,591671.21699305,4134330.75233931
606.0,False,591582.0531712971,4134329.897518772
607.0,False,591498.2655015588,4134329.102465543
608.0,False,591223.6595514518,4131802.1501121605
609.0,False,582844.5034779191,4130428.7422567843
610.0,False,582849.1957615628,4130292.1488318816
611.0,False,582835.9953644222,4130186.944831845
612.0,False,582831.4751451256,4130428.901852856
613.0,False,586928.2169185147,4130942.466659659
614.0,False,586861.867692168,4130942.876494657
615.0,False,584477.6120152551,4132104.175873893
616.0,False,584394.8570605215,4132100.888859681
617.0,False,584301.3471715903,4132074.615442163
618.0,False,584168.0581538192,4132057.718057841
619.0,False,589140.0836297955,4135660.1414008783
620.0,False,589141.6713109598,4135734.666123676
