request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state,cancellation_type,expected_wait_time,cancel_later_timestamp,no_show_stat
6,BasicRequest_no_show,1,21790,21790,2141;-1;-1,40972;-1;-1,,,,,349.5218216438,4347.71,0:t_wait:333.19307413729985;t_drive:379.52182164380065;fare:434,21790,0,,,,,434,0,Cancelled Later,5.55321790228833,21794.689258542974,False
10,BasicRequest_no_show,1,22480,22480,2388;-1;-1,3159;-1;-1,,,,,106.2943800126,1263.0529999999999,0:t_wait:38.85021184719881;t_drive:136.29438001260132;fare:126,,0,0,13,22536.884841516014,22728.60743407257,126,0,,,,False
7,BasicRequest_no_show,1,22030,22030,21405;-1;-1,28938;-1;-1,,,,,354.34788010569997,4931.782999999999,0:t_wait:352.2858819635985;t_drive:384.347880105699;fare:493,,0,0,2,22574.611449147378,23168.500518826408,493,0,,,,False
9,BasicRequest_no_show,1,22390,22390,3206;-1;-1,7809;-1;-1,,,,,194.6822155187,1942.764,0:t_wait:373.0067373435013;t_drive:224.6822155187001;fare:194,,0,0,23,23007.877082693278,23362.316875337987,194,0,,,,False
8,BasicRequest_no_show,1,22080,22080,33690;-1;-1,39373;-1;-1,,,,,352.47959470620003,4493.9,0:t_wait:700.5425116065999;t_drive:382.47959470620117;fare:449,,0,0,17,23137.331756135303,23707.218756754646,449,0,,,,False
12,BasicRequest_no_show,1,23370,23370,1643;-1;-1,7741;-1;-1,,,,,223.81290092700002,2492.435,0:t_wait:186.67565207479856;t_drive:253.81290092700146;fare:249,,0,0,13,23656.121482914987,24009.1367492507,249,0,,,,False
11,BasicRequest_no_show,1,22640,22640,29852;-1;-1,28497;-1;-1,,,,,514.9841236981999,7440.362000000001,0:t_wait:520.7246969097214;t_drive:544.9841236981993;fare:744,,0,0,2,23425.210767543063,24265.036086238128,744,0,,,,False
15,BasicRequest_no_show,1,24100,24100,46621;-1;-1,6670;-1;-1,,,,,305.79171433993974,2511.425,0:t_wait:96.23423971240845;t_drive:335.79171433993906;fare:251,,0,0,14,24196.23423971241,24532.025954052348,251,0,,,,False
17,BasicRequest_no_show,1,24570,24570,37217;-1;-1,664;-1;-1,,,,,357.02884163951,3096.429,0:t_wait:254.8094073731445;t_drive:387.02884163950876;fare:309,24570,0,,,,,309,0,Cancelled RA,4.246823456219075,,False
13,BasicRequest_no_show,1,23430,23430,17195;-1;-1,28938;-1;-1,,,,,415.50470738984455,3116.0860000000002,0:t_wait:831.4032919019774;t_drive:445.50470738984586;fare:311,,0,0,12,24261.40329190197,24706.90799929181,311,0,,,,False
14,BasicRequest_no_show,1,23810,23810,14081;-1;-1,20332;-1;-1,,,,,176.97931817284166,1159.6660000000002,0:t_wait:805.4084958079729;t_drive:206.9793181728419;fare:115,,0,0,4,24615.40849580797,24822.387813980815,115,0,,,,False
16,BasicRequest_no_show,1,24500,24500,39151;-1;-1,2736;-1;-1,,,,,289.95211967195473,2495.7,0:t_wait:234.89029334636507;t_drive:319.9521196719543;fare:249,,0,0,13,24734.890293346365,25054.842413018323,249,0,,,,False
18,BasicRequest_no_show,1,24590,24590,962;-1;-1,46946;-1;-1,,,,,423.38462750746936,3100.8419999999996,0:t_wait:84.73822554798971;t_drive:453.3846275074684;fare:310,,0,0,14,24674.73822554799,25128.122853055458,310,0,,,,False
22,BasicRequest_no_show,3,25200,25200,42941;-1;-1,33936;-1;-1,,,,,274.5870947719188,1537.955,0:,,,,,,,,0,,,,False
24,BasicRequest_no_show,1,25200,25200,42941;-1;-1,45482;-1;-1,,,,,330.2407103220289,1910.6519999999998,0:,,,,,,,,0,,,,False
26,BasicRequest_no_show,1,25200,25200,50883;-1;-1,43785;-1;-1,,,,,639.3927491393325,4764.294,0:,,,,,,,,0,,,,False
28,BasicRequest_no_show,3,25210,25210,42941;-1;-1,45483;-1;-1,,,,,302.25660060330506,1752.197,0:,,,,,,,,0,,,,False
34,BasicRequest_no_show,1,25280,25280,46998;-1;-1,43785;-1;-1,,,,,456.833908844755,3142.934,0:,,,,,,,,0,,,,False
36,BasicRequest_no_show,1,25310,25310,39476;-1;-1,43785;-1;-1,,,,,221.44371682388322,1625.732,0:,,,,,,,,0,,,,False
19,BasicRequest_no_show,1,24910,24910,2855;-1;-1,40974;-1;-1,,,,,271.96320412941486,2417.8089999999997,0:t_wait:94.21733410143497;t_drive:301.9632041294135;fare:241,,0.0,0.0,8.0,25004.21733410143,25313.654814216243,241.0,0,,,,False
39,BasicRequest_no_show,1,25320,25320,42742;-1;-1,43842;-1;-1,,,,,637.7628392519241,4047.941,0:,,,,,,,,0,,,,False
35,BasicRequest_no_show,1,25310,25310,49961;-1;-1,37045;-1;-1,,,,,609.3356887838338,5027.277000000001,0:t_wait:1119.7953146477703;t_drive:639.3356887838345;fare:502,25320.0,0.0,,,,,502.0,0,Cancelled Later,18.663255244129505,25324.145896485486,False
40,BasicRequest_no_show,1,25380,25380,34532;-1;-1,42522;-1;-1,,,,,461.2045855762451,3941.148,0:,,,,,,,,0,,,,False
41,BasicRequest_no_show,1,25380,25380,45645;-1;-1,45482;-1;-1,,,,,440.91906976363896,3297.0249999999996,0:,,,,,,,,0,,,,False
42,BasicRequest_no_show,1,25390,25390,42941;-1;-1,43785;-1;-1,,,,,344.155802172446,2447.497,0:,,,,,,,,0,,,,False
43,BasicRequest_no_show,3,25420,25420,42941;-1;-1,45482;-1;-1,,,,,330.2407103220289,1910.6519999999998,0:,,,,,,,,0,,,,False
21,BasicRequest_no_show,1,25080,25080,33882;-1;-1,2382;-1;-1,,,,,396.8527952385591,3266.794,0:t_wait:254.9058254483607;t_drive:426.85279523855934;fare:326,,0,0,14,25347.393143499452,25767.395684080093,326,0,,,,False
20,BasicRequest_no_show,1,25060,25060,28985;-1;-1,29860;-1;-1,,,,,729.4470234892394,6703.855999999998,0:t_wait:192.71515410907887;t_drive:759.4470234892397;fare:670,,0,0,2,25247.15302319806,26009.19008398761,670,0,,,,False
27,BasicRequest_no_show,1,25200,25200,9154;-1;-1,9000;-1;-1,,,,,535.7233301668291,4360.968,0:t_wait:258.4423005432109;t_drive:565.7233301668275;fare:436,,0,0,9,25458.442300543204,26024.165630710027,436,0,,,,False
44,BasicRequest_no_show,1,25560,25560,2255;-1;-1,40922;-1;-1,,,,,513.5449986531485,3739.036,0:t_wait:171.2289326998325;t_drive:543.5449986531494;fare:373,,0,0,8,25731.228932699836,26290.8678280782,373,0,,,,False
38,BasicRequest_no_show,1,25320,25320,2140;-1;-1,2255;-1;-1,,,,,434.1131979121445,3581.6679999999997,0:t_wait:475.01096514626624;t_drive:533.305491612824;fare:358,,0,0,24,25795.010965146263,26340.41444275635,358,0,,,,False
47,BasicRequest_no_show,1,26080,26080,11797;-1;-1,12377;-1;-1,,,,,222.44978133150002,2545.462,0:t_wait:142.2593796000001;t_drive:252.44978133149925;fare:254,,0,0,9,26245.36327148763,26589.28747931852,254,0,,,,False
37,BasicRequest_no_show,1,25320,25320,1805;-1;-1,3282;-1;-1,,,,,478.0732354341742,4384.41,0:t_wait:401.4525164419174;t_drive:508.0732354341744;fare:438,,0,0,24,25934.295848147736,26581.378400590314,438,0,,,,False
51,BasicRequest_no_show,1,26230,26230,27366;-1;-1,15417;-1;-1,,,,,168.511117716,2036.379,0:t_wait:141.37834409849893;t_drive:198.51111771599972;fare:203,,0,0,16,26412.929490499395,26681.201108484514,203,0,,,,False
30,BasicRequest_no_show,1,25210,25210,40123;-1;-1,45482;-1;-1,,,,,432.3808214990628,2912.822,0:t_wait:1046.2775245314406;t_drive:462.38082149906404;fare:291,,0,0,10,26256.277524531448,26719.106203219442,291,0,,,,False
49,BasicRequest_no_show,1,26120,26120,12103;-1;-1,9000;-1;-1,,,,,276.0317763705,3046.3630000000003,0:t_wait:122.44665899512984;t_drive:306.03177637049885;fare:304,,0,0,13,26276.30279213251,26765.747620157083,304,0,,,,False
52,BasicRequest_no_show,1,26240,26240,12101;-1;-1,9000;-1;-1,,,,,266.710739655,3093.084,0:t_wait:96.58910996959457;t_drive:296.7107396549982;fare:309,,0,0,13,26361.06347549119,26765.747620157083,309,0,,,,False
66,BasicRequest_no_show,1,26830,26830,46537;-1;-1,45747;-1;-1,,,,,355.0067189145001,3723.627,0:t_wait:357.2547994935012;t_drive:385.0067189145011;fare:372,26830,0,,,,,372,0,Cancelled Later,5.95424665822502,26832.504186929706,False
46,BasicRequest_no_show,1,26080,26080,52236;-1;-1,49564;-1;-1,,,,,279.83203312800003,3255.641,0:t_wait:266.06770220999897;t_drive:309.83203312800106;fare:325,,0,0,11,26449.954984237153,26876.04672185364,325,0,,,,False
25,BasicRequest_no_show,1,25200,25200,22086;-1;-1,12508;-1;-1,,,,,961.9283859381019,7643.407,0:t_wait:772.7987126477237;t_drive:991.928385938103;fare:764,,0,0,18,25972.798712647727,26978.778628303327,764,0,,,,False
31,BasicRequest_no_show,1,25210,25210,9315;-1;-1,12377;-1;-1,,,,,659.7932652393374,6036.188,0:t_wait:829.668355685113;t_drive:689.7932652393356;fare:603,,0,0,13,26039.66835568512,27004.77815618604,603,0,,,,False
60,BasicRequest_no_show,1,26670,26670,45446;-1;-1,40922;-1;-1,,,,,143.41480908,1237.0010000000002,0:t_wait:143.41480908000085;t_drive:173.41480908000085;fare:123,,0,0,8,26849.481824560775,27071.16527148715,123,0,,,,False
55,BasicRequest_no_show,1,26330,26330,20800;-1;-1,14262;-1;-1,,,,,243.079128681,2636.6270000000004,0:t_wait:376.92490112700034;t_drive:273.07912868100175;fare:263,,0,0,7,26848.584957153285,27218.618455334712,263,0,,,,False
57,BasicRequest_no_show,1,26460,26460,18004;-1;-1,50610;-1;-1,,,,,179.5304135445,2198.45,0:t_wait:354.4926077534983;t_drive:209.53041354450033;fare:219,,0,0,3,26944.31008832581,27234.897345503214,219,0,,,,False
54,BasicRequest_no_show,1,26290,26290,34339;-1;-1,1551;-1;-1,,,,,342.038918058,3635.24,0:t_wait:325.49521671600087;t_drive:372.03891805799867;fare:363,,0,0,14,26758.655283256943,27274.109751786735,363,0,,,,False
62,BasicRequest_no_show,1,26720,26720,12380;-1;-1,9639;-1;-1,,,,,301.6469110635,2924.9660000000003,0:t_wait:72.90762153439937;t_drive:331.64691106350074;fare:292,,0,0,21,26838.0005210675,27288.266541786783,292,0,,,,False
23,BasicRequest_no_show,1,25200,25200,44003;-1;-1,43842;-1;-1,,,,,744.3601246011286,5828.906000000001,0:t_wait:1015.2161023224216;t_drive:774.3601246011276;fare:582,,0,0,15,26215.216102322418,27295.398296158517,582,0,,,,False
32,BasicRequest_no_show,1,25240,25240,36883;-1;-1,43842;-1;-1,,,,,641.9531887278407,5378.1,0:t_wait:1142.2489641368848;t_drive:671.953188727839;fare:537,,0,0,15,26382.28862002882,27295.398296158517,537,0,,,,False
63,BasicRequest_no_show,1,26730,26730,45891;-1;-1,43842;-1;-1,,,,,257.440792395,2484.5930000000003,0:t_wait:95.79108126149004;t_drive:287.4407923949984;fare:248,,0,0,15,26892.62937626157,27295.398296158517,248,0,,,,False
64,BasicRequest_no_show,1,26740,26740,38343;-1;-1,34352;-1;-1,,,,,286.71159964049997,3189.585,0:t_wait:97.7583601965016;t_drive:316.71159964050094;fare:318,,0,0,24,26877.956201357374,27322.369199404795,318,0,,,,False
70,BasicRequest_no_show,1,27370,27370,37275;-1;-1,45482;-1;-1,,,,,354.1466739853755,2013.126,0:,,,,,,,,0,,,,False
71,BasicRequest_no_show,1,27400,27400,43808;-1;-1,44356;-1;-1,,,,,583.8210490990951,4218.763000000001,0:,,,,,,,,0,,,,False
48,BasicRequest_no_show,2,26090,26090,42941;-1;-1,45482;-1;-1,,,,,232.09644131100004,1910.6519999999998,0:t_wait:722.6706514451835;t_drive:262.0964413110014;fare:382,,0,0,10,27048.112957393558,27422.282122945307,382,0,,,,False
56,BasicRequest_no_show,1,26390,26390,12103;-1;-1,9000;-1;-1,,,,,276.0317763705,3046.3630000000003,0:t_wait:517.3769262210699;t_drive:306.03177637049885;fare:304,,0,0,9,27104.326875514955,27503.72248994029,304,0,,,,False
61,BasicRequest_no_show,1,26710,26710,12596;-1;-1,9000;-1;-1,,,,,165.5877794745,2159.357,0:t_wait:414.14111296919145;t_drive:195.58777947449926;fare:215,,0,0,9,27266.074777289094,27503.72248994029,215,0,,,,False
33,BasicRequest_no_show,1,25280,25280,17370;-1;-1,8844;-1;-1,,,,,1287.2427269647942,9542.672,0:t_wait:816.6822830228011;t_drive:1317.2427269647924;fare:954,,0,0,21,26096.6822830228,27500.218194990357,954,0,,,,False
45,BasicRequest_no_show,3,25780,25780,43437;-1;-1,32645;-1;-1,,,,,308.0656941015,3114.674,0:t_wait:957.1622749042872;t_drive:338.0656941015004;fare:934,,0,0,23,27064.20817373996,27502.642406104045,934,0,,,,False
76,BasicRequest_no_show,1,27670,27670,29334;-1;-1,23713;-1;-1,,,,,451.09510013880003,6073.775000000001,0:,,,,,,,,0,,,,False
65,BasicRequest_no_show,1,26820,26820,17195;-1;-1,29975;-1;-1,,,,,274.4577758865,2938.806,0:t_wait:316.75365971550127;t_drive:304.4577758865016;fare:293,,0,0,12,27300.217332093947,27713.463552876896,293,0,,,,False
29,BasicRequest_no_show,1,25210,25210,2101;-1;-1,36193;-1;-1,,,,,1077.5125316607832,8653.299000000003,0:t_wait:1148.7049861643463;t_drive:1107.5125316607846;fare:865,,0,0,23,26358.704986164354,27825.76302118873,865,0,,,,False
50,BasicRequest_no_show,1,26160,26160,39784;-1;-1,44356;-1;-1,,,,,328.1995298925,3412.8120000000004,0:t_wait:795.9413185398516;t_drive:358.1995298924994;fare:341,,0,0,15,27421.37020440504,27925.722111495965,341,0,,,,False
59,BasicRequest_no_show,1,26610,26610,52409;-1;-1,45483;-1;-1,,,,,210.69187180950001,1752.421,0:t_wait:839.6255275474541;t_drive:240.6918718095003;fare:175,,0,0,10,27692.2321227756,28061.753226494446,175,0,,,,False
53,BasicRequest_no_show,1,26280,26280,14755;-1;-1,29777;-1;-1,,,,,707.698413636,8811.554,0:t_wait:580.5476853075015;t_drive:737.6984136360006;fare:881,,0,0,4,27077.779873892185,28113.415726865715,881,0,,,,False
67,BasicRequest_no_show,1,26930,26930,35041;-1;-1,35037;-1;-1,,,,,133.2204407895,1627.833,0:t_wait:717.049193764673;t_drive:163.22044078950057;fare:162,,0,0,24,27913.909443697146,28114.38045480789,162,0,,,,False
87,BasicRequest_no_show,1,28210,28210,24919;-1;-1,12589;-1;-1,,,,,238.048944606,3207.716,0:t_wait:424.7800443419983;t_drive:268.04894460599826;fare:320,28210,0,,,,,320,0,Cancelled Later,7.079667405699971,28211.83304447784,False
73,BasicRequest_no_show,1,27510,27510,19288;-1;-1,43845;-1;-1,,,,,426.7052445818468,2882.7929999999997,0:t_wait:229.15701740851728;t_drive:456.7052445818481;fare:288,,0,0,17,27747.02975534753,28231.88541859633,288,0,,,,False
74,BasicRequest_no_show,1,27620,27620,15672;-1;-1,23766;-1;-1,,,,,183.489925788,2578.334,0:t_wait:164.9226941037232;t_drive:243.48992578800244;fare:257,,0,0,4,27902.80985508649,28293.04723041847,257,0,,,,False
89,BasicRequest_no_show,1,28340,28340,2255;-1;-1,40922;-1;-1,,,,,292.6889322984,3950.7699999999986,0:t_wait:270.82813098726547;t_drive:322.68893229839887;fare:395,28340,0,,,,,395,0,Cancelled Later,4.513802183121091,28342.30779295349,False
91,BasicRequest_no_show,1,28550,28550,15349;-1;-1,29866;-1;-1,,,,,inf,inf,0:,,,,,,,,0,,,,False
80,BasicRequest_no_show,1,27920,27920,43524;-1;-1,2283;-1;-1,,,,,163.9798707936,2241.412,0:t_wait:249.0656289528015;t_drive:193.97987079359882;fare:224,,0,0,11,28339.660873464865,28680.702149006152,224,0,,,,False
58,BasicRequest_no_show,1,26480,26480,18194;-1;-1,27627;-1;-1,,,,,915.8016929610001,10605.641000000001,0:t_wait:676.0758129312162;t_drive:945.8016929609985;fare:1060,,0,0,16,27402.901919946657,28699.781719517454,1060,0,,,,False
68,BasicRequest_no_show,1,27180,27180,12451;-1;-1,11991;-1;-1,,,,,688.8721478317727,3789.1220000000003,0:t_wait:565.7836267642197;t_drive:718.8721478317711;fare:378,,0,0,21,27782.289871625122,28717.230159846797,378,0,,,,False
69,BasicRequest_no_show,1,27340,27340,37516;-1;-1,43418;-1;-1,,,,,253.05702716706722,1666.27,0:t_wait:406.55847967890077;t_drive:283.0570271670658;fare:166,,0,0,17,28489.869305575678,28781.00116251715,166,0,,,,False
94,BasicRequest_no_show,1,28820,28820,28589;-1;-1,20801;-1;-1,,,,,inf,inf,0:,,,,,,,,0,,,,True
96,BasicRequest_no_show,1,28830,28830,15907;-1;-1,15985;-1;-1,,,,,297.89505983569063,2581.6989999999996,0:t_wait:502.70171465492604;t_drive:327.8950598356896;fare:258,28830,0,,,,,258,0,Cancelled Later,8.378361910915434,28833.392684753642,False
98,BasicRequest_no_show,1,28890,28890,11547;-1;-1,9225;-1;-1,,,,,965.4140470769873,6485.874,0:,,,,,,,,0,,,,False
97,BasicRequest_no_show,1,28880,28880,35041;-1;-1,47617;-1;-1,,,,,337.7735976019343,2610.0510000000004,0:t_wait:813.3146547726537;t_drive:367.77359760193576;fare:261,28890.0,0.0,,,,,261.0,0,Cancelled Later,13.555244246210895,28890.6245813142,False
75,BasicRequest_no_show,1,27630,27630,9012;-1;-1,12377;-1;-1,,,,,347.484584664,4123.0560000000005,0:t_wait:263.2500646124681;t_drive:461.59941793920007;fare:412,,0,0,21,28094.412560335506,28915.610373199263,412,0,,,,False
101,BasicRequest_no_show,1,28950,28950,26991;-1;-1,13476;-1;-1,,,,,793.5650206516077,6537.764999999999,0:,,,,,,,,0,,,,False
72,BasicRequest_no_show,1,27490,27490,26373;-1;-1,13466;-1;-1,,,,,873.8548841633487,6876.18,0:t_wait:531.2568588440772;t_drive:903.8548841633492;fare:687,,0,0,5,28021.256858844074,28959.94317509145,687,0,,,,False
102,BasicRequest_no_show,1,28970,28970,1899;-1;-1,39153;-1;-1,,,,,319.5624628789443,2713.214,0:t_wait:951.4824874181722;t_drive:349.56246287894464;fare:271,28970,0,,,,,271,0,Cancelled Later,15.858041456969538,28974.809945784586,False
88,BasicRequest_no_show,1,28290,28290,51574;-1;-1,53418;-1;-1,,,,,185.03624927279998,2826.219,0:t_wait:199.54526686680038;t_drive:215.0362492728018;fare:282,,0,0,10,28623.008616773463,28977.83181661555,282,0,,,,False
86,BasicRequest_no_show,1,28200,28200,45717;-1;-1,667;-1;-1,,,,,234.669976788,3394.455,0:t_wait:212.06310414600011;t_drive:264.6699767880018;fare:339,,0,0,8,28566.2345309455,29011.335400885957,339,0,,,,False
84,BasicRequest_no_show,1,28170,28170,12103;-1;-1,12377;-1;-1,,,,,308.70868290119995,4861.637000000001,0:t_wait:221.66552554920054;t_drive:338.7086829012005;fare:486,,0.0,0.0,9.0,28531.22073135652,29058.719054709058,486.0,0,,,,False
105,BasicRequest_no_show,4,29060,29060,45482;-1;-1,51457;-1;-1,,,,,157.03126472280002,2170.209,0:,,,,,,,,0,,,,False
81,BasicRequest_no_show,1,28000,28000,12117;-1;-1,12781;-1;-1,,,,,225.92732417640002,2625.803,0:t_wait:344.3031480719983;t_drive:255.92732417639854;fare:262,,0.0,0.0,13.0,28606.601138404534,29064.184105153534,262.0,0,,,,False
106,BasicRequest_no_show,1,29070,29070,21914;-1;-1,18434;-1;-1,,,,,734.2407965650332,6322.8820000000005,0:,,,,,,,,0,,,,False
90,BasicRequest_no_show,1,28460,28460,32139;-1;-1,43785;-1;-1,,,,,220.6196952216,2735.483,0:t_wait:173.55011390738946;t_drive:250.61969522160143;fare:273,,0,0,15,28759.25551243484,29185.0352838204,273,0,,,,False
92,BasicRequest_no_show,1,28600,28600,47442;-1;-1,52738;-1;-1,,,,,97.69501021680001,1119.2179999999998,0:t_wait:237.71170768199954;t_drive:127.69501021680117;fare:111,,0,0,23,29009.31897956316,29208.60276927483,111,0,,,,False
99,BasicRequest_no_show,2,28920,28920,3350;-1;-1,39084;-1;-1,,,,,355.62173901456845,2979.665,0:t_wait:46.80916569610417;t_drive:385.62173901456845;fare:595,,0,0,11,28966.809165696104,29352.430904710676,595,0,,,,False
112,BasicRequest_no_show,1,29420,29420,19266;-1;-1,19044;-1;-1,,,,,452.51250930491665,3845.098000000001,0:,,,,,,,,0,,,,False
114,BasicRequest_no_show,1,29440,29440,16104;-1;-1,30448;-1;-1,,,,,1071.0121593952094,9527.624,0:,,,,,,,,0,,,,False
83,BasicRequest_no_show,1,28070,28070,28378;-1;-1,13790;-1;-1,,,,,372.74017957800004,7494.630000000001,0:t_wait:416.75460866760113;t_drive:402.7401795779988;fare:749,,0,0,12,28774.130197158476,29455.17536224426,749,0,,,,False
85,BasicRequest_no_show,1,28190,28190,13815;-1;-1,28385;-1;-1,,,,,387.253862922,7328.473,0:t_wait:353.59216576080144;t_drive:417.2538629219998;fare:732,,0,0,2,28819.436083822962,29486.394239848774,732,0,,,,False
78,BasicRequest_no_show,1,27840,27840,864;-1;-1,44356;-1;-1,,,,,502.61524235279995,9457.204,0:t_wait:508.427017255417;t_drive:532.6152423528001;fare:945,,0.0,0.0,24.0,28664.903067264546,29525.972020818255,945.0,0,,,,False
116,BasicRequest_no_show,1,29530,29530,25014;-1;-1,29334;-1;-1,,,,,inf,inf,0:,,,,,,,,0,,,,False
82,BasicRequest_no_show,5,28040,28040,45482;-1;-1,51457;-1;-1,,,,,157.03126472280002,2170.209,0:t_wait:458.75724541920135;t_drive:187.03126472279837;fare:1085,,0,0,15,29243.53429125706,29547.34975795834,1085,0,,,,False
79,BasicRequest_no_show,1,27900,27900,2703;-1;-1,12508;-1;-1,,,,,508.9257404136,8742.258,0:t_wait:439.84429472640113;t_drive:538.9257404136006;fare:874,,0,0,14,28663.421982018226,29599.100251636355,874,0,,,,False
93,BasicRequest_no_show,1,28820,28820,12868;-1;-1,12508;-1;-1,,,,,387.9602485407709,2753.875,0:t_wait:369.82648141257596;t_drive:417.9602485407704;fare:275,,0,0,18,29189.826481412576,29607.78672995334,275,0,,,,False
118,BasicRequest_no_show,1,29640,29640,9408;-1;-1,9632;-1;-1,,,,,137.17075841492726,1007.816,0:t_wait:404.3912897011505;t_drive:167.17075841492624;fare:100,29640,0,,,,,100,0,Cancelled Later,6.739854828352509,29643.212194282623,False
104,BasicRequest_no_show,1,29030,29030,33591;-1;-1,42522;-1;-1,,,,,401.35062591480016,3104.503,0:t_wait:298.17732840951794;t_drive:431.35062591480164;fare:310,,0,0,23,29399.766107904394,29831.1167338192,310,0,,,,False
100,BasicRequest_no_show,1,28940,28940,51194;-1;-1,45747;-1;-1,,,,,461.9522847338344,3929.298,0:t_wait:462.49188445998516;t_drive:491.95228473383395;fare:392,,0,0,17,29402.49188445999,29894.44416919383,392,0,,,,False
117,BasicRequest_no_show,1,29640,29640,51404;-1;-1,36929;-1;-1,,,,,232.65083090381466,1829.188,0:t_wait:132.86618557927068;t_drive:262.6508309038145;fare:182,,0,0,15,29772.866185579267,30035.517016483078,182,0,,,,False
113,BasicRequest_no_show,1,29430,29430,36670;-1;-1,39088;-1;-1,,,,,150.12544584081326,1263.125,0:t_wait:508.17875592976634;t_drive:180.1254458408148;fare:126,,0,0,8,29938.17875592976,30118.30420177057,126,0,,,,False
77,BasicRequest_no_show,1,27710,27710,29916;-1;-1,20091;-1;-1,,,,,674.5896641531999,9732.152000000006,0:t_wait:716.3707152289462;t_drive:704.5896641531981;fare:973,,0,0,16,28912.30836476301,30133.331528908784,973,0,,,,False
95,BasicRequest_no_show,1,28830,28830,23674;-1;-1,27953;-1;-1,,,,,535.6352912733258,4427.179,0:t_wait:889.330919594282;t_drive:565.6352912733273;fare:442,,0,0,4,29719.33091959429,30284.966210867617,442,0,,,,False
127,BasicRequest_no_show,1,29940,29940,39374;-1;-1,49124;-1;-1,,,,,138.95917684660242,1034.3220000000001,0:t_wait:346.93545781997454;t_drive:168.95917684660162;fare:103,30460,0,,,,,103,0,,,,True
109,BasicRequest_no_show,1,29140,29140,14423;-1;-1,28652;-1;-1,,,,,380.554771073292,3247.423,0:t_wait:963.52855785875;t_drive:410.5547710732935;fare:324,,0,0,3,30103.528557858765,30514.083328932058,324,0,,,,False
103,BasicRequest_no_show,1,29030,29030,50021;-1;-1,43842;-1;-1,,,,,836.4687084518972,6877.321000000001,0:t_wait:531.5444064551812;t_drive:866.4687084518955;fare:687,,0.0,0.0,10.0,29694.103635606916,30560.572344058815,687.0,0,,,,False
108,BasicRequest_no_show,1,29130,29130,49954;-1;-1,43842;-1;-1,,,,,780.0428852998173,6281.367,0:t_wait:378.80256777167233;t_drive:1049.0425520244098;fare:628,,0.0,0.0,10.0,29511.5297920344,30560.572344058815,628.0,0,,,,False
142,BasicRequest_no_show,1,30570,30570,46320;-1;-1,45482;-1;-1,,,,,342.9917961477388,2055.572,0:,,,,,,,,0,,,,False
115,BasicRequest_no_show,1,29510,29510,47326;-1;-1,43845;-1;-1,,,,,161.51729288851996,1430.621,0:t_wait:865.39732981817;t_drive:191.51729288851857;fare:143,,0,0,17,30380.99070897298,30572.508001861497,143,0,,,,False
107,BasicRequest_no_show,1,29120,29120,50020;-1;-1,34964;-1;-1,,,,,813.463886916765,6594.2970000000005,0:t_wait:428.057173653473;t_drive:946.1002316185113;fare:659,,0,0,10,29657.244753755458,30601.874388757646,659,0,,,,False
144,BasicRequest_no_show,1,30640,30640,33604;-1;-1,32296;-1;-1,,,,,444.0788891102083,3355.277,0:t_wait:846.8101346084586;t_drive:474.0788891102093;fare:335,30640,0,,,,,335,0,Cancelled Later,14.11350224347431,30648.23356372265,False
121,BasicRequest_no_show,1,29700,29700,527;-1;-1,2381;-1;-1,,,,,250.18690407530985,1925.0970000000002,0:t_wait:780.2125073892203;t_drive:333.6583607730936;fare:192,30650,0,,,,,192,0,,,,True
122,BasicRequest_no_show,1,29730,29730,29975;-1;-1,17195;-1;-1,,,,,353.25502244215085,2840.65,0:t_wait:640.5476697055346;t_drive:383.2550224421502;fare:284,,0,0,12,30370.547669705527,30757.03412146327,284,0,,,,False
128,BasicRequest_no_show,1,30040,30040,35050;-1;-1,49986;-1;-1,,,,,195.65426260105653,1829.3049999999998,0:t_wait:523.5495747239875;t_drive:225.65426260105596;fare:182,,0,0,23,30563.54957472398,30792.152940885677,182,0,,,,False
149,BasicRequest_no_show,1,30840,30840,27234;-1;-1,22688;-1;-1,,,,,907.743077074427,6744.16,0:,,,,,,,,0,,,,False
137,BasicRequest_no_show,1,30470,30470,12487;-1;-1,11989;-1;-1,,,,,295.3323460997752,2593.1899999999996,0:t_wait:81.55738548047157;t_drive:325.33234609977444;fare:259,,0,0,18,30551.55738548047,30873.408197579996,259,0,,,,False
124,BasicRequest_no_show,1,29910,29910,20901;-1;-1,30139;-1;-1,,,,,288.40764298112816,1852.551,0:t_wait:708.2161036735051;t_drive:318.40764298112845;fare:185,,0,0,5,30613.093854511982,30913.212664642437,185,0,,,,False
111,BasicRequest_no_show,1,29400,29400,45440;-1;-1,31569;-1;-1,,,,,598.0441703887799,7561.973,0:t_wait:987.661057417401;t_drive:628.0441703887809;fare:756,,0,0,11,30387.661057417405,31035.413652791267,756,0,,,,False
126,BasicRequest_no_show,1,29930,29930,40974;-1;-1,2855;-1;-1,,,,,287.9382604378675,2419.3,0:t_wait:748.9044961810141;t_drive:317.9382604378661;fare:241,,0,0,6,30679.697677789944,31050.487048257786,241,0,,,,False
