operator_id,vehicle_id,vehicle_type,status,locked,earliest_start_time,start_time,end_time,first_attempt_time,no_show_wait_delay,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,11,default_vehtype,route,False,-1000,25260,25727.14636732605,25260,0,3922;-1;-1,3964;-1;-1,2577.8968858099984,0.7283105544694686,0.7280527647808873,0.0,,0,,0,,,3922;3772;2386;4027;3560;3561;3563;3565;3566;3567;426;3645;3569;3682;1405;1188;1406;349;348;347;290;1262;3964,3922:25260;3772:25276.291888764496;2386:25281.66065989234;4027:25282.806207550875;3560:25294.82792249474;3561:25317.596463218895;3563:25319.147489479074;3565:25323.174336276068;3566:25324.317738287562;3567:25369.27286096744;426:25371.726458114354;3645:25401.097915100723;3569:25412.75288512878;3682:25422.027274196327;1405:25435.779157828005;1188:25444.79651270874;1406:25473.41357641525;349:25578.192803392765;348:25593.99908450567;347:25698.54225486915;290:25703.70884561941;1262:25709.239103258056;3964:25727.14636732605
0,11,default_vehtype,boarding,True,25260,25727.14636732605,25737.039483842884,25727.14636732605,0.0,3964;-1;-1,3964;-1;-1,0.0,0.7280527647808873,0.7280527647808873,0,,0,1,1,1,,,
0,10,default_vehtype,route,False,-1000,25500,26283.84350456573,25500,0,3041;-1;-1,1887;-1;-1,5639.858570360007,0.6802504181281428,0.6796864322711064,0.0,,0,,0,,,3041;3042;2599;3134;2639;3328;2738;2526;103;3267;2585;2637;134;2583;3349;1813;1812;361;1811;1104;1878;3442;1887,3041:25500;3042:25523.014224939016;2599:25523.61339295329;3134:25536.027621436227;2639:25546.153230996177;3328:25592.80435313343;2738:25594.549372621168;2526:25663.98030696638;103:25687.227616272114;3267:25737.815492428486;2585:25835.92567550817;2637:25887.507316456722;134:25908.76848875873;2583:25913.830801297663;3349:25929.04083815377;1813:25972.83232709287;1812:25987.188456979628;361:26029.37878254505;1811:26054.64073718841;1104:26068.771591311528;1878:26217.1390160494;3442:26219.560397058423;1887:26283.84350456573
0,10,default_vehtype,boarding,True,25500,26283.84350456573,26315.333633270362,26283.84350456573,0.0,1887;-1;-1,1887;-1;-1,0.0,0.6796864322711064,0.6796864322711064,0,,0,2,1,2,,,
0,8,default_vehtype,route,False,-1000,25260,26408.414539364796,25260,0,2082;-1;-1,1169;-1;-1,6884.667952725,0.8550739966635368,0.8543855298682641,0.0,,0,,0,,,2082;1952;4011;4010;422;421;2866;3446;3805;4003;420;4068;268;3119;3450;173;3686;3994;3886;2696;3380;2320;3209;2334;2487;3612;1545;3212;3692;722;3808;3614;2556;2557;2558;3217;3221;2822;1703;628;3138;1419;3139;1702;1701;3141;3579;2363;2126;3544;1418;2364;2934;3625;3438;3440;2554;3631;3636;3843;1169,2082:25260;1952:25320.62408122893;4011:25342.38844105925;4010:25342.934243819596;422:25422.974142973082;421:25513.485769600375;2866:25514.894928794252;3446:25603.780391078526;3805:25609.84834439931;4003:25617.642542526275;420:25620.00709609338;4068:25622.05041753457;268:25708.97170484742;3119:25752.19879486165;3450:25788.68374212817;173:25804.72449276498;3686:25831.06974191421;3994:25837.191345060663;3886:25856.563793849906;2696:25878.437694401295;3380:25911.186897306015;2320:25937.35901350233;3209:25976.34447159618;2334:25986.700235532797;2487:25997.283802511338;3612:26015.004147072144;1545:26051.276365702855;3212:26084.78432586797;3692:26090.008062547;722:26092.62289650997;3808:26095.5372728363;3614:26100.422930982924;2556:26102.214504889726;2557:26105.728867990772;2558:26144.17529354386;3217:26165.258781292396;3221:26169.918952915006;2822:26170.839169129693;1703:26174.73185940747;628:26207.393169925454;3138:26210.955159926812;1419:26211.597327856845;3139:26219.246457532405;1702:26220.99040293464;1701:26227.913057326437;3141:26242.422883438758;3579:26244.63143065854;2363:26254.72101846166;2126:26293.143070058828;3544:26306.644478589285;1418:26307.41315437942;2364:26315.488895596398;2934:26317.791611039196;3625:26330.9779213015;3438:26336.07253350011;3440:26338.099733943745;2554:26341.192873080472;3631:26348.174457060777;3636:26362.94713261764;3843:26364.133584259736;1169:26408.414539364796
0,8,default_vehtype,boarding,True,25260,26408.414539364796,26526.805447911414,26408.414539364796,0.0,1169;-1;-1,1169;-1;-1,0.0,0.8543855298682641,0.8543855298682641,0,,0,0,1,0,,,
0,11,default_vehtype,route,False,-1000,25737.039483842884,26555.159999336236,25737.039483842884,0.0,3964;-1;-1,442;-1;-1,5344.536736819997,0.7280527647808873,0.727518311107205,0.0,,0,1,1,,,3964;1262;290;347;348;349;1406;1188;1405;3682;3987;427;428;3771;172;2596;3054;3112;430;867;868;861;432;433;434;248;247;246;2013;1338;1296;1295;2051;441;442,3964:25737.039483842884;1262:25755.207411042953;290:25786.19036313406;347:25787.67126615118;348:25806.01315346765;349:25821.511269504812;1406:25858.02528522182;1188:25880.825087615332;1405:25888.278649451007;3682:25901.157423309396;3987:25904.81437421495;427:25932.28306323941;428:25969.973986808687;3771:26009.635598990757;172:26014.98109886053;2596:26022.4062160203;3054:26025.56275241346;3112:26046.471633754525;430:26070.298279396135;867:26077.1462580794;868:26084.996087354393;861:26103.34395965807;432:26119.015032897067;433:26145.207530950625;434:26194.91864843396;248:26275.034758275524;247:26332.399166439005;246:26339.84577750176;2013:26351.630387471287;1338:26426.10922039859;1296:26455.745753950054;1295:26496.492742352122;2051:26505.7882762411;441:26522.74372802366;442:26555.159999336236
0,11,default_vehtype,boarding,True,-1,26555.159999336236,26585.159999336236,26555.159999336236,0.0,442;-1;-1,442;-1;-1,0.0,0.727518311107205,0.727518311107205,0,,0,1,1,,1,,
0,8,default_vehtype,route,False,-1000,26526.805447911414,26951.07780611247,26526.805447911414,0.0,1169;-1;-1,3613;-1;-1,3447.015929610001,0.8543855298682641,0.8540408282753035,0.0,,0,0,1,,,1169;3843;3636;3631;2554;3440;3632;2552;2553;3792;863;864;791;865;866;3526;2823;3226;67;3224;3582;2559;3221;3217;2558;2557;2556;3614;3808;3929;722;2658;3213;2859;1545;3612;3613,1169:26526.805447911414;3843:26546.953747527597;3636:26548.949976225347;3631:26563.08990656305;2554:26572.69238668283;3440:26577.97682850975;3632:26583.438661821197;2552:26596.205969901526;2553:26596.751644562595;3792:26597.80528060443;863:26614.128306564235;864:26620.788312682333;791:26626.43050624433;865:26633.76037462144;866:26692.358223087558;3526:26695.147426991345;2823:26716.91253672102;3226:26718.890947334567;67:26730.019042301297;3224:26736.54411169127;3582:26764.97437506368;2559:26773.30223397377;3221:26778.51644355226;3217:26787.609899901345;2558:26800.191777917644;2557:26854.75540597178;2556:26860.858990244313;3614:26864.176056296365;3808:26875.170030874506;3929:26878.851905680644;722:26880.494364125407;2658:26884.157353661336;3213:26890.081781240056;2859:26923.959741867027;1545:26926.457192825997;3612:26943.53369744945;3613:26951.07780611247
0,8,default_vehtype,boarding,True,-1,26951.07780611247,26981.07780611247,26951.07780611247,0.0,3613;-1;-1,3613;-1;-1,0.0,0.8540408282753035,0.8540408282753035,0,,0,0,1,,0,,
