from_node,to_node,distance,travel_time,highway,max_speed_mps,highway_group,peak_cv,offpeak_cv,hr_0,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20,hr_21,hr_22,hr_23,from_lat,from_lon,from_h3_id,to_lat,to_lon,to_h3_id,mid_lat,mid_lon,mid_h3_id,same_origin_dest_hex
1629,1628,133.8557225,12.88329854,residential,11.2146809,group_3,0.05,0.01,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,20.62499063,25.98748819,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,11.93575846,37.3639468,-121.9923278,872834701ffffff,37.362773,-121.9921005,872834701ffffff,37.3633599,-121.99221415,872834701ffffff,True
1630,2100,225.7501403,19.04211895,secondary,15.28876023,group_2,0.6,0.25,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,32.14919053,32.14919053,32.14919053,21.26269215,30.61827669,32.14919053,14.76575844,14.76575844,14.76575844,25.51523058,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,14.76575844,37.3668791,-121.9929724,872834703ffffff,37.3668957,-121.990418,872834703ffffff,37.366887399999996,-121.99169520000001,872834703ffffff,True
1630,1564,116.9996162,11.20781406,secondary,15.28876023,group_2,0.6,0.25,7.652655573,7.652655573,7.652655573,7.652655573,7.652655573,7.652655573,7.652655573,16.66197393,16.66197393,16.66197393,7.652655573,11.01982403,16.66197393,7.652655573,15.8685466,16.66197393,16.66197393,18.32817132,16.66197393,7.652655573,7.652655573,7.652655573,7.652655573,7.652655573,37.3668791,-121.9929724,872834703ffffff,37.3668653,-121.9942962,872834701ffffff,37.3668722,-121.9936343,872834703ffffff,False
1631,1221,78.18153849,7.967145052,residential,11.2146809,group_3,0.05,0.01,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,15.17859506,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,14.45580482,6.971356491,15.17859506,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,6.971356491,37.32454,-122.0214075,87283472effffff,37.3245537,-122.0222915,87283472effffff,37.324546850000004,-122.0218495,87283472effffff,True
1631,2083,77.46606196,8.571911428,residential,11.2146809,group_3,0.05,0.01,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,14.32351286,6.907558284,6.907558284,6.907558284,15.0396885,15.0396885,15.0396885,6.907558284,15.0396885,6.907558284,6.907558284,6.907558284,6.907558284,6.907558284,37.32454,-122.0214075,87283472effffff,37.3245492,-122.0205315,87283472effffff,37.324544599999996,-122.0209695,87283472effffff,True
1632,1631,94.79243185,9.696404836,residential,11.2146809,group_3,0.05,0.01,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,18.40352551,18.40352551,8.452530454,18.40352551,8.452530454,8.452530454,8.452530454,8.452530454,8.452530454,37.3253924,-122.0214228,87283472effffff,37.32454,-122.0214075,87283472effffff,37.3249662,-122.02141515,87283472effffff,True
1633,555,43.89660698,5.501342725,residential,11.2146809,group_3,0.05,0.01,3.914209185,3.914209185,3.914209185,3.914209185,3.914209185,3.914209185,3.914209185,8.522329373,8.116504165,3.914209185,8.116504165,6.763753471,8.522329373,3.914209185,8.116504165,8.522329373,8.522329373,8.116504165,3.914209185,3.914209185,3.914209185,3.914209185,3.914209185,3.914209185,37.3247457,-122.0635564,87283472dffffff,37.3244078,-122.0633056,87283472dffffff,37.324576750000006,-122.06343100000001,87283472dffffff,True
1634,1585,116.1554388,9.386310218,tertiary,12.92855829,group_3,0.05,0.01,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,18.63006783,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,8.984407713,37.3933828,-122.0778663,872834772ffffff,37.3943095,-122.0772606,872834772ffffff,37.39384615,-122.07756345,872834772ffffff,True
1634,899,111.2312663,7.989123593,secondary,15.28876023,group_2,0.6,0.25,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,15.84050033,7.275362072,15.84050033,7.275362072,7.275362072,7.275362072,7.275362072,7.275362072,37.3933828,-122.0778663,872834772ffffff,37.3929406,-122.076737,872834772ffffff,37.3931617,-122.07730165,872834772ffffff,True
1635,1940,65.22492002,5.518182788,tertiary,12.92855829,group_3,0.05,0.01,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,10.98443544,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,10.46136708,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,5.045026563,37.3214398,-121.986333,872834704ffffff,37.3219206,-121.9867549,872834704ffffff,37.3216802,-121.98654395,872834704ffffff,True
1636,1637,95.6902256,8.914276674,residential,11.2146809,group_3,0.05,0.01,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,17.69316966,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,8.532585675,37.3376048,-121.9563998,872834706ffffff,37.3367581,-121.9565277,872834706ffffff,37.33718145,-121.95646375,872834706ffffff,True
1637,928,164.7525595,15.34796149,residential,11.2146809,group_3,0.05,0.01,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,30.46282907,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,14.69079334,37.3367581,-121.9565277,872834706ffffff,37.3367907,-121.9583858,872834706ffffff,37.336774399999996,-121.95745675,872834706ffffff,True
1638,1639,80.55780437,8.530630618,residential,11.2146809,group_3,0.05,0.01,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,15.63993642,7.183245344,15.63993642,7.183245344,14.89517755,7.183245344,7.183245344,14.89517755,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,37.3392788,-122.0071947,872834705ffffff,37.3385546,-122.0071697,872834705ffffff,37.3389167,-122.0071822,872834705ffffff,True
1639,1638,80.55780437,9.652883404,residential,11.2146809,group_3,0.05,0.01,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,15.63993642,7.183245344,14.89517755,7.183245344,14.89517755,15.63993642,15.63993642,17.20393007,15.63993642,7.183245344,7.183245344,7.183245344,7.183245344,7.183245344,37.3385546,-122.0071697,872834705ffffff,37.3392788,-122.0071947,872834705ffffff,37.3389167,-122.0071822,872834705ffffff,True
1639,1640,89.11489028,9.677816065,residential,11.2146809,group_3,0.05,0.01,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,17.30125628,7.946270703,17.30125628,7.946270703,16.47738693,7.946270703,13.73115578,16.47738693,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,37.3385546,-122.0071697,872834705ffffff,37.3377536,-122.0071371,872834705ffffff,37.3381541,-122.00715339999999,872834705ffffff,True
1640,1639,89.11489028,10.67824095,residential,11.2146809,group_3,0.05,0.01,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,17.30125628,7.946270703,16.47738693,7.946270703,16.47738693,17.30125628,17.30125628,19.0313819,17.30125628,7.946270703,7.946270703,7.946270703,7.946270703,7.946270703,37.3377536,-122.0071371,872834705ffffff,37.3385546,-122.0071697,872834705ffffff,37.3381541,-122.00715339999999,872834705ffffff,True
1640,1197,153.5711881,15.02064753,secondary,15.28876023,group_2,0.6,0.25,10.04471166,10.04471166,10.04471166,10.04471166,10.04471166,10.04471166,10.04471166,20.82871409,20.82871409,20.82871409,17.35726175,20.82871409,20.82871409,20.82871409,20.82871409,20.82871409,21.8701498,24.05716478,10.04471166,10.04471166,10.04471166,10.04471166,10.04471166,10.04471166,37.3377536,-122.0071371,872834705ffffff,37.3377573,-122.0054001,872834705ffffff,37.33775545,-122.0062686,872834705ffffff,True
1640,1809,463.2238547,48.14622285,secondary,15.28876023,group_2,0.6,0.25,30.29832685,30.29832685,30.29832685,30.29832685,30.29832685,30.29832685,30.29832685,65.96794109,65.96794109,65.96794109,65.96794109,62.82661057,65.96794109,62.82661057,65.96794109,65.96794109,65.96794109,72.5647352,65.96794109,30.29832685,30.29832685,30.29832685,30.29832685,30.29832685,37.3377536,-122.0071371,872834705ffffff,37.3377201,-122.0123765,872834705ffffff,37.33773685,-122.00975679999999,872834705ffffff,True
1641,767,249.7459221,23.26574354,residential,11.2146809,group_3,0.05,0.01,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,46.17814352,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,22.26955224,37.3485199,-121.9748123,872834700ffffff,37.3470117,-121.9757537,872834700ffffff,37.347765800000005,-121.97528299999999,872834700ffffff,True
1641,1484,81.66235557,7.996123819,residential,11.2146809,group_3,0.05,0.01,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,15.85438009,7.281736886,15.85438009,7.281736886,7.281736886,7.281736886,7.281736886,7.281736886,37.3485199,-121.9748123,872834700ffffff,37.3485256,-121.9738885,872834700ffffff,37.34852275,-121.97435039999999,872834700ffffff,True
1642,2376,73.64516611,7.564437307,residential,11.2146809,group_3,0.05,0.01,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,13.61702734,14.29787871,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,15.72766658,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,6.566853463,37.3391598,-122.0208236,87283472affffff,37.3384976,-122.0208087,87283472affffff,37.33882869999999,-122.02081615,87283472affffff,True
1643,558,74.17362309,6.405614683,secondary,15.28876023,group_2,0.6,0.25,4.851513267,4.851513267,4.851513267,4.851513267,4.851513267,4.851513267,4.851513267,10.56310281,10.56310281,10.56310281,8.383414925,4.851513267,4.851513267,10.56310281,4.851513267,4.851513267,10.56310281,10.06009791,4.851513267,4.851513267,4.851513267,4.851513267,4.851513267,4.851513267,37.3318828,-122.0000954,872834705ffffff,37.3321137,-122.0008817,872834705ffffff,37.33199825,-122.00048855,872834705ffffff,True
1643,476,61.92994173,5.986933067,secondary,15.28876023,group_2,0.6,0.25,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,8.399499059,8.399499059,8.399499059,8.399499059,8.399499059,8.819474012,8.819474012,8.819474012,9.701421414,8.819474012,4.050684346,4.050684346,4.050684346,4.050684346,4.050684346,37.3318828,-122.0000954,872834705ffffff,37.331645,-121.9994621,872834705ffffff,37.3317639,-121.99977875,872834705ffffff,True
1644,2352,74.93547543,8.166807166,residential,11.2146809,group_3,0.05,0.01,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,14.54838648,11.54633847,13.85560617,14.54838648,14.54838648,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,6.681908838,37.3331007,-121.9980549,872834705ffffff,37.3337746,-121.9980594,872834705ffffff,37.33343765,-121.99805715,872834705ffffff,True
1644,2307,76.99512842,9.094494477,residential,11.2146809,group_3,0.05,0.01,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,14.94825887,6.86556569,14.94825887,14.94825887,14.94825887,11.86369751,14.94825887,14.94825887,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,6.86556569,37.3331007,-121.9980549,872834705ffffff,37.3324083,-121.9980467,872834705ffffff,37.3327545,-121.9980508,872834705ffffff,True
1645,2382,31.18304724,2.101474058,secondary,15.28876023,group_2,0.6,0.25,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,3.524439184,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,2.039606009,37.3379335,-121.9548729,872834706ffffff,37.338064,-121.9551851,872834706ffffff,37.33799875,-121.955029,872834706ffffff,True
1645,2362,80.78423153,5.54308957,secondary,15.28876023,group_2,0.6,0.25,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,11.50452286,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,5.283896818,37.3379335,-121.9548729,872834706ffffff,37.3377991,-121.9539804,872834706ffffff,37.3378663,-121.95442665,872834706ffffff,True
1646,924,76.34797857,6.932670863,residential,11.2146809,group_3,0.05,0.01,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,9.803318536,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,6.807860094,37.3615226,-121.9769926,872834703ffffff,37.362154,-121.977332,872834703ffffff,37.3618383,-121.9771623,872834703ffffff,True
1646,1374,89.1546463,9.085367375,residential,11.2146809,group_3,0.05,0.01,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,17.30897473,7.949815701,7.949815701,16.48473784,17.30897473,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,7.949815701,37.3615226,-121.9769926,872834703ffffff,37.3609012,-121.9763743,872834703ffffff,37.3612119,-121.97668345,872834703ffffff,True
1647,2059,86.18978684,6.082820229,secondary,15.28876023,group_2,0.6,0.25,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,9.741532303,8.117943586,5.637460824,5.637460824,9.741532303,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,5.637460824,37.3632351,-121.9769207,872834703ffffff,37.3632583,-121.9778955,872834703ffffff,37.3632467,-121.97740809999999,872834703ffffff,True
1647,981,121.152848,8.257992011,secondary,15.28876023,group_2,0.6,0.25,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,17.25343775,7.924308198,7.924308198,6.603590165,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,7.924308198,37.3632351,-121.9769207,872834703ffffff,37.3632149,-121.9755501,872834703ffffff,37.363225,-121.97623540000001,872834703ffffff,True
1648,3198,119.5049345,11.22486786,residential,11.2146809,group_3,0.05,0.01,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,24.30617312,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,10.65611546,37.3196904,-122.0181329,87283472effffff,37.3186685,-122.0185514,87283472effffff,37.31917945,-122.01834215,87283472effffff,True
1648,764,245.5346633,29.12812167,residential,11.2146809,group_3,0.05,0.01,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,47.66945367,47.66945367,21.8940392,45.39947969,47.66945367,47.66945367,45.39947969,21.8940392,21.8940392,45.39947969,21.8940392,21.8940392,21.8940392,21.8940392,21.8940392,37.3196904,-122.0181329,87283472effffff,37.3206623,-122.0197791,87283472effffff,37.32017635,-122.018956,87283472effffff,True
1649,1741,93.28200358,8.689932367,residential,11.2146809,group_3,0.05,0.01,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,17.24788822,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,8.31784733,37.3412828,-121.9559542,872834706ffffff,37.3419886,-121.9553843,872834706ffffff,37.3416357,-121.95566925,872834706ffffff,True
1650,3898,47.39308956,4.84788262,residential,11.2146809,group_3,0.05,0.01,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,9.201155785,4.225986453,4.225986453,9.201155785,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,9.201155785,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,4.225986453,37.3209862,-122.013589,87283472effffff,37.3210096,-122.0141214,87283472effffff,37.320997899999995,-122.0138552,87283472effffff,True
1652,1680,135.2159523,11.01331407,secondary,15.28876023,group_2,0.6,0.25,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,19.25617147,8.84414107,19.25617147,19.25617147,19.25617147,8.84414107,19.25617147,8.84414107,8.84414107,8.84414107,8.84414107,8.84414107,37.3521965,-121.9409826,872834715ffffff,37.3516968,-121.9423772,872834702ffffff,37.35194665,-121.9416799,872834702ffffff,False
1652,1679,111.5784139,8.903892885,secondary,15.28876023,group_2,0.6,0.25,7.298068139,7.298068139,7.298068139,7.298068139,7.298068139,7.298068139,7.298068139,15.13327409,12.61106174,7.298068139,7.298068139,7.298068139,7.298068139,15.13327409,7.298068139,6.081723449,7.298068139,17.47893158,15.8899378,7.298068139,7.298068139,7.298068139,7.298068139,7.298068139,37.3521965,-121.9409826,872834715ffffff,37.3525941,-121.9398236,872834715ffffff,37.3523953,-121.9404031,872834715ffffff,True
1653,1530,142.1830974,12.02622414,primary,16.87712414,group_2,0.6,0.25,8.424604584,8.424604584,8.424604584,8.424604584,8.424604584,8.424604584,8.424604584,8.424604584,18.34272307,8.424604584,14.55771672,17.46926006,8.424604584,18.34272307,18.34272307,18.34272307,18.34272307,20.17699537,18.34272307,8.424604584,8.424604584,8.424604584,8.424604584,8.424604584,37.3434652,-121.9286023,872834715ffffff,37.3439288,-121.9301011,872834715ffffff,37.343697,-121.9293517,872834715ffffff,True
1653,280,68.98796821,5.911706663,primary,16.87712414,group_2,0.6,0.25,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,8.899983324,8.899983324,8.899983324,8.476174595,8.899983324,8.899983324,4.087661359,8.899983324,8.899983324,9.789981657,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,4.087661359,37.3434652,-121.9286023,872834715ffffff,37.3432325,-121.9278793,872834715ffffff,37.34334885,-121.9282408,872834715ffffff,True
1654,1449,106.8832755,9.040471416,primary,16.87712414,group_2,0.6,0.25,6.333026564,6.333026564,6.333026564,6.333026564,6.333026564,6.333026564,6.333026564,6.333026564,13.78877208,6.333026564,10.9434699,13.13216388,6.333026564,13.78877208,13.78877208,13.78877208,13.78877208,15.16764928,13.78877208,6.333026564,6.333026564,6.333026564,6.333026564,6.333026564,37.3446726,-121.9326789,872834715ffffff,37.3453524,-121.933502,872834715ffffff,37.3450125,-121.93309045000001,872834715ffffff,True
1654,1140,66.28372434,5.679975001,primary,16.87712414,group_2,0.6,0.25,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,8.551114877,8.551114877,8.551114877,8.14391893,8.551114877,8.551114877,3.92743004,8.551114877,8.551114877,9.406226365,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,3.92743004,37.3446726,-121.9326789,872834715ffffff,37.3444719,-121.9319729,872834715ffffff,37.34457225,-121.9323259,872834715ffffff,True
1655,1654,24.11679856,2.066613098,primary,16.87712414,group_2,0.6,0.25,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,3.111254188,3.111254188,3.111254188,2.963099227,3.111254188,3.111254188,1.428963747,3.111254188,3.111254188,3.422379607,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,1.428963747,37.3447116,-121.9329459,872834715ffffff,37.3446726,-121.9326789,872834715ffffff,37.3446921,-121.9328124,872834715ffffff,True
1656,3437,120.5960195,9.048668937,secondary,15.28876023,group_2,0.6,0.25,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,17.17413953,17.17413953,7.887887424,17.17413953,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,7.887887424,37.3453176,-121.9349106,872834715ffffff,37.3452215,-121.933635,872834715ffffff,37.34526955,-121.9342728,872834715ffffff,True
1657,1658,150.2069964,14.05079214,residential,11.2146809,group_3,0.05,0.01,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,29.16201468,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,13.39378246,37.3461058,-121.939288,872834715ffffff,37.3455526,-121.9408381,872834715ffffff,37.3458292,-121.94006304999999,872834715ffffff,True
1658,1709,111.3784439,8.325576365,secondary,15.28876023,group_2,0.6,0.25,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,15.10615235,15.86145997,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,15.86145997,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,7.284988594,37.3455526,-121.9408381,872834715ffffff,37.3464794,-121.9413135,872834715ffffff,37.346016,-121.9410758,872834715ffffff,True
1658,3833,32.43920483,2.860409423,secondary,15.28876023,group_2,0.6,0.25,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,4.619683404,2.121768171,4.619683404,4.39969848,4.619683404,2.121768171,2.121768171,4.619683404,5.081651744,4.619683404,2.121768171,2.121768171,2.121768171,2.121768171,2.121768171,37.3455526,-121.9408381,872834715ffffff,37.3452631,-121.9408542,872834715ffffff,37.34540785,-121.94084615,872834715ffffff,True
1659,1711,114.0357096,8.258217343,secondary,15.28876023,group_2,0.6,0.25,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,16.2398825,17.86387075,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,7.458793772,37.3438567,-121.9455179,872834706ffffff,37.344796,-121.9460356,872834706ffffff,37.34432635,-121.94577675,872834706ffffff,True
1659,3366,181.8942499,12.84173636,secondary,15.28876023,group_2,0.6,0.25,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,20.55845334,11.89725309,11.89725309,25.90365121,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,11.89725309,37.3438567,-121.9455179,872834706ffffff,37.3448621,-121.9446676,872834706ffffff,37.3443594,-121.94509275,872834706ffffff,True
1659,2090,252.5240362,18.36885574,secondary,15.28876023,group_2,0.6,0.25,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,35.96207444,34.2495947,16.51697275,23.78444077,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,16.51697275,37.3438567,-121.9455179,872834706ffffff,37.3417802,-121.9443648,872834706ffffff,37.34281845,-121.94494135,872834706ffffff,True
1660,879,115.0841545,8.124942773,secondary,15.28876023,group_2,0.6,0.25,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,13.0072953,7.527369963,7.527369963,7.527369963,7.527369963,16.38919207,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,7.527369963,37.34301,-121.9478676,872834706ffffff,37.3434302,-121.9466779,872834706ffffff,37.343220099999996,-121.94727275,872834706ffffff,True
1661,1660,114.9237576,8.113618751,secondary,15.28876023,group_2,0.6,0.25,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,12.98916657,7.516878799,7.516878799,7.516878799,7.516878799,16.36634987,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,7.516878799,37.3425771,-121.949048,872834706ffffff,37.34301,-121.9478676,872834706ffffff,37.342793549999996,-121.9484578,872834706ffffff,True
1662,3359,61.95739033,5.797012761,secondary,15.28876023,group_2,0.6,0.25,4.052479691,4.052479691,4.052479691,4.052479691,4.052479691,4.052479691,4.052479691,8.403221887,7.002684906,7.002684906,4.052479691,4.052479691,8.403221887,8.403221887,7.002684906,8.823382981,8.823382981,9.705721279,8.823382981,4.052479691,4.052479691,4.052479691,4.052479691,4.052479691,37.3417267,-121.9513937,872834706ffffff,37.342241,-121.9516633,872834706ffffff,37.341983850000005,-121.9515285,872834706ffffff,True
1662,1245,114.3980306,8.076502417,secondary,15.28876023,group_2,0.6,0.25,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,12.92974669,7.482492295,7.482492295,7.482492295,7.482492295,16.29148082,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,7.482492295,37.3417267,-121.9513937,872834706ffffff,37.342156,-121.9502177,872834706ffffff,37.34194135,-121.95080569999999,872834706ffffff,True
1663,751,83.43246889,7.971850308,secondary,15.28876023,group_2,0.6,0.25,5.457111475,5.457111475,5.457111475,5.457111475,5.457111475,5.457111475,5.457111475,11.31586635,9.429888628,9.429888628,5.457111475,9.429888628,11.31586635,11.31586635,9.429888628,11.88165967,11.88165967,13.06982564,11.88165967,5.457111475,5.457111475,5.457111475,5.457111475,5.457111475,37.3408777,-121.9537641,872834706ffffff,37.3411869,-121.9529042,872834706ffffff,37.341032299999995,-121.95333415,872834706ffffff,True
1664,2689,36.46047523,4.905837197,residential,11.2146809,group_3,0.05,0.01,3.251138,3.251138,3.251138,3.251138,3.251138,3.251138,3.251138,4.68163872,6.741559757,7.078637745,6.741559757,6.741559757,5.617966464,6.741559757,7.078637745,7.078637745,6.741559757,6.741559757,6.741559757,3.251138,3.251138,3.251138,3.251138,3.251138,37.3118338,-122.0549353,87283472cffffff,37.3119604,-122.054555,87283472cffffff,37.311897099999996,-122.05474515,87283472cffffff,True
