from_node,to_node,distance,travel_time
0,3057,811.8680089,51.313417162487006
1,2596,302.3705313,27.961278100646922
1,3336,752.9087789,47.5869498870164
2,3463,121.237271,13.06980416612999
3,1348,14.36982408,1.5491175694061738
4,2573,59.00546859,3.729389742446763
5,4,842.8680448,52.161742780945424
6,2520,902.8083695,31.30297008257141
7,2527,612.3060364,21.230416317498324
8,2667,609.2651384,41.35352518683848
9,3375,207.1395888,13.552665029964901
10,3123,287.8996015,17.058569877280718
11,1450,195.2615128,16.32285708202348
12,2539,94.09401367,5.575239766862523
13,10,17.73932739,1.0510870949310347
13,43,140.1966346,8.306903087528427
14,3782,134.3022256,14.780770184265487
15,3,22.2425064,2.646932262930219
15,16,176.2514067,14.541408631785218
16,2844,168.7794976,18.57520197577052
17,4019,222.5444849,14.332406114815464
18,2836,214.1808374,13.83324383717335
19,20,68.56170713,4.4281777224771055
20,3895,267.0805951,17.249867173720002
21,4063,86.9021125,5.612724868020614
22,2650,83.56143499,5.3969613707085395
23,24,17.44030793,1.5138892983635215
23,2571,352.8930319,20.90954767741064
24,13,17.1956148,1.0188711447605858
24,3840,511.7234601,44.41966696062224
25,2525,389.9413971,13.520392920831888
26,2651,722.559967,25.053238088057967
27,58,140.628584,8.312172468530187
28,30,21.65750617,1.4165639230740776
28,3049,206.1928693,15.182030029459122
29,2793,114.7885917,9.964114238353567
30,492,153.7231007,13.343787164373014
30,1679,121.5339027,7.9492320395271
31,4061,551.4479183,32.594584067637186
32,14,188.8053654,20.779169547330472
33,2578,1059.073725,68.20692380820815
34,3388,87.57969207,10.640044490740818
34,3390,191.3883146,15.90538364073226
35,3798,702.9274663,41.548127453353395
36,3642,138.7330118,8.200130359558285
37,964,20.94585036,1.1934227841344607
38,355,74.4122279,4.398304059862611
39,71,471.6481435,44.526300410242605
39,3931,655.7895104,41.44861030391004
40,2565,17.23540524,2.4252824204169094
40,3303,173.5536589,19.100627233539473
41,40,94.14958868,13.248272328894975
41,106,205.9274822,24.04055969810729
42,3037,78.84028071,4.660034197564023
