from_node,to_node,distance,travel_time,highway,highway_group
0,3057,811.8680089,83.057690085,motorway,group_1
1,2596,302.3705313,49.594097850000004,motorway_link,group_1
1,3336,752.9087789,73.73347188,motorway,group_1
2,3463,121.237271,22.622936805000002,primary,group_2
3,1348,14.36982408,2.6814165255,primary,group_2
4,2573,59.00546859,6.036520554,motorway,group_1
5,4,842.8680448,85.09287591,motorway,group_1
6,2520,902.8083695,46.954455120000006,motorway,group_1
7,2527,612.3060364,31.845624479999998,motorway,group_1
8,2667,609.2651384,43.46942352,trunk,group_2
9,3375,207.1395888,14.2461019575,trunk_link,group_2
10,3123,287.8996015,31.389474434999997,primary,group_2
11,1450,195.2615128,31.05586788,primary_link,group_2
12,2539,94.09401367,8.3628596505,primary,group_2
13,10,17.73932739,1.934105364,primary,group_2
13,43,140.1966346,12.460354632000001,primary,group_2
14,3782,134.3022256,25.370257394999996,primary,group_2
15,3,22.2425064,4.5250949625,secondary,group_3
15,16,176.2514067,29.09019714,primary,group_2
16,2844,168.7794976,27.468143655,primary,group_2
17,4019,222.5444849,24.60066882,motorway,group_1
18,2836,214.1808374,19.778794859999998,trunk,group_2
19,20,68.56170713,6.3314158124999995,trunk,group_2
20,3895,267.0805951,24.66388854,trunk,group_2
21,4063,86.9021125,8.0250832755,trunk,group_2
22,2650,83.56143499,7.716584271,trunk,group_2
23,24,17.44030793,1.5500544809999999,primary,group_2
23,2571,352.8930319,40.595468624999995,primary,group_2
24,13,17.1956148,1.46462727,primary,group_2
24,3840,511.7234601,45.480804885,primary,group_2
25,2525,389.9413971,20.280589380000002,motorway,group_1
26,2651,722.559967,37.579857135,motorway,group_1
27,58,140.628584,10.0334699865,trunk,group_2
28,30,21.65750617,2.1248458845,secondary,group_3
28,3049,206.1928693,18.32594826,primary,group_2
29,2793,114.7885917,19.210233165,primary,group_2
30,492,153.7231007,13.662555844499998,primary,group_2
30,1679,121.5339027,11.923848060000001,secondary,group_3
31,4061,551.4479183,39.34432089,trunk,group_2
32,14,188.8053654,35.6661306,primary,group_2
33,2578,1059.073725,119.928307695,motorway,group_1
34,3388,87.57969207,18.26296356,secondary,group_3
34,3390,191.3883146,18.507556905,motorway_link,group_1
35,3798,702.9274663,50.151977880000004,trunk,group_2
36,3642,138.7330118,12.811471908,trunk,group_2
37,964,20.94585036,1.86454383,trunk_link,group_2
38,355,74.4122279,5.3091116595,trunk,group_2
39,71,471.6481435,77.358610575,motorway_link,group_1
39,3931,655.7895104,73.37680269,motorway,group_1
40,2565,17.23540524,3.506432415,secondary,group_3
40,3303,173.5536589,32.785018859999994,primary,group_2
41,40,94.14958868,19.154128664999998,secondary,group_3
41,106,205.9274822,41.894622645,secondary,group_3
42,3037,78.84028071,5.6250412785,trunk,group_2
43,3785,133.4349246,11.859389388,primary,group_2
44,2574,180.9414023,16.081655925,primary,group_2
45,3329,354.0884558,57.37702938,motorway_link,group_1
46,2738,650.9610806,33.856047285,motorway,group_1
47,3385,305.2274014,23.27024529,motorway_link,group_1
48,2672,20.39201609,4.829417754,residential,group_4
48,1343,73.75740727,12.768845796,residential,group_4
48,2734,252.1825724,52.58754654,secondary,group_3
49,3116,32.50099913,6.777422355000001,secondary,group_3
49,3134,12.0810238,1.9815008880000002,motorway_link,group_1
50,49,68.3035197,14.243309862,secondary,group_3
51,2608,15.61305679,1.3898327460000002,trunk_link,group_2
51,3251,54.9156453,4.349072244,trunk,group_2
52,3261,25.83894377,2.588918565,trunk,group_2
53,3262,417.0864173,41.78974104,trunk,group_2
54,2602,80.36115879,12.03770673,trunk,group_2
55,2591,9.775329937,1.4642963925,trunk,group_2
56,71,569.7350869,59.05447011,motorway,group_1
56,130,188.598512,26.701580115000002,motorway_link,group_1
57,8,614.568568,43.847808915,trunk,group_2
58,2568,192.8435579,13.7588674695,trunk,group_2
59,3902,762.1981511,39.64141239,motorway,group_1
60,3101,444.9842759,23.14333242,motorway,group_1
61,62,241.1888427,37.467011084999996,trunk,group_2
62,3223,104.6643268,16.258876035,trunk,group_2
63,2700,102.4418121,19.82368323,primary,group_2
64,418,13.3681861,2.233411413,unclassified,group_4
64,2694,41.55008843,8.040425826,primary,group_2
65,2629,111.2175321,21.521887215,primary,group_2
65,2767,123.5821534,18.06498255,trunk_link,group_2
66,65,28.99237736,4.238045517,trunk_link,group_2
66,3656,223.5096241,37.40504112,primary,group_2
67,3226,128.0736806,18.94985619,trunk_link,group_2
68,2666,100.980186,9.3251404185,trunk,group_2
69,3559,78.74000955,9.9989895465,secondary,group_3
69,2606,169.9812521,26.061606525,secondary,group_3
69,1471,54.06578246,7.9564600605,tertiary,group_3
70,2621,575.5622494,35.382702945000005,motorway,group_1
71,3272,529.1314036,59.204927775,motorway,group_1
72,2828,59.82230477,5.524364871,trunk,group_2
73,3233,83.8566713,5.982947211,trunk,group_2
74,3377,28.2407436,1.9422676035,trunk_link,group_2
75,797,72.96281787,5.2057001655,trunk,group_2
76,3915,211.4044589,26.84570382,secondary,group_3
77,3588,210.8887098,20.690563515,secondary,group_3
78,60,154.9585276,8.059288635000001,motorway,group_1
79,3333,692.0183857,35.99141007,motorway,group_1
80,44,113.762371,10.110938043,primary,group_2
81,2653,105.2974908,21.68987391,secondary,group_3
81,3389,390.7939572,64.869352785,motorway_link,group_1
82,183,103.9923635,20.8039683,secondary,group_3
82,3390,377.2365942,54.154225815,motorway_link,group_1
83,3469,78.52832295,7.704515124,secondary,group_3
83,2118,151.4523185,25.92511281,secondary,group_3
83,15,91.59614087,18.63464613,secondary,group_3
83,3916,207.0609634,36.672671175,secondary,group_3
84,107,95.66282859,10.784307571500001,primary,group_2
84,106,135.266589,27.51911811,secondary,group_3
85,3610,559.8246432,82.47858609000001,trunk,group_2
86,2576,131.6639121,11.485659223499999,trunk_link,group_2
86,87,99.79758839,9.199412908500001,trunk,group_2
87,2835,17.03029586,2.2851010695,trunk,group_2
87,2576,54.47888766,8.8021360965,secondary,group_3
88,2523,536.0006204,27.877031190000004,motorway,group_1
89,3086,144.1269493,10.2830689065,trunk,group_2
90,1784,259.841945,25.493428620000003,secondary,group_3
91,6,412.0520593,21.430550025,motorway,group_1
92,5,782.0228614,78.95016868500001,motorway,group_1
93,2820,414.2165693,55.57899486,trunk,group_2
94,95,16.03652362,2.4615058364999998,trunk,group_2
94,2810,170.9162125,26.897154975,primary,group_2
95,2807,19.88802033,3.3283229820000004,primary,group_2
95,2946,666.7955995,103.58206390500001,trunk,group_2
96,3277,119.7691339,17.934617985,trunk_link,group_2
96,3296,84.63577294,12.9910605285,trunk,group_2
97,3132,69.25028662,10.6294848375,trunk,group_2
98,643,22.9694041,4.3390174035,primary,group_2
98,99,62.20229161,6.935297686499999,trunk,group_2
99,3285,353.9047267,39.45891009,trunk,group_2
100,2909,17.05127189,1.5746208345000001,trunk,group_2
100,3176,29.2251578,3.9917839785,primary,group_2
101,2680,396.3703278,28.959774255,motorway_link,group_1
101,102,806.6190184,89.165846265,motorway,group_1
102,3332,2272.145172,251.16906795,motorway,group_1
103,104,474.4826869,40.15325817,motorway_link,group_1
103,3267,693.8621749,78.57216591,motorway,group_1
104,3270,466.3087123,34.05813318,motorway,group_1
105,2837,600.2206776,110.61875115,primary,group_2
106,107,61.82728964,12.578364681,secondary,group_3
106,41,205.9274822,41.894622645,secondary,group_3
107,105,15.17145734,3.0865354815,secondary,group_3
107,13,688.7951213,77.649579795,primary,group_2
108,2856,775.5403958,62.93925447000001,motorway,group_1
109,25,954.9376735,49.665665115,motorway,group_1
110,111,97.73003137,16.918974600000002,residential,group_4
111,916,99.95103611,24.47983266,residential,group_4
111,110,97.73003137,16.918974600000002,residential,group_4
111,1092,170.4718559,41.751668325000004,residential,group_4
112,1687,89.67603626,11.38772721,secondary,group_3
112,1686,132.4572957,19.97157084,secondary,group_3
113,2271,75.95765777,7.452303846,secondary,group_3
113,2470,77.9863075,7.651337289,secondary,group_3
114,2272,204.6340761,20.076913335,secondary,group_3
115,1843,64.2949313,6.3080586975,secondary,group_3
115,3953,31.17234754,3.9584955479999997,secondary,group_3
115,3954,33.09479917,4.4265368925,residential,group_4
117,118,97.87980789,16.605565875,residential,group_4
118,119,105.0875331,17.828375355,residential,group_4
119,120,106.7881421,18.116888115000002,residential,group_4
119,118,105.0875331,14.055798919499999,residential,group_4
120,119,106.7881421,14.283260889000001,residential,group_4
120,4000,295.720337,43.51896789,tertiary,group_3
121,122,247.408882,24.273604755,secondary,group_3
122,123,104.402815,10.243094937,secondary,group_3
123,3953,32.69899973,3.2081410695,secondary,group_3
123,2457,167.8758105,21.318113685,secondary,group_3
124,125,79.70339386,12.600814822500002,residential,group_4
124,1874,50.28572125,12.7028195265,tertiary,group_3
124,1875,184.9975605,46.17641922,tertiary,group_3
125,2000,252.9645362,39.99276723,residential,group_4
125,124,79.70339386,10.6605878355,residential,group_4
125,686,79.46011636,12.56235354,residential,group_4
126,240,334.3901963,92.743366995,residential,group_4
126,127,79.01501837,22.462745325,residential,group_4
127,2253,58.72139682,14.250619791,residential,group_4
127,1181,153.9312675,43.760274075,residential,group_4
127,126,79.01501837,21.91487349,residential,group_4
128,255,109.5322977,26.681078160000002,tertiary,group_3
128,129,93.4719097,14.777566777499999,residential,group_4
128,2633,161.3423012,40.271935035,tertiary,group_3
129,128,93.4719097,20.4865584,residential,group_4
130,3387,345.2931007,26.324815905,motorway_link,group_1
130,3268,1013.065892,143.42880963,motorway_link,group_1
131,3939,114.7365402,9.3114844005,motorway,group_1
132,3271,224.0472338,25.217238825000003,motorway_link,group_1
133,147,117.0364566,11.4825978195,secondary,group_3
134,2584,314.3819527,50.942927505,motorway_link,group_1
134,2637,147.7606227,28.253003055,primary,group_2
135,1201,88.09052762,10.2204583395,tertiary,group_3
136,3029,12.27819713,1.9895776484999999,motorway_link,group_1
137,749,210.3361438,61.25372847,residential,group_4
138,200,853.6778709,69.28052883000001,motorway,group_1
139,3708,118.9357727,12.4946124225,primary,group_2
140,2706,47.82379598,6.396588061499999,residential,group_4
141,142,89.18349519,18.661648155,unclassified,group_4
142,1668,100.2800702,15.220062854999998,secondary,group_3
143,66,109.3943474,15.445898955,primary,group_2
143,3621,70.97217913,10.627603953,trunk_link,group_2
