request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,rider_declined,decision_time,chosen_operator_id,operator_id,vehicle_id,vehicle_id_cancelled_rq,pickup_time,dropoff_time,fare,modal_state,initial_expected_wait_time,last_wait_time,diffusion_cancelled,diffusion_decision_time,max_diff_dec_time_reached,last_diffusion_state_value,no_show_stat,diffusion_state_values
68,BasicRequest_no_show,2,34740,34740,1312;-1;-1,3044;-1;-1,,,,,1328.5507267470002,8681.859273148,0:t_wait:1114.9477698874107;t_drive:1628.550726747002;fare:1736,True,,,,,,,,,0,,,False,,False,,False,[]
72,BasicRequest_no_show,1,35040,35040,1080;-1;-1,427;-1;-1,,,,,970.7633439205954,7514.477687491,0:t_wait:1153.3967846818705;t_drive:1270.7633439205965;fare:751,False,35070,0,,,,,,751,0,,1153.3967846818705,True,35070,True,-46.015019285232334,False,[]
50,BasicRequest_no_show,2,32940,32940,1391;-1;-1,1586;-1;-1,,,,,1659.2855118390003,15802.559269953003,0:t_wait:43.952881888937554;t_drive:1959.2855118389998;fare:3160,False,,0,0,4,,33230,35089.48368205049,3160,0,,43.952881888937554,False,32954.65000000085,False,80.51137839733298,False,[]
63,BasicRequest_no_show,1,34320,34320,236;-1;-1,3562;-1;-1,,,,,269.9816868563421,1870.9091831330002,0:t_wait:612.7156375443083;t_drive:569.981686856343;fare:187,False,,0,0,6,,34922.1874854309,35176.11077819295,187,0,,612.7156375443083,False,34324.80000000028,False,80.22008044159588,False,[]
58,BasicRequest_no_show,1,33720,33720,1336;-1;-1,3475;-1;-1,,,,,691.0920169478009,4220.669677538999,0:t_wait:975.6170322713951;t_drive:991.0920169477977;fare:422,False,,0,0,3,,34340.32898638264,35277.71660413433,422,0,,975.6170322713951,False,33750,True,9.077835421069986,False,[]
62,BasicRequest_no_show,1,34260,34260,2637;-1;-1,3702;-1;-1,,,,,668.1707738228733,5013.37744405,0:t_wait:286.8516122329456;t_drive:968.1707738228724;fare:501,False,,0,0,10,,34592.03112993149,35367.879594173995,501,0,,286.8516122329456,False,34264.50000000026,False,80.05189670322252,False,[]
75,BasicRequest_no_show,1,35400,35400,1315;-1;-1,3562;-1;-1,,,,,697.4539944455958,5045.574573479,0:t_wait:1260.9029085739385;t_drive:997.4539944455973;fare:504,True,,,,,,,,,0,,,False,,False,,False,[]
76,BasicRequest_no_show,1,35400,35400,1693;-1;-1,3562;-1;-1,,,,,1200.5191527422462,9494.50214922,0:t_wait:1123.8526350993707;t_drive:1500.519152742243;fare:949,True,,,,,,,,,0,,,False,,False,,False,[]
57,BasicRequest_no_show,1,33600,33600,276;-1;-1,833;-1;-1,,,,,532.373665157663,4155.20702128,0:t_wait:823.1094949378094;t_drive:832.3736651576619;fare:415,False,,0,0,9,,34159.71767948513,35436.06477450196,415,0,,823.1094949378094,False,33615.15000000088,False,80.88822525545966,False,[]
79,BasicRequest_no_show,1,35520,35520,2494;-1;-1,425;-1;-1,,,,,693.7804382614727,3890.38688988,0:,False,,,,,,,,,0,,,False,,False,,False,[]
80,BasicRequest_no_show,1,35640,35640,674;-1;-1,427;-1;-1,,,,,451.3983400697832,4228.389889579999,0:t_wait:1267.7468444800252;t_drive:751.3983400697834;fare:422,False,35660,0,,,,,,422,0,,1267.7468444800252,True,35662.400000001304,False,-80.36059818952542,False,[]
81,BasicRequest_no_show,1,35700,35700,1281;-1;-1,989;-1;-1,,,,,706.2598410549144,4067.0613190299996,0:t_wait:1270.3576362313615;t_drive:1006.2598410549108;fare:406,True,,,,,,,,,0,,,False,,False,,False,[]
85,BasicRequest_no_show,1,36000,36000,1311;-1;-1,3562;-1;-1,,,,,359.0990631237868,2780.88016807,0:,False,,,,,,,,,0,,,False,,False,,False,[]
86,BasicRequest_no_show,1,36000,36000,1926;-1;-1,1587;-1;-1,,,,,1060.5838963427855,10461.899898846998,0:,False,,,,,,,,,0,,,False,,False,,False,[]
87,BasicRequest_no_show,1,36120,36120,1013;-1;-1,333;-1;-1,,,,,674.6406253633509,4976.67022652,0:t_wait:1194.0712247448319;t_drive:974.640625363354;fare:497,True,,,,,,,,,0,,,False,,False,,False,[]
