from_node,to_node,distance,travel_time
319,313,402.0295151,23627870.65140347
319,318,301.6228479,27521831.04140482
320,1970,62.85449317,4187075.626763593
320,1969,81.00566427,3506104.9107749914
321,322,108.0570173,4676947.500825596
321,3525,105.7299132,7308635.940861211
321,719,316.1447303,21506787.336329143
322,323,138.5064364,5994865.928600463
322,321,108.0570173,6350671.113121046
323,324,69.28621915,2998861.319208851
323,322,138.5064364,8140228.615582284
324,325,134.5872342,5825234.159945376
324,323,69.28621915,4072053.8233097326
325,324,134.5872342,7909891.291317826
325,3758,214.5787453,9287444.270348955
326,327,38.54646525,2510128.140013731
326,830,125.8609461,5447541.045837123
327,326,38.54646525,1668376.5553086682
327,833,257.4188369,15513942.410757737
327,3564,217.4224993,19513671.39642929
328,3562,12.07610987,834767.4555121458
329,3828,24.74683376,966439.7033963868
330,784,82.63015771,3576416.59208483
331,332,386.7382337,16738888.973249385
331,419,91.69796762,5742116.355661255
332,333,338.1333969,20378392.3119116
332,331,386.7382337,29824682.816976823
332,269,95.20363567,8829344.785537524
332,734,94.7489781,4100946.0315647144
333,2384,93.89072409,5518097.057031182
333,332,338.1333969,31864849.384919494
333,272,137.9356191,7418918.443368195
334,3351,16.24589281,1001168.0966199143
334,3348,147.4748368,10194275.77242929
335,2582,21.52157009,1997254.604231455
335,336,410.3945371,25290941.06580516
335,1492,175.4386315,13088240.464997511
336,2671,18.73165842,1709185.9646838366
336,3974,149.8073203,9232013.99425211
336,2252,173.4423671,7506970.5357341105
337,338,232.4605319,14325594.232533634
338,3115,17.23228787,1079083.9167274197
338,3665,225.5429148,14123471.800677197
339,247,182.1500764,7883859.520189833
340,2821,122.2827992,5292670.909910748
340,718,112.8158799,5856483.893712605
340,1455,72.98375247,3146353.293672297
341,342,177.355089,11870565.089002606
341,3097,98.48727097,5020923.136641388
341,1587,202.4156881,13325801.006780013
342,343,200.9651827,13450813.821126446
342,341,177.355089,11675965.661314048
342,3143,96.16968976,4145906.58723074
343,342,200.9651827,13230308.67651783
343,344,185.447419,12412193.359506031
344,343,185.447419,12208714.77984199
344,345,166.972751,11175664.142647468
345,344,166.972751,10992456.533751613
345,3310,258.4128696,17295848.71871599
346,3580,32.54754199,2142729.508778557
347,290,28.6661594,2701427.484162078
347,353,53.07459182,4100140.2910265075
347,348,310.3689192,28784133.916618045
348,349,93.59825814,8820466.792061107
348,347,310.3689192,29248394.141079634
348,1845,106.1839134,5711141.173889972
349,350,93.99434034,7261289.606439416
349,348,93.59825814,8680459.382663308
349,1406,270.0707859,18668785.328027587
349,3571,249.9964283,16732527.3365614
350,351,278.0742808,21481909.207843214
350,349,93.99434034,8857792.592281193
350,1214,101.5222925,5966615.646772632
350,2175,101.5132269,4393717.730871272
351,352,84.11148097,5952608.866535887
351,350,278.0742808,21065956.385077357
352,351,84.11148097,6371998.10104947
352,615,161.6914642,9744710.583089577
352,1035,51.31427746,2759957.4485998917
353,347,53.07459182,4922226.627989031
353,1266,80.03997036,6183280.852197512
354,353,192.6369424,8337754.3512938805
355,2902,459.818375,10616199.111873282
356,357,75.79950095,4076904.277034735
356,634,103.1118495,4462909.663104697
356,2227,393.1976461,20649072.899653923
358,2345,83.88611007,6167906.742142278
358,359,140.7353266,6091337.242771171
358,2372,17.14639374,1334885.81697286
359,358,140.7353266,10661626.967107432
360,361,55.68993658,2763907.0298011657
360,1152,159.2527788,9597737.55821045
361,360,55.68993658,3356283.0108859874
361,1812,241.0204487,16396210.460425902
361,1811,153.4902554,10104852.145500025
362,1367,180.7400989,5738239.701613244
362,1165,183.7732711,5834538.583094273
363,364,150.2991108,6505279.047376952
363,362,150.9527448,6533569.777246344
364,363,150.2991108,6505279.047376952
364,365,176.1144419,7622623.865449307
365,1731,43.38749422,1628961.8411951081
366,2912,176.1385612,7623667.800185358
366,2170,236.0574588,17655132.65696131
367,261,159.6442458,6909757.228197737
367,307,81.68106442,3535337.7281167647
367,876,73.24280242,4414147.125376809
367,2189,114.8070953,6919115.500780958
368,3812,47.24023275,2088375.2182340792
370,369,93.64905316,5643977.089004039
371,370,71.64258488,4317706.309063364
372,373,72.57640711,3141267.9556454513
372,371,75.32638205,4539718.877339519
373,372,72.57640711,4373985.268586212
373,374,83.17173159,3599857.111301679
374,373,83.17173159,5012537.037966092
374,1727,70.22030128,2636386.2058620816
374,3127,91.32628468,4774352.319517294
375,120,72.76031672,2731749.819560183
376,375,174.7894875,6562384.173152186
377,376,79.08255272,2969115.018442201
377,2267,146.5346063,7160268.849624392
377,2328,145.300907,4613096.032180942
378,2294,81.83958353,5722459.343695338
378,1967,105.4910462,6919975.595425953
379,378,66.39270872,4001310.3629808114
380,1813,137.3453527,9514549.102696264
381,319,250.0753638,18570783.09055409
382,383,175.9471573,10603862.947257405
382,2550,106.6373657,4615501.83064461
383,382,175.9471573,7615383.417384576
384,3545,213.6494278,6783063.838306955
385,386,82.02599272,6091311.417450754
385,2179,74.75120216,6708921.109085222
386,385,82.02599272,7361833.631037774
386,1625,145.7725927,10825181.493288789
387,2678,17.22165304,877967.2268991701
387,988,340.6043137,20651505.055871863
388,387,152.5820723,7778699.209724738
389,388,77.4402629,3947937.676313499
390,389,106.7632509,5442836.1262426
391,390,204.6320441,10432229.003242463
392,391,177.3724131,9042521.374166837
393,392,83.62841362,4263412.242987927
394,479,79.07187067,4765449.423667483
395,1895,162.5243765,6101896.693706218
396,397,246.4074098,19035567.002664726
396,1910,113.4348639,6836414.796821709
396,439,297.9611096,23770677.724996097
397,396,246.4074098,14850313.252422487
397,1276,111.2166475,6702728.84745251
397,1538,55.00639137,4249376.467662336
398,3047,17.32788379,1085070.1219189574
398,3951,33.93042458,2090993.6436555742
399,400,112.4174278,4390245.098612008
399,3043,74.80941277,2151563.8605556106
400,401,80.88433193,3158781.059260077
400,399,112.4174278,3233193.071444427
401,3982,12.53895252,489684.52595168963
401,400,80.88433193,2326282.2019295567
402,403,81.82882494,5042776.650956428
402,3985,106.5183232,3063531.2610114347
403,1190,114.3604434,4949773.772001902
403,3811,60.02700862,3699219.6541111236
403,402,81.82882494,2353446.3910153587
404,3947,15.67914514,588665.688124828
404,3811,65.13101614,1873207.3322413638
405,3618,136.4924213,3925604.4138859725
405,406,53.13184496,3274298.84744655
406,3163,47.67486293,2938007.3070724993
406,405,53.13184496,1528103.927459747
407,100,22.96539863,660498.7248944768
408,3991,130.882421,3764257.419218467
409,3989,138.4798781,5408063.658646836
410,2910,18.86219864,1143651.958589551
410,3512,34.47771669,1346460.5052210568
411,694,219.172187,16931580.323557843
411,2684,153.6656167,9469785.062435506
411,3511,105.2186279,4843455.929740011
412,2911,13.41126826,425788.59059925564
412,3946,58.50802383,3411760.774452163
413,768,141.1524647,5299498.921252218
413,2685,114.1872019,6545065.670127646
413,3794,89.38351657,5597185.693259186
414,3796,261.0832634,16349004.410616918
414,3794,42.98488817,2506564.8395191957
415,2695,14.33489006,538196.3011696006
415,1249,137.2406459,5152631.633822874
415,3793,72.0969335,4514701.817012514
416,3793,121.8189601,7103592.33571997
416,417,79.12761836,4954962.507776002
417,1623,109.5776722,4670541.833954564
