time,share_active_fleet_size
25200,0.5555555555555556
28800,0.6666666666666666
32400,0.6666666666666666
36000,0.8888888888888888
39600,1.0
43200,0.8888888888888888
46800,0.8888888888888888
50400,0.8888888888888888
54000,0.8888888888888888
57600,0.8888888888888888
61200,0.8888888888888888
64800,0.8888888888888888
