from_node,to_node,distance,travel_time
0,3057,811.8680089,59.34429393655676
1,2596,302.3705313,33.461078067092984
1,3336,752.9087789,52.92946173958171
2,3463,121.237271,14.895760860032064
3,1348,14.36982408,1.7655417452808828
4,2573,59.00546859,4.077376499343179
5,4,842.8680448,50.14173385713902
6,2520,902.8083695,43.587090288841296
7,2527,612.3060364,21.230416317498324
8,2667,609.2651384,28.97961568445289
9,3375,207.1395888,9.497401304822915
10,3123,287.8996015,16.110871550765122
11,1450,195.2615128,16.32285708202348
12,2539,94.09401367,5.575239766862523
13,10,17.73932739,0.992693367434866
13,43,140.1966346,8.306903087528427
14,3782,134.3022256,16.500980416352984
15,3,22.2425064,3.0167299754566135
15,16,176.2514067,14.180491181448277
16,2844,168.7794976,13.579330926272794
17,4019,222.5444849,16.000435002470084
18,2836,214.1808374,10.187483187234893
19,20,68.56170713,3.2611285269617336
20,3895,267.0805951,12.70365316210723
21,4063,86.9021125,4.133487481358465
22,2650,83.56143499,3.974588597831309
23,24,17.44030793,1.033369653727721
23,2571,352.8930319,29.11501177396464
24,13,17.1956148,0.9622671922738867
24,3840,511.7234601,30.32053659102935
25,2525,389.9413971,18.826155646777543
26,2651,722.559967,25.053238088057967
27,58,140.628584,6.688979990770001
28,30,21.65750617,1.4165639230740776
28,3049,206.1928693,12.217298843448866
29,2793,114.7885917,14.808619221318224
30,492,153.7231007,12.36795277569231
30,1679,121.5339027,7.9492320395271
31,4061,551.4479183,26.2295472647295
32,14,188.8053654,23.197483317451184
33,2578,1059.073725,79.95220512784088
34,3388,87.57969207,12.27429529729987
34,3390,191.3883146,17.025992573603997
35,3798,702.9274663,33.434651920617
36,3642,138.7330118,6.59881734942995
37,964,20.94585036,0.9603724121253708
38,355,74.4122279,3.5394077734945903
39,71,471.6481435,51.365288952240995
39,3931,655.7895104,47.9355819424016
40,2565,17.23540524,2.3765819702077344
40,3303,173.5536589,21.323589501189158
41,40,94.14958868,12.982242764057725
41,106,205.9274822,28.39524424032705
42,3037,78.84028071,3.750027519498945
43,3785,133.4349246,7.906259591713993
44,2574,180.9414023,10.7211039513053
45,3329,354.0884558,37.94036630744554
46,2738,650.9610806,22.570698190912925
47,3385,305.2274014,15.513496864177872
48,2672,20.39201609,3.6867050279763696
48,1343,73.75740727,10.753783008911013
48,2734,252.1825724,34.773337003254746
49,3116,32.50099913,4.481547573798242
49,3134,12.0810238,1.3369162619128072
50,49,68.3035197,9.418340396212956
51,2608,15.61305679,0.715862509934791
51,3251,54.9156453,2.995156860813848
52,3261,25.83894377,1.891585632750979
53,3262,417.0864173,30.533549726447376
54,2602,80.36115879,8.058163078240922
55,2591,9.775329937,0.9802148694369547
56,71,569.7350869,38.15593894331872
56,130,188.598512,20.539500044540773
57,8,614.568568,29.231872613528186
58,2568,192.8435579,9.172578312999844
59,3902,762.1981511,36.79850647482072
60,3101,444.9842759,21.483595484913327
61,62,241.1888427,24.978007391328948
62,3223,104.6643268,10.839250685582092
63,2700,102.4418121,13.215788821553867
64,418,13.3681861,1.1738733377552777
64,2694,41.55008843,5.360283883638265
65,2629,111.2175321,14.347924810467312
65,2767,123.5821534,11.945408514634925
66,65,28.99237736,2.802393241888717
66,3656,223.5096241,18.440390566816077
67,3226,128.0736806,12.379557994030526
68,2666,100.980186,4.803109183736658
69,3559,78.74000955,7.171260937673864
69,2606,169.9812521,11.118053364863036
69,1471,54.06578246,5.822972333309198
70,2621,575.5622494,19.95640324407786
71,3272,529.1314036,39.31143798549702
72,2828,59.82230477,2.8454400100913144
73,3233,83.8566713,3.9886314737473287
74,3377,28.2407436,1.2948450687656654
75,797,72.96281787,3.4704667771774687
76,3915,211.4044589,24.679957526514258
77,3588,210.8887098,19.20672826175085
78,60,154.9585276,7.481312272827759
79,3333,692.0183857,23.994273377759303
80,44,113.762371,6.740625361501395
81,2653,105.2974908,14.757445077101606
81,3389,390.7939572,43.246235189096666
82,183,103.9923635,13.555881418009752
82,3390,377.2365942,26.697606656938603
83,3469,78.52832295,5.136343416425557
83,2118,151.4523185,13.451192362127971
83,15,91.59614087,12.423097415711887
83,3916,207.0609634,28.08348140931625
84,107,95.66282859,5.668194876056458
84,106,135.266589,18.65184671599194
85,3610,559.8246432,53.068509130254675
86,2576,131.6639121,6.036822886688437
86,87,99.79758839,6.594969556500618
87,2835,17.03029586,1.1254208095316507
87,2576,54.47888766,4.085950958150582
88,2523,536.0006204,25.877814412207044
89,3086,144.1269493,6.855379271470608
90,1784,259.841945,16.995619075825285
91,6,412.0520593,19.893646226601955
92,5,782.0228614,46.522088992792554
93,2820,414.2165693,27.372862496899984
94,95,16.03652362,1.6080520053912393
94,2810,170.9162125,18.075376408670888
95,2807,19.88802033,2.565708976236904
95,2946,666.7955995,67.95860277246489
96,3277,119.7691339,11.956411993365185
96,3296,84.63577294,8.486797239368457
97,3132,69.25028662,7.057864095444171
98,643,22.9694041,2.9632313978874105
98,99,62.20229161,4.017443752785116
99,3285,353.9047267,28.881679528237076
100,2909,17.05127189,1.4195605152425665
100,3176,29.2251578,3.6505809961157554
101,2680,396.3703278,17.90749325902738
101,102,806.6190184,57.99404635369274
102,3332,2272.145172,163.36199545151095
103,104,474.4826869,24.11607097179258
103,3267,693.8621749,52.38144393892865
104,3270,466.3087123,22.5131275174874
105,2837,600.2206776,74.97493133690143
106,107,61.82728964,8.525336061758852
106,41,205.9274822,28.39524424032705
107,105,15.17145734,2.091985159852622
107,13,688.7951213,40.81235141003794
108,2856,775.5403958,37.35948227208073
109,25,954.9376735,46.10386434558194
110,111,97.73003137,15.252883599151971
111,916,99.95103611,19.09702879576813
111,110,97.73003137,15.554055778207685
111,1092,170.4718559,26.605817464641916
112,1687,89.67603626,10.469035410889378
112,1686,132.4572957,11.764155099112898
113,2271,75.95765777,4.968202563658779
113,2470,77.9863075,7.102617384012753
114,2272,204.6340761,18.174514255171317
115,1843,64.2949313,5.710335091417363
115,3953,31.17234754,2.038906168464838
115,3954,33.09479917,2.951024595384615
117,118,97.87980789,11.851226945181686
118,119,105.0875331,12.723933884375912
119,120,106.7881421,12.929842568708906
119,118,105.0875331,9.370532613199073
120,119,106.7881421,9.522173926287982
120,4000,295.720337,31.059053853096824
121,122,247.408882,16.182403166232362
122,123,104.402815,6.828729957920101
123,3953,32.69899973,2.9041518796675008
123,2457,167.8758105,10.980341636334705
124,125,79.70339386,8.831704767162648
124,1874,50.28572125,8.46854635091355
124,1875,184.9975605,31.155174408516498
125,2000,252.9645362,22.556552296958767
125,124,79.70339386,8.149427145665102
125,686,79.46011636,8.804747884267996
126,240,334.3901963,61.82891132809838
126,127,79.01501837,14.041752271848443
127,2253,58.72139682,10.4353744928588
127,1181,153.9312675,27.35511261121267
127,126,79.01501837,14.609915658570634
128,255,109.5322977,18.153381029956645
128,129,93.4719097,10.357354567718614
128,2633,161.3423012,27.171426043190433
