operator_id,vehicle_id,vehicle_type,status,locked,earliest_start_time,start_time,end_time,first_attempt_time,no_show_wait_delay,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,10,default_vehtype,route,False,-1000,25260,25460.161370052156,25260,0,544;-1;-1,3964;-1;-1,1106.8519885599999,0.6202948099826744,0.6201841247838185,0.0,,0,,0,,,544;1408;1407;3571;3572;1262;3964,544:25260;1408:25324.394255821975;1407:25330.348826356312;3571:25336.774783096134;3572:25339.591640273156;1262:25449.085438329857;3964:25460.161370052156
0,10,default_vehtype,boarding,True,25260,25460.161370052156,25470.054486568988,25460.161370052156,0.0,3964;-1;-1,3964;-1;-1,0.0,0.6201841247838185,0.6201841247838185,0,,0,1,1,1,,,
0,7,default_vehtype,route,False,-1000,25500,25758.895475980666,25500,0,469;-1;-1,1887;-1;-1,2166.9384265719996,0.8045332696397407,0.8043165757970834,0.0,,0,,0,,,469;470;471;472;1048;3669;1558;4028;2133;2191;2687;423;1873;1874;124;125;686;237;1257;1256;1876;1877;189;1887,469:25500;470:25514.62736765775;471:25523.721253237225;472:25532.880679541544;1048:25548.94673009422;3669:25555.11718385741;1558:25557.386602841347;4028:25577.545879320285;2133:25583.586506951935;2191:25585.798683110126;2687:25598.59139332398;423:25601.595994345775;1873:25639.41058542937;1874:25647.161701390185;124:25656.763774688894;125:25666.953920709842;686:25671.073398058244;237:25683.88585528891;1257:25709.614184509395;1256:25712.7522502746;1876:25723.088230254485;1877:25726.06933825973;189:25733.58712793053;1887:25758.895475980666
0,6,default_vehtype,route,False,-1000,25500,25758.895475980666,25500,0,2720;-1;-1,3931;39;0.479,3483.4736860570656,0.7705811061417018,0.7702327587730955,0.0,,0,,0,,,2720;2719;3251;51;2608;3249;3258;3121;3257;3256;2726;2723;2721;2592;2591;3329;45;3931,2720:25500;2719:25504.316049235164;3251:25551.39339175347;51:25554.404923688435;2608:25556.657241830104;3249:25559.109543074777;3258:25614.423027938265;3121:25615.865057294854;3257:25616.414759453513;3256:25617.396151834895;2726:25650.751487770412;2723:25656.663507968813;2721:25658.709246499096;2592:25690.082519175627;2591:25691.000011718523;3329:25700.858872272896;45:25719.829903317273;3931:25738.638148576287
0,7,default_vehtype,boarding,True,25500,25758.895475980666,25790.385604685296,25758.895475980666,0.0,1887;-1;-1,1887;-1;-1,0.0,0.8043165757970834,0.8043165757970834,0,,0,2,1,2,,,
0,8,default_vehtype,route,False,-1000,25260,25924.56306324031,25260,0,118;-1;-1,1169;-1;-1,5326.1430861499975,0.8668741481401414,0.8663415338315263,0.0,,0,,0,,,118;119;120;375;376;377;2267;3836;932;3159;3834;3291;645;3294;3295;2528;3274;647;3293;648;3284;2807;95;94;2810;2815;2813;3634;3439;3633;2590;3631;3636;3843;1169,118:25260;119:25271.31311863386;120:25297.852186793098;375:25300.15113661555;376:25317.141199812268;377:25326.414311979883;2267:25334.543934122827;3836:25348.610736792532;932:25353.33494901163;3159:25353.68870104496;3834:25355.49687752892;3291:25380.793979974125;645:25385.217637255315;3294:25449.817188069683;3295:25451.57838019139;2528:25466.117060104847;3274:25525.25019191478;647:25535.261628928933;3293:25537.022735896684;648:25590.890930619877;3284:25641.32234702255;2807:25653.408779130896;95:25657.52573139162;94:25659.886425147182;2810:25711.027337190037;2815:25722.658118045605;2813:25739.943295426918;3634:25796.909981321813;3439:25809.264906059827;3633:25819.044540898565;2590:25852.639737060144;3631:25896.230715277914;3636:25903.069973332123;3843:25905.458877378584;1169:25924.56306324031
0,11,default_vehtype,route,False,-1000,25260,25924.56306324031,25260,0,1612;-1;-1,3625;3438;0.824,4725.449392241622,0.9010235593143332,0.9005510143751104,0.0,,0,,0,,,1612;1613;418;3576;3594;3595;3596;3845;2698;3208;504;3211;2859;3213;2658;3214;2557;2558;3217;3221;2822;1703;628;3138;1419;3139;1702;1701;3141;3579;2363;2126;3544;1418;2364;2934;3625,1612:25260;1613:25262.049643658967;418:25286.600070431115;3576:25290.727359271234;3594:25292.670565807795;3595:25314.06451540514;3596:25317.614734955183;3845:25368.67641852974;2698:25520.465614028144;3208:25530.521720617253;504:25552.52881896783;3211:25558.17632501781;2859:25576.489496973423;3213:25590.98395033248;2658:25602.86909147755;3214:25613.752310001957;2557:25638.237123277093;2558:25678.726457212804;3217:25689.640667827283;3221:25696.031338350553;2822:25699.452705782136;1703:25705.188364237747;628:25736.004052308683;3138:25742.387577513797;1419:25744.665566113705;3139:25749.054019019914;1702:25755.83618136533;1701:25758.33769338866;3141:25779.146885016857;3579:25787.65853211894;2363:25794.02936209728;2126:25804.590205344004;3544:25840.707649617132;1418:25842.143362637515;2364:25848.96733203087;2934:25851.17878329768;3625:25901.096899395
0,8,default_vehtype,boarding,True,25260,25924.56306324031,26042.95397178693,25924.56306324031,0.0,1169;-1;-1,1169;-1;-1,0.0,0.8663415338315263,0.8663415338315263,0,,0,0,1,0,,,
0,10,default_vehtype,route,False,-1000,25470.054486568988,26110.57912877049,25470.054486568988,0.0,3964;-1;-1,442;-1;-1,4734.96103111,0.6201841247838185,0.6197106286807078,0.0,,0,1,1,,,3964;1262;290;347;353;1266;1265;1264;1186;1263;2122;3570;3569;3645;426;3567;3314;2716;428;3771;172;2596;429;3112;430;431;432;433;434;248;2668;435;3664;436;437;2105;2106;442,3964:25470.054486568988;1262:25491.811489187538;290:25530.76351789754;347:25537.63771833999;353:25543.91853055085;1266:25556.886999176742;1265:25568.927282097597;1264:25595.078445948333;1186:25618.107145236747;1263:25632.827886980653;2122:25634.77019928681;3570:25664.991249064293;3569:25668.52107495221;3645:25685.59015656109;426:25712.29095884804;3567:25715.504609670366;3314:25716.894457160408;2716:25773.17362468017;428:25775.788933841945;3771:25797.192701706736;172:25801.31653623657;2596:25808.30476905045;429:25820.291296026528;3112:25821.534457298952;430:25835.030919196943;431:25854.60969331973;432:25863.53273055704;433:25909.338472877986;434:25939.472684574106;248:25962.80607116743;2668:25973.134544342804;435:25991.556644969955;3664:25995.158777216322;436:25999.01225941309;437:26017.491647177536;2105:26044.009129082966;2106:26054.322780875522;442:26110.57912877049
0,10,default_vehtype,boarding,True,-1,26110.57912877049,26140.57912877049,26110.57912877049,0.0,442;-1;-1,442;-1;-1,0.0,0.6197106286807078,0.6197106286807078,0,,0,1,1,,1,,
