time,event,station_id,ch_op_id,vid,op_id,veh_type,current_soc,socket_id,socket_power,initial_soc,transferred_power,connection_duration
43633.78020053458,detach,2,op_0,1,0,default_vehtype,1.0,0,15,0.992,0.3907508355607603,93.78020053458022
