request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,rider_declined,decision_time,chosen_operator_id,operator_id,vehicle_id,vehicle_id_cancelled_rq,pickup_time,dropoff_time,fare,modal_state,initial_expected_wait_time,last_wait_time,diffusion_cancelled,diffusion_decision_time,max_diff_dec_time_reached,last_diffusion_state_value,no_show_stat,diffusion_state_values
395,BasicRequest_no_show,1,63660,63660,2636;-1;-1,865;-1;-1,,,,,1096.8993242483598,7080.31500574,0:t_wait:921.7679504023254;t_drive:1396.8993242483557;fare:708,False,,0,0,2,,64581.76795040231,65682.6393916594,708,0,,921.7679504023254,False,63690.0,True,49.71749993665938,False,[]
419,BasicRequest_no_show,1,65820,65820,3177;-1;-1,2308;-1;-1,,,,,290.553021087,2196.80675784,0:t_wait:1408.9670722216833;t_drive:590.5530210870056;fare:219,False,65820,0,,,,,,219,0,,1408.9670722216833,True,65827.25000000042,False,-81.10705741330251,False,[]
392,BasicRequest_no_show,1,63540,63540,3969;-1;-1,1827;-1;-1,,,,,1726.2869989958695,15711.048033882998,0:t_wait:705.7912344416836;t_drive:2026.2869989958708;fare:1571,False,,0,0,11,,64245.791234441676,65972.2291782206,1571,0,,705.7912344416836,False,63547.20000000042,False,82.58304948095348,False,[]
420,BasicRequest_no_show,1,66000,66000,2582;-1;-1,2862;-1;-1,,,,,289.09829376,3366.4432613999998,0:t_wait:1378.7810567162378;t_drive:589.0982937600056;fare:336,True,,,,,,,,,0,,,False,,False,,False,[]
421,BasicRequest_no_show,1,66060,66060,1815;-1;-1,3174;-1;-1,,,,,377.45903869800003,2800.0201070900002,0:t_wait:1333.403338183969;t_drive:677.459038697998;fare:280,True,,,,,,,,,0,,,False,,False,,False,[]
407,BasicRequest_no_show,1,64500,64500,3525;-1;-1,3442;-1;-1,,,,,832.2758364606881,4666.000626550001,0:t_wait:995.366391212985;t_drive:1132.2758364606852;fare:466,False,,0,0,4,,65230.19527618701,66092.31871079758,466,0,,995.366391212985,False,64530.0,True,43.62118151766875,False,[]
422,BasicRequest_no_show,2,66240,66240,2636;-1;-1,452;-1;-1,,,,,899.7732874169999,7762.30138128,0:t_wait:901.7778065152233;t_drive:1199.7732874170033;fare:1552,True,,,,,,,,,0,,,False,,False,,False,[]
400,BasicRequest_no_show,1,64140,64140,1606;-1;-1,2205;-1;-1,,,,,899.0217382590247,9333.751615729001,0:t_wait:878.5530934339331;t_drive:1199.02173825902;fare:933,False,,0,0,8,,65018.55309343394,66241.58226492089,933,0,,878.5530934339331,False,64170.0,True,55.97249348031303,False,[]
428,BasicRequest_no_show,1,66600,66600,3266;-1;-1,4069;-1;-1,,,,,244.312319487,1681.40055439,0:t_wait:1033.0538366854307;t_drive:544.3123194869986;fare:168,True,,,,,,,,,0,,,False,,False,,False,[]
427,BasicRequest_no_show,1,66600,66600,427;-1;-1,2223;-1;-1,,,,,348.96502438500005,2289.64521727,0:t_wait:1060.9583440955903;t_drive:648.9650243850047;fare:228,False,66630,0,,,,,,228,0,,1060.9583440955903,True,66630.0,True,-7.594858903652057,False,[]
412,BasicRequest_no_show,2,65220,65220,2494;-1;-1,427;-1;-1,,,,,456.8513814015,3139.0638152499996,0:t_wait:798.694049343816;t_drive:756.8513814015023;fare:627,False,,0,0,9,,66097.98743266554,66753.41234485236,627,0,,798.694049343816,False,65244.85000000145,False,80.9144206719256,False,[]
409,BasicRequest_no_show,1,64920,64920,2122;-1;-1,502;-1;-1,,,,,598.8451873230001,4721.821761188001,0:t_wait:835.0979907961882;t_drive:898.8451873229933;fare:472,False,,0,0,3,,65844.30441667653,66838.87182812263,472,0,,835.0979907961882,False,64932.85000000075,False,82.3565965331257,False,[]
415,BasicRequest_no_show,2,65580,65580,334;-1;-1,1811;-1;-1,,,,,111.753357465,806.45606659,0:t_wait:736.003604676007;t_drive:411.7533574650006;fare:161,False,,0,0,6,,66685.53356076607,66864.03652955829,161,0,,736.003604676007,False,65585.0500000003,False,80.90826931854045,False,[]
430,BasicRequest_no_show,1,66960,66960,3661;-1;-1,544;-1;-1,,,,,611.9454308339998,4364.12566544,0:t_wait:804.2914375560067;t_drive:911.9454308340064;fare:436,True,,,,,,,,,0,,,False,,False,,False,[]
408,BasicRequest_no_show,1,64740,64740,3176;-1;-1,1587;-1;-1,,,,,1385.7502657648793,12348.12629031,0:t_wait:865.8072420254321;t_drive:1685.750265764873;fare:1234,False,,0,0,5,,65357.63926580466,66993.11845331566,1234,0,,865.8072420254321,False,64762.90000000133,False,81.640749898721,False,[]
433,BasicRequest_no_show,1,67080,67080,2223;-1;-1,1815;-1;-1,,,,,474.9108362325,2946.2914943700002,0:t_wait:1195.6515077272634;t_drive:774.910836232506;fare:294,True,,,,,,,,,0,,,False,,False,,False,[]
425,BasicRequest_no_show,1,66480,66480,427;-1;-1,3572;-1;-1,,,,,199.772883411,1435.8444203899999,0:t_wait:177.96080130263;t_drive:499.7728834110021;fare:143,False,,0,0,9,,66753.41234485236,67235.52086879847,143,0,,177.96080130263,False,66487.70000000045,False,80.22744453071259,False,[]
435,BasicRequest_no_show,1,67260,67260,873;-1;-1,4068;-1;-1,,,,,311.1219693945,2239.8660702899997,0:t_wait:1180.2243346428004;t_drive:611.1219693945022;fare:223,True,,,,,,,,,0,,,False,,False,,False,[]
436,BasicRequest_no_show,2,67320,67320,1186;-1;-1,613;-1;-1,,,,,343.40039946900004,2339.2984463499997,0:t_wait:1372.9741357877065;t_drive:643.4003994689992;fare:467,True,,,,,,,,,0,,,False,,False,,False,[]
414,BasicRequest_no_show,1,65400,65400,4083;-1;-1,1887;-1;-1,,,,,1119.6233522400003,12404.88991683,0:t_wait:433.7920154582098;t_drive:1419.6233522399998;fare:1240,False,,0,0,10,,65605.8549312752,67344.5314439007,1240,0,,433.7920154582098,False,65404.550000000265,False,80.4370886010888,False,[]
437,BasicRequest_no_show,1,67380,67380,1587;-1;-1,544;-1;-1,,,,,689.9331088679999,5983.281768966999,0:,False,,,,,,,,,0,,,False,,False,,False,[]
410,BasicRequest_no_show,1,65040,65040,2636;-1;-1,1541;-1;-1,,,,,545.5939951815,4052.82615446,0:t_wait:716.3935682010051;t_drive:845.5939951814944;fare:405,False,,0,0,1,,66273.33461390968,67380.52444312468,405,0,,716.3935682010051,False,65061.45000000125,False,80.92159030073158,False,[]
399,BasicRequest_no_show,2,64140,64140,2087;-1;-1,433;-1;-1,,,,,1634.7424098749852,21953.256080384002,0:t_wait:947.0134846403016;t_drive:1934.7424098749834;fare:4390,False,,0,0,7,,65087.01348464027,67490.58615236034,4390,0,,947.0134846403016,False,64170.0,True,21.869172179821316,False,[]
438,BasicRequest_no_show,1,67560,67560,3300;-1;-1,1955;-1;-1,,,,,1000.884404334,10913.31544831,0:t_wait:851.0006987160014;t_drive:1300.8844043340068;fare:1091,True,,,,,,,,,0,,,False,,False,,False,[]
441,BasicRequest_no_show,1,67860,67860,2780;-1;-1,3364;-1;-1,,,,,417.31164792000004,3773.009149454,0:,False,,,,,,,,,0,,,False,,False,,False,[]
418,BasicRequest_no_show,1,65820,65820,420;-1;-1,2292;-1;-1,,,,,411.0689951445,3306.5825045500005,0:t_wait:1081.5769337399543;t_drive:711.0689951444947;fare:330,False,,0,0,8,,67073.16441063234,67915.10344961772,330,0,,1081.5769337399543,False,65850.0,True,0.8192334420067016,False,[]
413,BasicRequest_no_show,1,65340,65340,1027;-1;-1,1315;-1;-1,,,,,599.3520524114999,3985.567541284,0:t_wait:911.0586235270894;t_drive:899.3520524115011;fare:398,False,,0,0,4,,66442.65412324895,67934.7568686052,398,0,,911.0586235270894,False,65354.75000000086,False,80.63386652821839,False,[]
424,BasicRequest_no_show,1,66360,66360,428;-1;-1,2223;-1;-1,,,,,327.855228,2121.20535267,0:t_wait:874.2309872954938;t_drive:627.8552280000004;fare:212,False,,0,0,11,,67868.66358043767,68377.7823810447,212,0,,874.2309872954938,False,66390.0,True,65.54744185877372,False,[]
417,BasicRequest_no_show,1,65700,65700,33;-1;-1,301;-1;-1,,,,,971.397224223,9713.373948330001,0:t_wait:934.2719711839018;t_drive:1271.3972242229938;fare:971,False,,0,0,2,,66802.2202564677,68558.57574518447,971,0,,651.899982287694,False,65724.1000000014,False,81.96498921303719,False,[]
432,BasicRequest_no_show,1,66960,66960,328;-1;-1,3397;-1;-1,,,,,404.05019537399994,4099.246053639999,0:t_wait:1002.3068001843785;t_drive:704.0501953740022;fare:409,False,,0,0,10,,68016.8309883995,68561.14903815291,409,0,,1002.3068001843785,False,66990.0,True,36.56454197046511,False,[]
429,BasicRequest_no_show,2,66780,66780,821;-1;-1,988;-1;-1,,,,,531.0052721325,4139.29961021,0:t_wait:877.5315756170749;t_drive:831.0052721325046;fare:827,False,,0,0,1,,67747.8867086145,68676.24241956955,827,0,,877.5315756170749,False,66804.50000000143,False,84.62399982887305,False,[]
423,BasicRequest_no_show,2,66240,66240,2636;-1;-1,452;-1;-1,,,,,899.7732874169999,7762.30138128,0:t_wait:901.7778065152233;t_drive:1199.7732874170033;fare:1552,False,,0,0,9,,67417.81892070072,68758.12885473612,1552,0,,901.7778065152233,False,66270.0,True,51.69992816547474,False,[]
426,BasicRequest_no_show,1,66540,66540,1493;-1;-1,3530;-1;-1,,,,,716.9557157520001,6187.451041630001,0:t_wait:944.6158466187335;t_drive:1016.955715752003;fare:618,False,,0,0,3,,67725.48862668668,68923.10187701772,618,0,,944.6158466187335,False,66550.2000000006,False,80.78957240894577,False,[]
434,BasicRequest_no_show,1,67200,67200,3562;-1;-1,1027;-1;-1,,,,,431.75022253500003,3102.64671708,0:t_wait:944.2773893775011;t_drive:731.7502225350036;fare:310,False,,0,0,5,,68799.897830306,69434.62652924091,310,0,,944.2773893775011,False,67225.90000000151,False,80.0112240005655,False,[]
431,BasicRequest_no_show,1,66960,66960,214;-1;-1,1156;-1;-1,,,,,1138.7122111575,9681.930599698,0:t_wait:463.6335387525032;t_drive:1438.7122111575009;fare:968,False,,0,0,6,,67756.61651550715,69539.98366678518,968,0,,463.6335387525032,False,66971.00000000064,False,82.68430791281949,False,[]
439,BasicRequest_no_show,2,67620,67620,2145;-1;-1,399;-1;-1,,,,,948.2885532315,7850.546260708,0:t_wait:568.6212047040026;t_drive:1248.2885532314976;fare:1570,False,,0,0,7,,68387.91661974424,69655.74394440994,1570,0,,568.6212047040026,False,67624.50000000026,False,81.01772831016152,False,[]
442,BasicRequest_no_show,2,68160,68160,3964;-1;-1,2451;-1;-1,,,,,228.8393892465,1345.62714598,0:t_wait:637.4172960224969;t_drive:528.8393892464956;fare:269,False,,0,0,4,,69392.37221635373,69788.85687773384,269,0,,637.4172960224969,False,68164.55000000026,False,81.06105916231238,False,[]
440,BasicRequest_no_show,1,67740,67740,3958;-1;-1,2355;-1;-1,,,,,960.785822439,10556.300837388,0:t_wait:670.2496568460774;t_drive:1260.785822438993;fare:1055,False,,0,0,8,,68226.72707258422,69983.75640612403,1055,0,,670.2496568460774,False,67748.90000000052,False,81.22222591190084,False,[]
444,BasicRequest_no_show,1,68400,68400,33;-1;-1,1587;-1;-1,,,,,680.8689521399999,5957.407866016999,0:t_wait:583.8330082195753;t_drive:980.8689521399938;fare:595,False,,0,0,1,,68881.79754910739,70290.01061211003,595,0,,583.8330082195753,False,68403.75000000022,False,81.83615097439271,False,[]
443,BasicRequest_no_show,1,68160,68160,3675;-1;-1,2893;-1;-1,,,,,859.6651058670001,8305.008544968001,0:t_wait:922.8558241903811;t_drive:1159.6651058669959;fare:830,False,,0,0,11,,69291.98944916704,70850.63963554954,830,0,,922.8558241903811,False,68190.0,True,50.83262821042063,False,[]
