request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,rider_declined,decision_time,chosen_operator_id,operator_id,vehicle_id,vehicle_id_cancelled_rq,pickup_time,dropoff_time,fare,modal_state,initial_expected_wait_time,last_wait_time,diffusion_cancelled,diffusion_decision_time,max_diff_dec_time_reached,last_diffusion_state_value,no_show_stat,diffusion_state_values,second_vehicle_assigned,assigned_vids,looser_vid
27,BasicRequest_no_show,1,30600,30600,3529;-1;-1,3562;-1;-1,,,,,948.2561127050755,7700.894967009999,0:t_wait:1184.3295715023196;t_drive:1248.2561127050722;fare:770,False,30630,0,,,,,,770,0,,1184.3295715023196,True,30630,True,-26.405374239297434,False,[],True,,
29,BasicRequest_no_show,1,30720,30720,3442;-1;-1,427;-1;-1,,,,,475.34504570240404,3011.523615643,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
30,BasicRequest_no_show,1,30780,30780,2403;-1;-1,3266;-1;-1,,,,,541.8604082660747,4031.0639149999997,0:t_wait:1147.236092653351;t_drive:841.860408266075;fare:403,True,,,,,,,,,0,,,False,,False,,False,[],False,,
31,BasicRequest_no_show,1,30780,30780,2311;-1;-1,3562;-1;-1,,,,,174.1004533394037,1126.78925289,0:t_wait:1488.9572094130563;t_drive:474.10045333940434;fare:112,True,,,,,,,,,0,,,False,,False,,False,[],False,,
32,BasicRequest_no_show,1,30840,30840,3417;-1;-1,427;-1;-1,,,,,402.70328464052994,2792.51806837,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
33,BasicRequest_no_show,1,30840,30840,3178;-1;-1,1587;-1;-1,,,,,814.9899167619645,9360.096137946999,0:t_wait:1332.1774781576642;t_drive:1114.9899167619624;fare:936,True,,,,,,,,,0,,,False,,False,,False,[],False,,
34,BasicRequest_no_show,1,30900,30900,1541;-1;-1,3972;-1;-1,,,,,1028.8990183533938,7342.98886791,0:t_wait:1439.4259336094874;t_drive:1328.8990183533933;fare:734,True,,,,,,,,,0,,,False,,False,,False,[],False,,
35,BasicRequest_no_show,1,31020,31020,3750;-1;-1,3478;-1;-1,,,,,834.8682597606139,5056.4474958030005,0:t_wait:1369.6141879942115;t_drive:1134.868259760613;fare:505,True,,,,,,,,,0,,,False,,False,,False,[],False,,
37,BasicRequest_no_show,1,31200,31200,1504;-1;-1,3313;-1;-1,,,,,410.37139907775196,2952.3214669300005,0:t_wait:1494.1061944674038;t_drive:710.3713990777505;fare:295,True,,,,,,,,,0,,,False,,False,,False,[],False,,
38,BasicRequest_no_show,1,31260,31260,3931;-1;-1,3754;-1;-1,,,,,750.5656365754684,6258.74975079,0:t_wait:1258.9630475062877;t_drive:1050.5656365754694;fare:625,False,31290,0,,,,,,625,0,,1258.9630475062877,True,31290,True,-34.432512714832036,False,[],False,,
22,BasicRequest_no_show,1,29760,29760,2319;-1;-1,1587;-1;-1,,,,,954.4013649829619,8403.448634557,0:t_wait:585.3962456503941;t_drive:1254.4013649829612;fare:840,False,,0,0,7,,30015.300355944968,31384.929383291128,840,0,,585.3962456503941,False,29767.949999999884,False,80.26403258264519,False,[],False,,
21,BasicRequest_no_show,1,29640,29640,1392;-1;-1,2098;-1;-1,,,,,680.9055675526974,6396.308475164,0:t_wait:933.8752945730557;t_drive:980.9055675526979;fare:639,False,,0,0,10,,30363.18728578541,31404.089218802288,639,0,,933.8752945730557,False,29657.74999999974,False,82.65395539907554,False,[],False,,
17,BasicRequest_no_show,1,28860,28860,1005;-1;-1,385;-1;-1,,,,,998.4664874190048,8522.026360733998,0:t_wait:1017.4517533584367;t_drive:1298.4664874190057;fare:852,False,,0,0,0,,30131.029224637063,31473.981023354103,852,0,,1017.4517533584367,False,28890,True,15.602390808748856,False,[],True,"(0, 11)",11
24,BasicRequest_no_show,1,30360,30360,1815;-1;-1,1047;-1;-1,,,,,869.3739207310175,4836.03248882,0:t_wait:172.91450014038855;t_drive:1169.3739207310173;fare:483,False,,0,0,8,,30532.914500140385,31494.93659370111,483,0,,172.91450014038855,False,30368.14999999988,False,81.02364102325811,False,[],False,,
41,BasicRequest_no_show,1,31560,31560,833;-1;-1,1493;-1;-1,,,,,198.21212909317336,1812.65624761,0:t_wait:1127.1839370106682;t_drive:498.21212909317546;fare:181,False,31590,0,,,,,,181,0,,1127.1839370106682,True,31590,True,-25.56169602758939,False,[],False,,
25,BasicRequest_no_show,1,30360,30360,821;-1;-1,2858;-1;-1,,,,,603.3628872579882,5138.85297168,0:t_wait:656.6566788592063;t_drive:903.3628872579866;fare:513,False,,0,0,11,,31081.171299855774,31819.540393174553,513,0,,656.6566788592063,False,30368.099999999882,False,80.92180005564273,False,[],False,,
20,BasicRequest_no_show,1,29520,29520,1591;-1;-1,3484;-1;-1,,,,,1505.790423418822,13091.508001364002,0:t_wait:444.4959889966449;t_drive:1805.7904234188209;fare:1309,False,,0,0,9,,29964.495988996638,31870.551865861828,1309,0,,444.4959889966449,False,29527.299999999894,False,82.10077216966799,False,[],False,,
36,BasicRequest_no_show,2,31200,31200,866;-1;-1,1809;-1;-1,,,,,419.2338932024928,3400.33613025,0:t_wait:832.4805416195923;t_drive:719.2338932024941;fare:680,False,,0,0,10,,31715.087736526177,32098.657456887788,680,0,,832.4805416195923,False,31226.74999999961,False,84.58411394333305,False,[],False,,
45,BasicRequest_no_show,2,32400,32400,1391;-1;-1,1586;-1;-1,,,,,1659.2855118390003,15802.559269953003,0:t_wait:1204.3444076746673;t_drive:1959.2855118389998;fare:3160,True,,,,,,,,,0,,,False,,False,,False,[],False,,
39,BasicRequest_no_show,1,31320,31320,2205;-1;-1,849;-1;-1,,,,,485.01546435044406,3435.8794382900005,0:t_wait:844.2008659582534;t_drive:785.0154643504466;fare:343,False,,0,0,0,,31927.165133311613,32444.042888820906,343,0,,844.2008659582534,False,31350,True,56.359465093447504,False,[],False,,
28,BasicRequest_no_show,1,30660,30660,1;-1;-1,1809;-1;-1,,,,,650.0248243671845,6563.28226794,0:t_wait:651.1958018661935;t_drive:950.0248243671849;fare:656,False,,0,0,6,,31764.19382684935,32660.792943833083,656,0,,651.1958018661935,False,30667.349999999893,False,80.6560243536182,False,[],False,,
40,BasicRequest_no_show,1,31440,31440,2311;-1;-1,3562;-1;-1,,,,,174.1004533394037,1126.78925289,0:t_wait:901.7399879857112;t_drive:474.1004533394007;fare:112,False,,0.0,0.0,8.0,,32552.609006299812,32759.376527866778,112.0,0,,901.7399879857112,False,31455.69999999977,False,81.40331306831479,False,[],False,,
48,BasicRequest_no_show,1,32760,32760,3171;-1;-1,3562;-1;-1,,,,,485.38380908366594,4542.481688740001,0:t_wait:780.2392759407812;t_drive:785.3838090836653;fare:454,True,,,,,,,,,0,,,False,,False,,False,[],False,,
42,BasicRequest_no_show,1,31740,31740,2168;-1;-1,1687;-1;-1,,,,,281.0952035639505,3419.00660066,0:t_wait:963.5253436541316;t_drive:581.0952035639493;fare:341,False,,0,0,11,,32479.863932742064,32929.649458942324,341,0,,963.5253436541316,False,31770,True,39.153328224333634,False,[],False,,
51,BasicRequest_no_show,1,33000,33000,1014;-1;-1,3562;-1;-1,,,,,472.55013520463706,2346.702982501,0:t_wait:1130.6275974184973;t_drive:772.550135204634;fare:234,True,,,,,,,,,0,,,False,,False,,False,[],False,,
52,BasicRequest_no_show,2,33120,33120,802;-1;-1,3541;-1;-1,,,,,1177.3006335126042,10036.33223556,0:t_wait:1384.194345697906;t_drive:1477.3006335126047;fare:2007,True,,,,,,,,,0,,,False,,False,,False,[],False,,
53,BasicRequest_no_show,1,33120,33120,1985;-1;-1,1587;-1;-1,,,,,1424.7159723082423,10123.568072636997,0:t_wait:1390.7865823086395;t_drive:1724.715972308244;fare:1012,True,,,,,,,,,0,,,False,,False,,False,[],False,,
54,BasicRequest_no_show,1,33120,33120,3752;-1;-1,1610;-1;-1,,,,,680.8092783433439,3918.48277182,0:t_wait:1189.5662036660578;t_drive:980.8092783433458;fare:391,True,,,,,,,,,0,,,False,,False,,False,[],False,,
56,BasicRequest_no_show,1,33420,33420,2054;-1;-1,704;-1;-1,,,,,1481.0454987657727,16217.959371190003,0:t_wait:1241.817763337007;t_drive:1781.0454987657722;fare:1621,False,33450,0,,,,,,1621,0,,1241.817763337007,True,33450,True,-33.62985937003929,False,[],False,,
46,BasicRequest_no_show,1,32580,32580,2385;-1;-1,2098;-1;-1,,,,,542.5808759562102,5526.008457928001,0:t_wait:220.7840005822727;t_drive:842.5808759562133;fare:552,False,,0,0,4,,32800.784000582265,33617.38633816442,552,0,,220.7840005822727,False,32589.59999999986,False,80.71164773839968,False,[],False,,
58,BasicRequest_no_show,1,33720,33720,1336;-1;-1,3475;-1;-1,,,,,538.422926391358,3634.01122889,0:t_wait:1177.5232896479865;t_drive:838.4229263913585;fare:363,True,,,,,,,,,0,,,False,,False,,False,[],False,,
60,BasicRequest_no_show,1,33720,33720,319;-1;-1,3475;-1;-1,,,,,759.2031844973653,4300.65188336,0:t_wait:1258.195537403706;t_drive:1059.203184497368;fare:430,True,,,,,,,,,0,,,False,,False,,False,[],False,,
47,BasicRequest_no_show,1,32700,32700,3178;-1;-1,1809;-1;-1,,,,,672.8968238837324,6098.515442909999,0:t_wait:213.80725300816994;t_drive:972.8968238837333;fare:609,False,,0,0,0,,32913.80725300816,33775.662526125576,609,0,,213.80725300816994,False,32706.8499999999,False,80.80709257126115,False,[],True,"(0, 8)",8
44,BasicRequest_no_show,2,32220,32220,1312;-1;-1,3044;-1;-1,,,,,1129.1746295040439,8880.51018052,0:t_wait:587.2873787341377;t_drive:1429.174629504043;fare:1776,False,,0,0,10,,32808.90725624248,33840.83001524677,1776,0,,587.2873787341377,False,32225.799999999916,False,82.36180401349257,False,[],False,,
49,BasicRequest_no_show,1,32880,32880,748;-1;-1,4068;-1;-1,,,,,621.6616862558084,4519.3444045880005,0:t_wait:428.360407622451;t_drive:921.6616862558076;fare:451,False,,0,0,6,,33407.51653524073,33967.67101394731,451,0,,428.360407622451,False,32884.75000000028,False,80.96921847887427,False,[],False,,
63,BasicRequest_no_show,1,34320,34320,236;-1;-1,3562;-1;-1,,,,,301.1630636516021,1784.31672833,0:t_wait:1387.4614169934866;t_drive:601.1630636516056;fare:178,True,,,,,,,,,0,,,False,,False,,False,[],False,,
64,BasicRequest_no_show,1,34380,34380,1994;-1;-1,3475;-1;-1,,,,,302.0089859119106,1679.0695642800001,0:t_wait:1310.4808258095582;t_drive:602.0089859119107;fare:167,False,34390,0,,,,,,167,0,,1228.4402478465418,True,34398.20000000106,False,-82.13831978268287,False,[],True,,
65,BasicRequest_no_show,1,34380,34380,4050;-1;-1,1587;-1;-1,,,,,1260.0746868768088,8423.312875266998,0:t_wait:1366.444224669729;t_drive:1560.074686876811;fare:842,False,34410,0,,,,,,842,0,,1166.1434269649544,True,34410,True,-21.124872587945386,False,[],False,,
66,BasicRequest_no_show,1,34560,34560,1234;-1;-1,2122;-1;-1,,,,,687.0012892951357,5026.941893906,0:t_wait:1075.2397229829003;t_drive:987.0012892951345;fare:502,True,,,,,,,,,0,,,False,,False,,False,[],False,,
67,BasicRequest_no_show,1,34740,34740,189;-1;-1,3044;-1;-1,,,,,933.1275757157377,9853.856156539998,0:t_wait:900.757912886962;t_drive:1233.1275757157346;fare:985,True,,,,,,,,,0,,,False,,False,,False,[],False,,
43,BasicRequest_no_show,1,31860,31860,2448;-1;-1,898;-1;-1,,,,,1413.286954708151,12552.941814446,0:t_wait:956.2813172481619;t_drive:1713.28695470815;fare:1255,False,,0,0,9,,32553.338456855952,34766.38483701967,1255,0,,963.4896335449521,False,31890,True,44.17807294257823,False,[],False,,
57,BasicRequest_no_show,1,33600,33600,276;-1;-1,833;-1;-1,,,,,650.5329441915688,4041.36946662,0:t_wait:870.6270213679745;t_drive:950.5329441915674;fare:404,False,,0,0,6,,34267.43127847654,35002.70746326596,404,0,,870.6270213679745,False,33628.20000000164,False,82.855281842269,False,[],False,,
71,BasicRequest_no_show,1,35040,35040,2003;-1;-1,1736;-1;-1,,,,,825.719534181276,5231.60259343,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
55,BasicRequest_no_show,1,33360,33360,3157;-1;-1,2911;-1;-1,,,,,798.5500848514664,4986.677021945001,0:t_wait:1044.8091133458438;t_drive:1098.550084851464;fare:498,False,,0,0,0,,34216.43088054537,35212.74397508776,498,0,,1044.8091133458438,False,33390,True,41.81081030762897,False,[],False,,
74,BasicRequest_no_show,1,35280,35280,2317;-1;-1,3562;-1;-1,,,,,330.5907593304181,2084.4476618710005,0:t_wait:1015.4254621141299;t_drive:630.5907593304146;fare:208,False,35310,0,,,,,,208,0,,1015.4254621141299,True,35310,True,-7.065908149361537,False,[],False,,
75,BasicRequest_no_show,1,35400,35400,1315;-1;-1,3562;-1;-1,,,,,673.4570700113311,4389.604152281,0:t_wait:1119.0273404738255;t_drive:973.4570700113327;fare:438,False,35430,0,,,,,,438,0,,1119.0273404738255,True,35430,True,-29.84218609107576,False,[],False,,
77,BasicRequest_no_show,1,35460,35460,1693;-1;-1,3562;-1;-1,,,,,1230.4707521731661,11303.992597371001,0:t_wait:1103.933826473898;t_drive:1530.4707521731689;fare:1130,True,,,,,,,,,0,,,False,,False,,False,[],False,,
78,BasicRequest_no_show,1,35520,35520,2944;-1;-1,2858;-1;-1,,,,,872.2901664530004,6880.69219378,0:t_wait:1491.4142662027516;t_drive:1172.290166453;fare:688,True,,,,,,,,,0,,,False,,False,,False,[],False,,
79,BasicRequest_no_show,1,35520,35520,2494;-1;-1,425;-1;-1,,,,,555.5176231804151,3836.9852745,0:t_wait:1422.343252209619;t_drive:855.5176231804144;fare:383,True,,,,,,,,,0,,,False,,False,,False,[],False,,
82,BasicRequest_no_show,1,35760,35760,3672;-1;-1,2846;-1;-1,,,,,1106.277274161338,7461.810730671999,0:t_wait:1352.5314469389996;t_drive:1406.2772741613371;fare:746,True,,,,,,,,,0,,,False,,False,,False,[],False,,
83,BasicRequest_no_show,1,35820,35820,3654;-1;-1,427;-1;-1,,,,,462.50803918651286,4547.1557936,0:t_wait:1465.0232546660554;t_drive:762.5080391865122;fare:454,True,,,,,,,,,0,,,False,,False,,False,[],False,,
50,BasicRequest_no_show,2,32940,32940,1391;-1;-1,1586;-1;-1,,,,,1659.2855118390003,15802.559269953003,0:t_wait:739.5882241286672;t_drive:1959.2855118389998;fare:3160,False,,0,0,11,,33969.118535353315,35830.61410768372,3160,0,,739.5882241286672,False,32946.50000000038,False,81.84610632553843,False,[],True,"(8, 11)",8.0
59,BasicRequest_no_show,1,33720,33720,199;-1;-1,1586;-1;-1,,,,,1330.7534477553354,14759.282894593001,0:t_wait:629.9672431310901;t_drive:1630.7534477553345;fare:1475,False,,0,0,11,,34268.662548198154,35830.61410768372,1475,0,,629.9672431310901,False,33725.90000000034,False,85.02360718449766,False,[],False,,
62,BasicRequest_no_show,1,34260,34260,2637;-1;-1,3702;-1;-1,,,,,688.1826038207744,7657.3933657,0:t_wait:408.0577844612635;t_drive:988.1826038207728;fare:765,False,,0,0,8,,35041.16443105439,35858.32664700961,765,0,,408.0577844612635,False,34266.450000000375,False,84.60976220445379,False,[],True,"(8, 7)",7
61,BasicRequest_no_show,1,34140,34140,3511;-1;-1,3432;-1;-1,,,,,1313.3000872707937,16377.011954018999,0:t_wait:275.67143413274607;t_drive:1613.3000872707926;fare:1637,False,,0,0,10,,34364.053959941935,35937.70108205242,1637,0,,275.67143413274607,False,34144.400000000256,False,80.89469655007683,False,[],False,,
84,BasicRequest_no_show,1,36000,36000,2224;-1;-1,3562;-1;-1,,,,,589.716098796375,2262.142248391,0:t_wait:1153.0577666387471;t_drive:889.7160987963725;fare:226,True,,,,,,,,,0,,,False,,False,,False,[],False,,
86,BasicRequest_no_show,1,36000,36000,1926;-1;-1,1587;-1;-1,,,,,1181.449668345217,12526.44738948,0:t_wait:1198.9449789382634;t_drive:1481.4496683452162;fare:1252,True,,,,,,,,,0,,,False,,False,,False,[],False,,
73,BasicRequest_no_show,1,35160,35160,749;-1;-1,2208;-1;-1,,,,,543.8086173052445,3263.9606672200002,0:t_wait:184.0293314839073;t_drive:843.8086173052434;fare:326,False,,0,0,7,,35348.75193402542,36025.86111224285,326,0,,184.0293314839073,False,35166.55000000038,False,80.65963435597226,False,[],False,,
87,BasicRequest_no_show,1,36120,36120,1013;-1;-1,333;-1;-1,,,,,723.167980711188,5414.59078306,0:t_wait:906.336372474776;t_drive:1023.1679807111868;fare:541,True,,,,,,,,,0,,,False,,False,,False,[],False,,
89,BasicRequest_no_show,1,36180,36180,3562;-1;-1,1722;-1;-1,,,,,516.3694927420139,3353.8506337809995,0:t_wait:1127.3571154288438;t_drive:816.3694927420147;fare:335,True,,,,,,,,,0,,,False,,False,,False,[],False,,
68,BasicRequest_no_show,2,34740,34740,1312;-1;-1,3044;-1;-1,,,,,1328.5507267470002,8681.859273148,0:t_wait:891.677347905359;t_drive:1628.550726747002;fare:1736,False,,0,0,6,,35291.20923128408,36370.450948271806,1736,0,,891.677347905359,False,34758.35000000107,False,80.36053800233205,False,[],False,,
90,BasicRequest_no_show,1,36480,36480,230;-1;-1,443;-1;-1,,,,,1337.8666239824638,10866.906355951996,0:t_wait:1063.9840176785801;t_drive:1637.866623982467;fare:1086,True,,,,,,,,,0,,,False,,False,,False,[],False,,
93,BasicRequest_no_show,1,36720,36720,1786;-1;-1,427;-1;-1,,,,,547.6389733932092,2854.0196630299997,0:t_wait:925.2718960375132;t_drive:847.6389733932083;fare:285,True,,,,,,,,,0,,,False,,False,,False,[],False,,
80,BasicRequest_no_show,1,35640,35640,674;-1;-1,427;-1;-1,,,,,367.8003918344093,4197.14408963,0:t_wait:751.8801348172638;t_drive:667.8003918344111;fare:419,False,,0,0,8,,36268.13930451619,36737.1407540023,419,0,,751.8801348172638,False,35646.70000000039,False,80.41870752645666,False,[],False,,
69,BasicRequest_no_show,1,34920,34920,870;-1;-1,3562;-1;-1,,,,,551.5220245297512,5050.409852571001,0:t_wait:807.6154366748669;t_drive:851.5220245297533;fare:505,False,,0,0,4,,35820.04155941122,36775.07571333379,505,0,,807.6154366748669,False,34927.40000000043,False,80.07401793972817,False,[],False,,
96,BasicRequest_no_show,1,36840,36840,3315;-1;-1,1587;-1;-1,,,,,1023.2025151428552,13258.712156059999,0:t_wait:1185.225391460539;t_drive:1323.2025151428534;fare:1325,False,36870,0,,,,,,1325,0,,1185.225391460539,True,36870,True,-41.85663292754308,False,[],True,,
97,BasicRequest_no_show,1,36900,36900,1060;-1;-1,427;-1;-1,,,,,576.6437739456802,3570.6819099800005,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
98,BasicRequest_no_show,1,36900,36900,3537;-1;-1,3562;-1;-1,,,,,1059.643682964543,8032.686805336,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
99,BasicRequest_no_show,1,36900,36900,2508;-1;-1,1587;-1;-1,,,,,1267.7885603256686,8379.163347997,0:t_wait:1460.6627250826787;t_drive:1567.7885603256655;fare:837,True,,,,,,,,,0,,,False,,False,,False,[],False,,
100,BasicRequest_no_show,1,36900,36900,332;-1;-1,2311;-1;-1,,,,,651.0871265980818,3580.7739919180003,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
72,BasicRequest_no_show,1,35040,35040,1080;-1;-1,427;-1;-1,,,,,1124.33366350089,10227.09585424,0:t_wait:525.810867693559;t_drive:1424.333663500889;fare:1022,False,,0,0,0,,35295.96595566181,36924.09705768181,1022,0,,525.810867693559,False,35047.00000000041,False,82.98560445823692,False,[],False,,
101,BasicRequest_no_show,1,37080,37080,1802;-1;-1,2122;-1;-1,,,,,1254.3816446936899,4501.09819023,0:t_wait:1335.1433540006838;t_drive:1554.3816446936908;fare:450,True,,,,,,,,,0,,,False,,False,,False,[],False,,
102,BasicRequest_no_show,1,37140,37140,1923;-1;-1,3562;-1;-1,,,,,734.8895683283179,5296.090593189001,0:t_wait:1381.3268774967946;t_drive:1034.889568328319;fare:529,True,,,,,,,,,0,,,False,,False,,False,[],False,,
104,BasicRequest_no_show,1,37260,37260,3117;-1;-1,1587;-1;-1,,,,,1266.942336810203,8390.936497927,0:t_wait:900.6100468557051;t_drive:1566.9423368101998;fare:839,True,,,,,,,,,0,,,False,,False,,False,[],False,,
106,BasicRequest_no_show,1,37380,37380,1028;-1;-1,1827;-1;-1,,,,,1562.2235284367143,15963.683120769998,0:t_wait:1232.3942633749684;t_drive:1862.2235284367125;fare:1596,True,,,,,,,,,0,,,False,,False,,False,[],False,,
88,BasicRequest_no_show,1,36180,36180,428;-1;-1,2155;-1;-1,,,,,454.3309497458533,3758.0347855980003,0:t_wait:790.4442959951557;t_drive:754.330949745854;fare:375,False,,0,0,0,,37008.57097670496,37451.420988044185,375,0,,790.4442959951557,False,36197.50000000102,False,80.54866120867977,False,[],False,,
107,BasicRequest_no_show,1,37500,37500,301;-1;-1,3807;-1;-1,,,,,792.3692619499184,6830.69186932,0:,False,,,,,,,,,0,,,False,,False,,False,[],False,,
85,BasicRequest_no_show,1,36000,36000,1311;-1;-1,3562;-1;-1,,,,,252.0308914997949,2460.781287209,0:t_wait:953.5922432727893;t_drive:552.030891499795;fare:246,False,,0,0,4,,37117.803024295055,37569.665195419126,246,0,,953.5922432727893,False,36030,True,36.629162566721035,False,[],False,,
