,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.9765156885876664,2893.0,70139.62465181548
1,0,1,0.9835628266674663,301.0,70000.0
2,0,2,0.9812141119011055,544.0,70000.0
3,0,3,0.9841827312981563,914.0,70000.0
4,0,4,0.9813314392498563,1587.0,70274.50808724157
5,0,5,0.9863228419748867,399.0,70000.0
6,0,6,0.9211491050121946,2009.0,47600.0
7,0,7,0.953749964819594,99.0,70000.0
8,0,8,0.8272095235621074,2355.0,70077.05806955502
9,0,9,0.5530812711187328,1027.0,70000.0
10,0,10,0.7737527841617782,2451.0,70000.0
11,0,11,0.9605755136549794,1587.0,70000.0
