rq_time,start,end,request_id,number_passenger,odt_bin,actual_travel_time,no_show_status,actual_pudo_boarding_duration,const_pudo_boarding_duration,pudo_alighting_duration
25200,2184,1587,0,1,"(2, 3, 'offpeak')",1080.0,False,51.3074925874238,30,30
25200,1573,1775,1,1,"(3, 2, 'offpeak')",300.0,False,9.085198307136151,30,30
25260,2224,3562,2,1,"(0, 1, 'offpeak')",300.0,False,5.608303843152279,30,30
25680,1013,3562,3,1,"(3, 1, 'offpeak')",240.0,False,14.165082097245302,30,30
25860,2105,3541,4,1,"(0, 3, 'offpeak')",1020.0,False,32.03445834545535,30,30
25860,1581,2816,5,1,"(4, 4, 'offpeak')",480.0,False,2.5044865692212195,30,30
26520,3417,1736,6,1,"(3, 2, 'offpeak')",480.0,False,10.636424357576466,30,30
26640,3209,496,7,1,"(2, 5, 'offpeak')",,False,33.23594866268036,30,30
26640,491,1827,8,1,"(4, 2, 'offpeak')",,False,543.015031177053,30,30
26880,3177,225,9,1,"(0, 5, 'offpeak')",540.0,False,190.4532306859117,30,30
27060,865,484,10,2,"(1, 0, 'offpeak')",120.0,False,54.35513927247775,30,30
27120,1342,2027,11,1,"(0, 1, 'offpeak')",360.0,False,118.39562034866825,30,30
27240,1672,1587,12,1,"(0, 3, 'offpeak')",960.0,False,350.25661167006746,30,30
27600,1235,1827,13,1,"(2, 2, 'offpeak')",1440.0,False,23.47229525093349,30,30
27660,674,2404,14,1,"(3, 1, 'offpeak')",960.0,False,97.56411840398016,30,30
27780,1811,3562,15,1,"(3, 1, 'offpeak')",,False,58.88897516262943,30,30
27840,1185,544,16,1,"(3, 5, 'offpeak')",180.0,False,70.02364287856396,30,30
27840,426,2583,17,1,"(3, 5, 'offpeak')",240.0,False,60.65349881180688,30,30
27960,278,1827,18,1,"(0, 2, 'offpeak')",1140.0,False,14.562399507647893,30,30
28020,3567,1281,19,1,"(3, 1, 'offpeak')",,False,128.98079667662623,30,30
28200,3964,1478,20,1,"(3, 1, 'offpeak')",660.0,False,9.071550236030058,30,30
28260,2105,2313,21,1,"(0, 2, 'offpeak')",,False,93.59240712598564,30,30
28260,2884,2816,22,1,"(0, 4, 'offpeak')",,False,7.116649955640683,30,30
28320,674,1528,23,2,"(3, 2, 'offpeak')",840.0,False,5.868147652218029,30,30
28440,428,1564,24,1,"(3, 3, 'offpeak')",1080.0,False,33.225054781028895,30,30
28440,2259,2404,25,1,"(3, 1, 'offpeak')",960.0,False,62.214956779885874,30,30
28800,728,735,26,1,"(3, 0, 'offpeak')",420.0,False,151.27466954446157,30,30
28980,2500,1055,27,1,"(5, 3, 'offpeak')",1920.0,False,138.71691980504215,30,30
29040,1400,1587,28,1,"(3, 3, 'offpeak')",,False,171.4912169151579,30,30
29340,2267,427,29,1,"(4, 1, 'offpeak')",,False,57.84931368818469,30,30
29580,1342,2404,30,1,"(0, 1, 'offpeak')",420.0,False,10.170232345326294,30,30
30000,3647,130,31,1,"(0, 2, 'offpeak')",,False,39.0550826037983,30,30
30120,176,427,32,1,"(2, 1, 'offpeak')",840.0,False,14.637234232824778,30,30
30120,1955,219,33,1,"(0, 0, 'offpeak')",960.0,False,1.5035605573696849,30,30
30180,1888,1827,34,1,"(0, 2, 'offpeak')",,False,143.8902999294988,30,30
30180,1135,3562,35,1,"(0, 1, 'offpeak')",600.0,False,39.11806580352579,30,30
30180,664,1827,36,1,"(3, 2, 'offpeak')",2100.0,False,21.42386782209335,30,30
30240,1813,111,37,1,"(3, 2, 'offpeak')",240.0,False,186.50721237934127,30,30
30420,2579,3719,38,2,"(2, 0, 'offpeak')",0.0,False,31.979031905271988,30,30
30600,2583,3807,39,1,"(3, 0, 'offpeak')",,False,6.6071615407832605,30,30
30780,3930,3484,40,1,"(4, 1, 'peak')",2040.0,False,8.389974959358357,30,30
30840,2030,2404,41,1,"(0, 1, 'peak')",,False,54.89183528435257,30,30
30840,2583,3699,42,1,"(3, 1, 'peak')",660.0,False,64.53895588892854,30,30
31080,1185,427,43,2,"(3, 1, 'peak')",180.0,False,6.075179568077141,30,30
31260,2730,674,44,1,"(0, 1, 'peak')",960.0,False,41.80180013224378,30,30
31440,1185,427,45,2,"(3, 1, 'peak')",,False,237.65491463658287,30,30
31500,2403,2679,46,1,"(0, 3, 'peak')",1020.0,False,8.585849776457392,30,30
31560,3450,1827,47,1,"(2, 2, 'peak')",1980.0,False,83.86913388965239,30,30
31560,1428,3562,48,1,"(0, 1, 'peak')",,False,31.67343202502021,30,30
31620,3719,1827,49,1,"(2, 2, 'peak')",1740.0,False,13.240806924580076,30,30
31740,2312,2404,50,1,"(0, 1, 'peak')",180.0,False,36.266247049746106,30,30
31860,290,1528,51,1,"(3, 2, 'peak')",,False,43.78610119816625,30,30
31860,2690,3562,52,1,"(3, 1, 'peak')",,False,229.74765135013257,30,30
31920,1229,3562,53,1,"(2, 1, 'peak')",840.0,False,11.30751469850997,30,30
32100,1532,453,54,1,"(3, 3, 'peak')",840.0,False,7.945789372148432,30,30
32100,2319,427,55,1,"(3, 1, 'peak')",660.0,False,25.722240166628865,30,30
32220,598,1281,56,1,"(3, 1, 'peak')",180.0,False,2.731072171321244,30,30
32220,378,1587,57,1,"(3, 3, 'peak')",,False,139.90694098829482,30,30
32280,1013,3562,58,1,"(3, 1, 'peak')",,False,10.16642687012538,30,30
32280,674,3562,59,1,"(3, 1, 'peak')",360.0,False,29.322177130411813,30,30
32280,2434,427,60,1,"(3, 1, 'peak')",420.0,False,48.84481086620191,30,30
32340,3572,3562,61,1,"(3, 1, 'peak')",180.0,False,12.019506671553271,30,30
