,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.7338942347111497,1587,82800
1,0,1,0.8166439799383466,3613,82800
2,0,2,0.8743760647597474,1587,82800
3,0,3,0.9240428079811052,1587,82800
4,0,4,0.7245557311977646,571,82800
5,0,5,0.6516328363496515,1047,82800
6,0,6,0.9056909910877823,2208,82800
7,0,7,0.7827282517413071,3350,82800
8,0,8,0.5037146974632695,2181,82800
