rq_time,start,end,request_id,number_passenger,no_show_status,pudo_boarding_duration,pudo_alighting_duration,no_show_status_backup
63950,3805,3397,658,1,FALSE,122.8186165,30,FALSE
52047,3350,793,659,1,FALSE,186.030414,30,FALSE
61266,427,2181,660,1,FALSE,52.41161003,30,FALSE
41667,3568,2181,661,1,FALSE,146.0752178,30,FALSE
48380,137,1271,662,1,FALSE,43.74941177,30,FALSE
49843,281,1793,663,1,FALSE,2.167882184,30,FALSE
31070,3970,3816,664,1,FALSE,7.660358479,30,FALSE
44663,3816,3970,665,1,FALSE,4.256368108,30,FALSE
64474,3613,3771,666,2,FALSE,73.44000935,30,FALSE
53128,519,3475,667,1,FALSE,19.95967615,30,FALSE
34297,2877,1154,668,2,FALSE,1.542365262,30,FALSE
41446,1282,867,669,1,FALSE,10.19742346,30,FALSE
34892,2229,1587,670,1,TRUE,70.69044827,30,TRUE
26860,2238,1736,671,3,FALSE,117.5097445,30,FALSE
64884,427,2131,672,1,FALSE,34.92026564,30,FALSE
46520,3119,1587,673,1,FALSE,6.817340561,30,FALSE
39753,1587,1767,674,1,FALSE,229.7215097,30,FALSE
52515,3421,1235,675,1,FALSE,48.03111183,30,FALSE
25868,3196,1305,676,1,FALSE,37.10963682,30,FALSE
38100,1305,3196,677,1,FALSE,82.63164847,30,FALSE
55526,2301,439,678,1,FALSE,92.63657179,30,FALSE
53230,2122,748,679,1,FALSE,76.13556936,30,FALSE
67455,793,3661,680,1,FALSE,28.72849416,30,FALSE
53332,1587,1810,681,1,FALSE,40.37330355,30,FALSE
47429,3427,1013,682,1,FALSE,5.09253159,30,FALSE
57310,3450,240,683,1,FALSE,1.521434324,30,FALSE
63701,2229,1587,684,1,FALSE,30.69091225,30,FALSE
56595,1518,184,685,1,FALSE,196.5143814,30,FALSE
66224,1282,867,686,1,FALSE,1.433437352,30,FALSE
58146,746,1587,687,1,FALSE,11.29070129,30,FALSE
62202,3347,230,688,1,FALSE,44.53372419,30,FALSE
31250,1154,2877,689,1,FALSE,30.51579273,30,FALSE
56407,338,1014,690,1,TRUE,13.85306682,30,TRUE
46244,314,2122,691,1,FALSE,383.8669435,30,FALSE
51019,2356,749,692,1,FALSE,103.7252654,30,FALSE
54258,184,1518,693,1,FALSE,314.5499215,30,FALSE
66680,3803,3572,694,1,TRUE,27.76689967,30,TRUE
67746,425,571,695,1,FALSE,145.1070564,30,FALSE
38565,2834,2513,696,1,FALSE,76.25558231,30,FALSE
56561,1810,1587,697,1,FALSE,20.84988461,30,FALSE
56836,1587,1810,698,1,FALSE,20.78153266,30,FALSE
41945,359,2404,699,1,FALSE,680.2943169,30,FALSE
31513,3477,744,700,1,FALSE,1.053571759,30,FALSE
27927,3689,1587,701,1,FALSE,3.579001823,30,FALSE
58027,240,173,702,1,FALSE,229.51305,30,FALSE
47818,746,1587,703,1,FALSE,26.71597113,30,FALSE
67663,3771,3613,704,1,FALSE,243.0435041,30,FALSE
47321,1587,2229,705,1,FALSE,69.92213634,30,FALSE
67076,553,256,706,1,FALSE,56.96820016,30,FALSE
45077,3350,793,707,1,FALSE,55.90739975,30,FALSE
58298,3347,230,708,1,FALSE,40.18360588,30,FALSE
30225,3416,2687,709,1,FALSE,177.4099637,30,FALSE
51060,3970,2445,710,1,FALSE,165.1273426,30,FALSE
59251,2627,3816,711,3,FALSE,243.0980934,30,FALSE
64961,2513,2130,712,1,FALSE,15.52937417,30,FALSE
60525,54,1235,713,2,FALSE,53.69667303,30,FALSE
28114,2030,236,714,1,FALSE,6.811771601,30,FALSE
43339,4068,1489,715,3,FALSE,107.3674687,30,FALSE
28292,3427,1013,716,1,FALSE,51.96426402,30,FALSE
31010,275,3562,717,1,FALSE,17.30360985,30,FALSE
54423,1489,4068,718,1,FALSE,7.881073725,30,FALSE
55865,3414,747,719,1,FALSE,114.7687535,30,FALSE
57787,184,1518,720,1,FALSE,93.78033715,30,FALSE
61862,281,1793,721,1,FALSE,77.3324385,30,FALSE
56894,3183,1276,722,1,FALSE,60.58586657,30,FALSE
59325,2834,2513,723,1,TRUE,32.73052116,30,TRUE
28488,3474,571,724,1,FALSE,296.9899804,30,FALSE
35735,3477,744,725,1,FALSE,72.05458658,30,FALSE
53327,3414,747,726,1,FALSE,4.844439752,30,FALSE
61825,430,1282,727,2,FALSE,27.31098254,30,FALSE
25601,1965,1587,728,1,FALSE,265.9133455,30,FALSE
48952,3970,2445,729,2,FALSE,262.685138,30,FALSE
54348,1037,2122,730,1,FALSE,4.809027125,30,FALSE
27352,275,3562,731,1,FALSE,14.96499935,30,FALSE
44413,1013,3427,732,2,FALSE,24.2891448,30,FALSE
63546,2311,1936,733,1,FALSE,65.43320015,30,FALSE
54318,1587,1767,734,1,FALSE,19.80759182,30,FALSE
36119,746,1587,735,1,FALSE,82.72370796,30,FALSE
61409,1587,3561,736,1,FALSE,66.29418821,30,FALSE
41997,1517,3805,737,1,FALSE,1.575199738,30,FALSE
61756,3350,793,738,2,FALSE,366.8357213,30,FALSE
39041,3805,1517,739,1,FALSE,307.5816623,30,FALSE
52496,1518,184,740,1,FALSE,485.8258776,30,FALSE
44596,1517,3805,741,1,FALSE,28.90982912,30,FALSE
37853,2627,3816,742,1,FALSE,375.2066237,30,FALSE
63134,184,1518,743,1,FALSE,55.73132325,30,FALSE
34775,3450,240,744,1,FALSE,122.8186165,30,FALSE
30117,1815,3970,745,1,FALSE,186.030414,30,FALSE
41455,3613,3771,746,1,FALSE,52.41161003,30,FALSE
56362,3970,1815,747,1,FALSE,146.0752178,30,FALSE
59385,1587,2229,748,1,FALSE,43.74941177,30,FALSE
68392,359,2404,749,1,FALSE,2.167882184,30,FALSE
39286,793,3661,750,1,FALSE,7.660358479,30,FALSE
45261,2513,2834,751,1,FALSE,4.256368108,30,FALSE
31936,2834,2513,752,2,FALSE,73.44000935,30,FALSE
51657,1767,1587,753,1,FALSE,19.95967615,30,FALSE
68285,2439,2311,754,2,FALSE,1.542365262,30,FALSE
55266,571,425,755,1,FALSE,10.19742346,30,FALSE
52341,3417,1047,756,1,TRUE,70.69044827,30,TRUE
44596,359,2404,757,3,FALSE,117.5097445,30,FALSE
64483,2687,3416,758,1,FALSE,34.92026564,30,FALSE
48386,793,3661,759,1,FALSE,6.817340561,30,FALSE
31875,1965,1587,760,1,FALSE,229.7215097,30,FALSE
42520,2131,427,761,1,FALSE,48.03111183,30,FALSE
29401,137,1271,762,1,FALSE,37.10963682,30,FALSE
35569,1815,3970,763,1,FALSE,82.63164847,30,FALSE
26923,1047,3417,764,1,FALSE,92.63657179,30,FALSE
46965,1587,1965,765,1,FALSE,76.13556936,30,FALSE
53515,746,1587,766,1,FALSE,28.72849416,30,FALSE
41948,1013,3427,767,1,FALSE,40.37330355,30,FALSE
45111,1936,2311,768,1,TRUE,5.09253159,30,TRUE
65913,2627,3816,769,1,FALSE,1.521434324,30,FALSE
57139,1047,3417,770,1,FALSE,30.69091225,30,FALSE
50707,3427,1013,771,1,FALSE,196.5143814,30,FALSE
38259,3661,793,772,1,FALSE,1.433437352,30,FALSE
63314,1901,1716,773,1,FALSE,11.29070129,30,FALSE
35979,793,3661,774,1,FALSE,44.53372419,30,FALSE
41280,3665,1014,775,1,FALSE,30.51579273,30,FALSE
64011,129,2734,776,1,FALSE,13.85306682,30,FALSE
49945,3805,1517,777,1,FALSE,383.8669435,30,FALSE
56885,3474,1135,778,1,FALSE,103.7252654,30,FALSE
52278,3417,3350,779,1,FALSE,314.5499215,30,FALSE
54086,3970,3816,780,1,TRUE,27.76689967,30,TRUE
39125,256,553,781,1,FALSE,145.1070564,30,FALSE
36377,351,427,782,1,FALSE,76.25558231,30,FALSE
41027,2860,3349,783,1,FALSE,20.84988461,30,FALSE
32131,1390,4023,784,1,FALSE,20.78153266,30,FALSE
62947,2404,359,785,1,FALSE,680.2943169,30,FALSE
38204,1965,1587,786,1,FALSE,1.053571759,30,FALSE
51468,3421,1235,787,1,FALSE,3.579001823,30,FALSE
58247,1206,2380,788,1,FALSE,229.51305,30,FALSE
58015,3196,1305,789,1,FALSE,26.71597113,30,FALSE
46426,3572,3803,790,1,FALSE,243.0435041,30,FALSE
47481,3441,2170,791,1,FALSE,69.92213634,30,FALSE
67839,3803,3572,792,1,FALSE,56.96820016,30,FALSE
54456,1810,1587,793,1,FALSE,55.90739975,30,FALSE
59748,2627,3816,794,1,FALSE,40.18360588,30,FALSE
63694,1276,3183,795,1,FALSE,177.4099637,30,FALSE
34369,1587,3689,796,3,TRUE,243.0980934,30,TRUE
51491,2513,2130,797,1,FALSE,15.52937417,30,FALSE
31102,553,256,798,2,FALSE,53.69667303,30,FALSE
54253,571,425,799,1,FALSE,6.811771601,30,FALSE
65419,3417,3350,800,3,FALSE,107.3674687,30,FALSE
48708,314,2122,801,1,FALSE,51.96426402,30,FALSE
45900,2380,1206,802,1,FALSE,17.30360985,30,FALSE
27602,256,553,803,1,FALSE,7.881073725,30,FALSE
65763,281,1793,804,1,FALSE,114.7687535,30,FALSE
31079,1587,1767,805,1,FALSE,93.78033715,30,FALSE
28168,3441,2170,806,1,FALSE,77.3324385,30,FALSE
37132,2380,1206,807,1,FALSE,60.58586657,30,FALSE
29593,3802,230,808,1,FALSE,32.73052116,30,FALSE
47033,2513,2834,809,1,FALSE,296.9899804,30,FALSE
48951,1901,1716,810,1,FALSE,72.05458658,30,FALSE
40151,230,3347,811,1,FALSE,4.844439752,30,FALSE
31228,184,1518,812,1,FALSE,265.9133455,30,FALSE
43640,2122,1037,813,2,FALSE,262.685138,30,FALSE
29649,1936,2311,814,1,TRUE,4.809027125,30,TRUE
55042,4068,1734,815,1,FALSE,14.96499935,30,FALSE
35652,744,3477,816,2,FALSE,24.2891448,30,FALSE
39280,1716,1901,817,1,FALSE,65.43320015,30,FALSE
44542,427,2181,818,1,FALSE,19.80759182,30,FALSE
45017,3970,2445,819,1,FALSE,82.72370796,30,FALSE
25302,1518,184,820,1,FALSE,66.29418821,30,FALSE
31264,2170,3441,821,1,FALSE,1.575199738,30,FALSE
61942,1390,4023,822,2,FALSE,366.8357213,30,FALSE
25375,1786,3475,823,1,FALSE,307.5816623,30,FALSE
48439,430,1282,824,1,FALSE,485.8258776,30,FALSE
47758,744,3474,825,1,FALSE,28.90982912,30,FALSE
41190,3816,2627,826,1,FALSE,375.2066237,30,FALSE
46103,1518,184,827,1,FALSE,55.73132325,30,FALSE
57908,2445,3970,828,1,FALSE,122.8186165,30,FALSE
60964,240,3450,829,1,FALSE,186.030414,30,FALSE
37767,2380,1206,830,1,FALSE,52.41161003,30,FALSE
40829,3474,744,831,1,FALSE,146.0752178,30,FALSE
36724,1587,3119,832,1,FALSE,43.74941177,30,FALSE
47462,3805,1517,833,1,FALSE,2.167882184,30,FALSE
54631,3816,3970,834,1,FALSE,7.660358479,30,FALSE
35826,275,3562,835,1,FALSE,4.256368108,30,FALSE
41256,1810,1587,836,2,FALSE,73.44000935,30,FALSE
64852,1587,2229,837,1,FALSE,19.95967615,30,FALSE
28223,553,256,838,2,FALSE,1.542365262,30,FALSE
46840,1305,3196,839,1,FALSE,10.19742346,30,FALSE
55995,3970,3816,840,1,TRUE,70.69044827,30,TRUE
32358,1518,184,841,3,FALSE,117.5097445,30,FALSE
28254,1810,1587,842,1,FALSE,34.92026564,30,FALSE
31896,3572,3803,843,1,FALSE,6.817340561,30,FALSE
64603,867,1282,844,1,FALSE,229.7215097,30,FALSE
25908,236,2030,845,1,TRUE,48.03111183,30,TRUE
34573,3816,3970,846,1,FALSE,37.10963682,30,FALSE
27316,1965,1587,847,1,FALSE,82.63164847,30,FALSE
31057,2313,482,848,1,FALSE,92.63657179,30,FALSE
53207,314,2122,849,1,FALSE,76.13556936,30,FALSE
36402,3816,2627,850,1,FALSE,28.72849416,30,FALSE
51679,3474,1135,851,1,FALSE,40.37330355,30,FALSE
52478,427,2131,852,1,FALSE,5.09253159,30,FALSE
61383,427,351,853,1,FALSE,1.521434324,30,FALSE
25625,3475,1786,854,1,FALSE,30.69091225,30,FALSE
61561,3805,1517,855,1,FALSE,196.5143814,30,FALSE
53340,2131,427,856,1,FALSE,1.433437352,30,FALSE
32966,3970,1815,857,1,FALSE,11.29070129,30,FALSE
57609,3474,1135,858,1,FALSE,44.53372419,30,FALSE
61778,2131,427,859,1,FALSE,30.51579273,30,FALSE
37409,3661,793,860,1,FALSE,13.85306682,30,FALSE
64529,1587,1810,861,1,FALSE,383.8669435,30,FALSE
47025,1206,2380,862,1,FALSE,103.7252654,30,FALSE
52532,3661,793,863,1,FALSE,314.5499215,30,FALSE
67515,1734,4068,864,1,TRUE,27.76689967,30,TRUE
42034,427,2181,865,1,FALSE,145.1070564,30,FALSE
59537,1815,3970,866,1,FALSE,76.25558231,30,FALSE
40685,2122,748,867,1,FALSE,20.84988461,30,FALSE
58922,54,1235,868,1,FALSE,20.78153266,30,FALSE
52536,3802,230,869,1,FALSE,680.2943169,30,FALSE
35759,1734,4068,870,1,FALSE,1.053571759,30,FALSE
45255,3350,793,871,1,FALSE,3.579001823,30,FALSE
40788,3350,292,872,1,FALSE,229.51305,30,FALSE
29926,1587,746,873,1,FALSE,26.71597113,30,FALSE
27331,292,3350,874,1,FALSE,243.0435041,30,FALSE
41945,3474,1135,875,1,FALSE,69.92213634,30,FALSE
26907,4068,1489,876,1,FALSE,56.96820016,30,FALSE
33157,1489,4068,877,1,FALSE,55.90739975,30,FALSE
56442,3414,747,878,1,FALSE,40.18360588,30,FALSE
56099,1965,1587,879,1,FALSE,177.4099637,30,FALSE
56832,1965,1587,880,1,FALSE,165.1273426,30,FALSE
40513,3661,793,881,3,FALSE,243.0980934,30,FALSE
63062,2439,2311,882,1,FALSE,15.52937417,30,FALSE
52320,1013,3427,883,2,FALSE,53.69667303,30,FALSE
31818,3771,3613,884,1,FALSE,6.811771601,30,FALSE
31897,4023,1390,885,3,FALSE,107.3674687,30,FALSE
55040,3562,275,886,1,TRUE,51.96426402,30,TRUE
33884,2513,2130,887,1,FALSE,17.30360985,30,FALSE
48325,2301,439,888,1,FALSE,7.881073725,30,FALSE
67973,1014,3665,889,1,FALSE,114.7687535,30,FALSE
25774,3421,1235,890,1,FALSE,93.78033715,30,FALSE
26941,482,2313,891,1,FALSE,77.3324385,30,FALSE
68077,744,3477,892,1,FALSE,60.58586657,30,FALSE
51651,3805,3397,893,1,FALSE,32.73052116,30,FALSE
32040,2834,2513,894,1,FALSE,296.9899804,30,FALSE
63593,3414,747,895,1,FALSE,72.05458658,30,FALSE
62797,747,3414,896,1,FALSE,4.844439752,30,FALSE
50549,735,3971,897,2,FALSE,27.31098254,30,FALSE
53259,1390,4023,898,1,FALSE,265.9133455,30,FALSE
37648,2122,578,899,2,FALSE,262.685138,30,FALSE
28586,3441,2170,900,1,FALSE,4.809027125,30,FALSE
52491,2181,427,901,1,FALSE,14.96499935,30,FALSE
39286,1587,746,902,2,FALSE,24.2891448,30,FALSE
54414,2513,2834,903,1,FALSE,65.43320015,30,FALSE
61141,184,1518,904,1,FALSE,19.80759182,30,FALSE
26819,3805,1517,905,1,FALSE,82.72370796,30,FALSE
52438,1135,3474,906,1,FALSE,66.29418821,30,FALSE
35875,275,3562,907,1,FALSE,1.575199738,30,FALSE
37238,1014,3665,908,1,FALSE,307.5816623,30,FALSE
52696,1154,2877,909,1,FALSE,485.8258776,30,FALSE
51096,3802,230,910,1,FALSE,28.90982912,30,FALSE
44465,2380,1206,911,1,FALSE,375.2066237,30,FALSE
54357,748,2122,912,1,FALSE,55.73132325,30,FALSE
56694,1901,1716,913,1,FALSE,122.8186165,30,FALSE
51330,4068,1734,914,1,FALSE,186.030414,30,FALSE
57539,4023,1390,915,1,FALSE,52.41161003,30,FALSE
67459,1305,3196,916,1,FALSE,146.0752178,30,FALSE
45009,351,427,917,1,FALSE,43.74941177,30,FALSE
49076,230,3802,918,1,FALSE,2.167882184,30,FALSE
26273,793,3350,919,1,FALSE,7.660358479,30,FALSE
58607,3450,240,920,1,FALSE,4.256368108,30,FALSE
49700,735,3971,921,2,FALSE,73.44000935,30,FALSE
45122,3805,1517,922,1,TRUE,19.95967615,30,TRUE
30131,2131,427,923,2,FALSE,1.542365262,30,FALSE
63129,427,2181,924,1,FALSE,10.19742346,30,FALSE
44640,1282,867,925,1,TRUE,70.69044827,30,TRUE
54789,571,3474,926,3,FALSE,117.5097445,30,FALSE
32213,3450,240,927,1,FALSE,34.92026564,30,FALSE
66278,3803,3572,928,1,FALSE,6.817340561,30,FALSE
34440,3771,3613,929,1,FALSE,229.7215097,30,FALSE
35679,1793,281,930,1,FALSE,48.03111183,30,FALSE
62019,240,3450,931,1,FALSE,37.10963682,30,FALSE
64017,3477,744,932,1,FALSE,82.63164847,30,FALSE
35631,137,1271,933,1,FALSE,92.63657179,30,FALSE
47198,3805,1517,934,1,FALSE,76.13556936,30,FALSE
56481,430,1282,935,1,FALSE,28.72849416,30,FALSE
62835,735,3971,936,1,FALSE,40.37330355,30,FALSE
43490,571,3474,937,1,FALSE,5.09253159,30,FALSE
49370,430,1282,938,1,FALSE,1.521434324,30,FALSE
